,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,5.0,9.0,22.0,10.0,6.0,4.0,9.0,38.0,13.0,2.0,5.0,4.0,0.21818181818181817,0.32727272727272727,3
1,2,8.0,4.0,18.0,14.0,2.0,4.0,10.0,31.0,5.0,10.0,9.0,10.0,0.6363636363636364,0.7090909090909091,3
2,3,8.0,10.0,11.0,9.0,4.0,3.0,11.0,33.0,10.0,5.0,10.0,8.0,0.07272727272727272,0.12727272727272726,3
3,4,3.0,5.0,14.0,12.0,7.0,6.0,13.0,39.0,12.0,2.0,10.0,9.0,0.09090909090909091,0.2727272727272727,3
4,5,6.0,3.0,15.0,17.0,7.0,5.0,10.0,35.0,11.0,3.0,11.0,5.0,0.2545454545454545,0.6363636363636364,3
5,6,3.0,5.0,13.0,12.0,3.0,9.0,14.0,39.0,13.0,2.0,9.0,10.0,0.05454545454545454,0.5818181818181818,3
6,7,12.0,6.0,18.0,10.0,3.0,6.0,8.0,29.0,6.0,6.0,5.0,9.0,0.4727272727272727,1.4363636363636363,3
7,8,8.0,5.0,21.0,13.0,5.0,4.0,9.0,31.0,4.0,9.0,8.0,10.0,0.6909090909090909,1.5454545454545454,3
8,9,6.0,11.0,18.0,13.0,5.0,4.0,12.0,34.0,7.0,4.0,11.0,5.0,0.34545454545454546,1.1090909090909091,3
9,10,5.0,8.0,19.0,11.0,3.0,8.0,13.0,37.0,9.0,3.0,8.0,6.0,0.16363636363636364,0.2909090909090909,3
10,11,6.0,8.0,14.0,10.0,5.0,3.0,10.0,32.0,8.0,6.0,10.0,10.0,0.18181818181818182,0.8181818181818181,3
11,12,9.0,6.0,20.0,11.0,6.0,3.0,9.0,30.0,8.0,6.0,10.0,10.0,0.5454545454545454,1.2545454545454544,3
12,13,8.0,10.0,18.0,11.0,4.0,0.0,16.0,30.0,10.0,3.0,9.0,8.0,0.7636363636363637,1.4545454545454546,3
13,14,4.0,4.0,20.0,12.0,6.0,2.0,13.0,34.0,12.0,7.0,13.0,4.0,0.4909090909090909,1.2727272727272727,3
14,15,4.0,8.0,9.0,13.0,4.0,4.0,11.0,38.0,17.0,2.0,8.0,7.0,0.01818181818181818,0.45454545454545453,3
15,16,4.0,3.0,16.0,16.0,4.0,4.0,12.0,32.0,12.0,4.0,9.0,11.0,0.5636363636363636,0.709090909090909,3
16,17,6.0,6.0,18.0,18.0,6.0,1.0,14.0,26.0,7.0,4.0,13.0,5.0,0.9454545454545454,1.1818181818181819,3
17,18,6.0,3.0,16.0,16.0,6.0,5.0,13.0,32.0,11.0,2.0,7.0,10.0,0.509090909090909,0.7818181818181817,3
18,19,5.0,9.0,16.0,14.0,4.0,5.0,13.0,28.0,5.0,3.0,11.0,4.0,0.6727272727272727,1.0363636363636364,3
19,20,5.0,7.0,14.0,19.0,1.0,2.0,13.0,30.0,12.0,3.0,13.0,5.0,0.7272727272727273,1.4545454545454546,3
20,21,7.0,5.0,27.0,13.0,4.0,4.0,12.0,28.0,7.0,3.0,7.0,6.0,0.8909090909090909,1.2363636363636363,3
21,22,3.0,6.0,21.0,15.0,4.0,2.0,12.0,28.0,5.0,4.0,14.0,7.0,0.8727272727272727,1.1636363636363636,3
22,23,6.0,11.0,11.0,10.0,4.0,2.0,8.0,36.0,9.0,6.0,8.0,11.0,0.03636363636363636,0.12727272727272726,3
23,24,3.0,7.0,14.0,16.0,5.0,3.0,17.0,36.0,8.0,9.0,6.0,8.0,0.43636363636363634,0.6363636363636364,3
24,25,8.0,5.0,21.0,12.0,6.0,5.0,13.0,33.0,7.0,6.0,8.0,5.0,0.4,0.4181818181818182,3
25,26,7.0,11.0,14.0,15.0,3.0,4.0,14.0,35.0,11.0,4.0,9.0,6.0,0.32727272727272727,0.5454545454545454,3
26,27,3.0,11.0,13.0,13.0,6.0,4.0,6.0,36.0,10.0,3.0,8.0,11.0,0.12727272727272726,0.2909090909090909,3
27,28,8.0,4.0,3.0,8.0,0.0,5.0,2.0,20.0,9.0,1.0,7.0,3.0,0.2727272727272727,0.8181818181818181,2
28,29,10.0,3.0,13.0,7.0,7.0,3.0,7.0,31.0,12.0,4.0,13.0,13.0,0.23636363636363636,0.2727272727272727,2
29,30,17.0,0.0,14.0,11.0,6.0,1.0,6.0,23.0,8.0,5.0,13.0,6.0,0.8545454545454545,1.6727272727272728,1
30,31,17.0,2.0,11.0,14.0,5.0,2.0,5.0,35.0,18.0,4.0,10.0,8.0,0.2909090909090909,1.2,2
31,32,15.0,1.0,13.0,15.0,1.0,2.0,3.0,20.0,9.0,3.0,16.0,13.0,0.9636363636363636,1.8909090909090909,1
