,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,17.0,3.0,11.0,9.0,5.0,15.0,10.0,34.0,4.0,3.0,11.0,5.0,0.7090909090909091,0.7272727272727273,2
1,2,15.0,2.0,11.0,15.0,6.0,10.0,13.0,27.0,5.0,2.0,11.0,5.0,0.9454545454545454,0.9818181818181818,1
2,3,14.0,5.0,10.0,8.0,6.0,9.0,10.0,31.0,6.0,1.0,12.0,9.0,0.4,0.49090909090909096,2
3,4,17.0,6.0,9.0,9.0,8.0,8.0,8.0,35.0,5.0,3.0,12.0,9.0,0.3090909090909091,0.6181818181818182,2
4,5,15.0,6.0,6.0,6.0,5.0,20.0,9.0,43.0,6.0,1.0,14.0,6.0,0.45454545454545453,1.1272727272727272,2
5,6,11.0,1.0,12.0,10.0,5.0,14.0,12.0,30.0,4.0,4.0,17.0,6.0,0.8545454545454545,1.418181818181818,1
6,7,10.0,8.0,10.0,6.0,5.0,13.0,8.0,40.0,8.0,2.0,12.0,7.0,0.01818181818181818,0.509090909090909,1
7,8,17.0,5.0,8.0,14.0,3.0,14.0,5.0,36.0,6.0,7.0,13.0,7.0,0.5636363636363636,0.8545454545454545,2
8,9,13.0,5.0,6.0,14.0,6.0,14.0,13.0,35.0,3.0,3.0,13.0,6.0,0.7272727272727273,1.2363636363636363,2
9,10,11.0,4.0,13.0,9.0,5.0,6.0,11.0,30.0,9.0,2.0,17.0,6.0,0.5454545454545454,1.1818181818181817,1
10,11,22.0,2.0,9.0,10.0,7.0,9.0,7.0,33.0,9.0,3.0,7.0,5.0,0.6727272727272727,1.6727272727272728,2
11,12,14.0,2.0,10.0,14.0,3.0,13.0,17.0,27.0,4.0,3.0,10.0,8.0,0.9636363636363636,1.6181818181818182,1
12,13,14.0,7.0,8.0,10.0,6.0,14.0,10.0,42.0,7.0,2.0,12.0,4.0,0.2,0.5818181818181818,2
13,14,11.0,6.0,13.0,4.0,3.0,12.0,4.0,36.0,2.0,6.0,16.0,10.0,0.6363636363636364,0.8181818181818181,1
14,15,11.0,3.0,11.0,6.0,5.0,16.0,6.0,42.0,8.0,5.0,9.0,11.0,0.10909090909090909,0.8181818181818182,1
15,16,10.0,5.0,12.0,10.0,6.0,9.0,6.0,35.0,7.0,4.0,22.0,5.0,0.6545454545454545,0.9818181818181818,1
16,17,19.0,3.0,12.0,13.0,1.0,13.0,9.0,27.0,3.0,4.0,14.0,6.0,0.9818181818181818,1.2,1
17,18,12.0,5.0,7.0,11.0,1.0,13.0,9.0,39.0,5.0,8.0,9.0,5.0,0.16363636363636364,0.41818181818181815,2
18,19,13.0,4.0,10.0,11.0,5.0,16.0,6.0,38.0,4.0,6.0,14.0,6.0,0.38181818181818183,0.8363636363636364,2
19,20,18.0,4.0,5.0,11.0,7.0,11.0,11.0,37.0,6.0,5.0,13.0,5.0,0.36363636363636365,1.1818181818181819,2
20,21,11.0,9.0,9.0,9.0,6.0,11.0,7.0,41.0,5.0,6.0,17.0,6.0,0.18181818181818182,0.9818181818181819,1
21,22,14.0,7.0,11.0,10.0,4.0,9.0,8.0,36.0,7.0,5.0,9.0,9.0,0.05454545454545454,0.2545454545454546,2
22,23,18.0,2.0,9.0,7.0,4.0,13.0,13.0,26.0,0.0,3.0,12.0,9.0,1.0,1.0545454545454545,1
23,24,14.0,2.0,14.0,11.0,5.0,11.0,11.0,29.0,3.0,2.0,16.0,4.0,0.9090909090909091,1.018181818181818,1
24,25,19.0,4.0,11.0,11.0,6.0,11.0,13.0,31.0,4.0,5.0,9.0,6.0,0.8363636363636363,1.0,2
25,26,13.0,5.0,13.0,6.0,5.0,9.0,8.0,38.0,6.0,8.0,15.0,6.0,0.21818181818181817,1.0,1
26,27,15.0,2.0,16.0,9.0,6.0,10.0,6.0,32.0,5.0,6.0,9.0,6.0,0.509090909090909,1.4727272727272727,1
27,28,7.0,2.0,5.0,5.0,3.0,8.0,1.0,17.0,2.0,1.0,6.0,4.0,0.6909090909090909,1.1272727272727272,1
28,29,19.0,2.0,3.0,13.0,2.0,15.0,14.0,38.0,5.0,6.0,1.0,5.0,0.7818181818181819,1.709090909090909,2
29,30,20.0,11.0,3.0,15.0,6.0,5.0,10.0,45.0,8.0,5.0,3.0,4.0,0.2545454545454545,0.7272727272727273,2
30,31,16.0,7.0,4.0,9.0,4.0,14.0,10.0,47.0,8.0,4.0,7.0,4.0,0.07272727272727272,1.018181818181818,2
31,32,20.0,5.0,5.0,14.0,5.0,18.0,8.0,39.0,6.0,1.0,8.0,3.0,0.7636363636363637,1.290909090909091,2
32,33,29.0,7.0,2.0,7.0,7.0,13.0,6.0,42.0,10.0,4.0,4.0,6.0,0.8,1.4181818181818182,2
33,34,21.0,4.0,3.0,20.0,1.0,14.0,6.0,39.0,6.0,4.0,6.0,4.0,0.8181818181818182,0.9636363636363636,2
34,35,20.0,4.0,7.0,15.0,6.0,11.0,5.0,42.0,8.0,4.0,4.0,6.0,0.2909090909090909,0.6909090909090909,2
35,36,11.0,2.0,4.0,12.0,5.0,8.0,12.0,36.0,8.0,3.0,8.0,10.0,0.12727272727272726,0.4909090909090909,2
36,37,28.0,3.0,4.0,11.0,4.0,16.0,4.0,48.0,8.0,8.0,2.0,3.0,0.6181818181818182,1.309090909090909,2
37,38,15.0,8.0,3.0,12.0,8.0,6.0,14.0,42.0,5.0,5.0,8.0,3.0,0.23636363636363636,0.5818181818181818,2
38,39,12.0,5.0,6.0,13.0,9.0,10.0,15.0,48.0,9.0,7.0,4.0,2.0,0.03636363636363636,0.8727272727272727,2
39,40,26.0,9.0,3.0,8.0,5.0,11.0,4.0,44.0,6.0,5.0,6.0,5.0,0.4909090909090909,1.2363636363636363,2
40,41,20.0,8.0,1.0,7.0,4.0,9.0,7.0,47.0,11.0,3.0,9.0,5.0,0.14545454545454545,0.38181818181818183,2
41,42,22.0,6.0,0.0,14.0,7.0,14.0,12.0,41.0,5.0,3.0,4.0,6.0,0.7454545454545455,1.6,2
42,43,18.0,2.0,7.0,11.0,5.0,11.0,8.0,42.0,9.0,4.0,9.0,5.0,0.09090909090909091,0.8545454545454546,2
43,44,21.0,5.0,6.0,10.0,7.0,9.0,9.0,35.0,5.0,3.0,11.0,5.0,0.6,1.1454545454545455,2
44,45,18.0,4.0,8.0,12.0,4.0,12.0,5.0,34.0,5.0,3.0,10.0,6.0,0.5818181818181818,0.709090909090909,2
45,46,26.0,4.0,1.0,11.0,3.0,18.0,12.0,40.0,6.0,3.0,5.0,5.0,0.8727272727272727,1.7454545454545454,2
46,47,20.0,5.0,5.0,18.0,4.0,14.0,14.0,36.0,2.0,4.0,5.0,2.0,0.9272727272727272,1.9090909090909092,2
47,48,18.0,8.0,2.0,14.0,3.0,7.0,10.0,39.0,8.0,5.0,5.0,3.0,0.34545454545454546,0.6181818181818182,2
48,49,18.0,11.0,4.0,11.0,6.0,11.0,10.0,49.0,3.0,3.0,5.0,2.0,0.32727272727272727,1.2363636363636363,2
49,50,19.0,4.0,4.0,14.0,8.0,11.0,12.0,39.0,5.0,2.0,6.0,6.0,0.5272727272727272,1.1272727272727272,2
50,51,21.0,5.0,4.0,10.0,0.0,16.0,10.0,45.0,8.0,8.0,7.0,2.0,0.43636363636363634,0.509090909090909,2
51,52,13.0,6.0,5.0,13.0,7.0,17.0,12.0,44.0,4.0,2.0,4.0,5.0,0.41818181818181815,1.0,2
52,53,22.0,5.0,2.0,6.0,6.0,13.0,8.0,42.0,7.0,4.0,8.0,7.0,0.4727272727272727,1.3636363636363635,2
53,54,18.0,2.0,8.0,11.0,5.0,16.0,9.0,46.0,10.0,1.0,7.0,1.0,0.2727272727272727,0.6909090909090909,2
54,55,25.0,6.0,3.0,10.0,2.0,9.0,16.0,34.0,8.0,4.0,7.0,4.0,0.8909090909090909,1.6181818181818182,2
