,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,16.0,1.0,12.0,8.0,3.0,11.0,3.0,48.0,14.0,15.0,1.0,10.0,0.18181818181818182,0.2181818181818182,2
1,2,17.0,4.0,9.0,5.0,2.0,5.0,2.0,43.0,14.0,10.0,4.0,10.0,0.01818181818181818,0.07272727272727272,2
2,3,16.0,4.0,14.0,11.0,2.0,10.0,1.0,46.0,11.0,15.0,3.0,9.0,0.21818181818181817,0.5272727272727272,2
3,4,18.0,0.0,12.0,7.0,0.0,13.0,4.0,44.0,14.0,11.0,1.0,11.0,0.38181818181818183,1.0727272727272728,2
4,5,11.0,3.0,17.0,12.0,1.0,7.0,2.0,37.0,7.0,15.0,2.0,16.0,0.9090909090909091,0.9818181818181818,2
5,6,17.0,1.0,9.0,13.0,1.0,8.0,2.0,45.0,16.0,14.0,1.0,9.0,0.2545454545454545,0.9818181818181818,2
6,7,14.0,3.0,16.0,5.0,2.0,6.0,4.0,38.0,12.0,11.0,4.0,18.0,0.6363636363636364,0.7636363636363637,2
7,8,11.0,3.0,12.0,8.0,4.0,7.0,1.0,49.0,15.0,14.0,1.0,17.0,0.07272727272727272,0.7090909090909091,2
8,9,20.0,3.0,20.0,8.0,1.0,8.0,1.0,30.0,8.0,7.0,2.0,15.0,1.0,1.981818181818182,2
9,10,16.0,3.0,17.0,11.0,1.0,7.0,3.0,38.0,7.0,14.0,1.0,11.0,0.8727272727272727,1.727272727272727,2
10,11,21.0,2.0,10.0,8.0,2.0,8.0,3.0,45.0,10.0,15.0,1.0,10.0,0.509090909090909,1.1272727272727272,2
11,12,8.0,3.0,12.0,10.0,0.0,15.0,1.0,45.0,16.0,9.0,3.0,16.0,0.23636363636363636,1.0545454545454547,2
12,13,12.0,3.0,13.0,8.0,1.0,9.0,1.0,46.0,13.0,15.0,5.0,14.0,0.12727272727272726,0.14545454545454545,2
13,14,14.0,3.0,14.0,13.0,3.0,9.0,4.0,38.0,10.0,8.0,2.0,12.0,0.4,0.8909090909090909,2
14,15,14.0,0.0,12.0,9.0,4.0,8.0,5.0,44.0,6.0,20.0,4.0,11.0,0.5272727272727272,1.5272727272727273,2
15,16,16.0,1.0,17.0,9.0,2.0,4.0,4.0,36.0,15.0,9.0,2.0,12.0,0.7090909090909091,1.6181818181818182,2
16,17,16.0,3.0,10.0,9.0,0.0,10.0,2.0,43.0,7.0,17.0,3.0,12.0,0.6,1.4909090909090907,2
17,18,19.0,0.0,11.0,7.0,1.0,8.0,5.0,39.0,12.0,12.0,3.0,16.0,0.7454545454545455,1.6727272727272728,2
18,19,15.0,2.0,13.0,11.0,2.0,7.0,1.0,48.0,16.0,14.0,2.0,9.0,0.10909090909090909,0.2,2
19,20,15.0,2.0,13.0,8.0,3.0,6.0,1.0,38.0,10.0,11.0,2.0,15.0,0.5454545454545454,0.8909090909090909,2
20,21,19.0,1.0,12.0,9.0,1.0,12.0,4.0,43.0,8.0,14.0,0.0,12.0,0.6909090909090909,1.2181818181818183,2
21,22,11.0,2.0,13.0,8.0,4.0,5.0,1.0,43.0,9.0,14.0,5.0,18.0,0.2909090909090909,0.7999999999999999,2
22,23,9.0,4.0,17.0,5.0,0.0,10.0,7.0,39.0,10.0,12.0,2.0,20.0,0.7818181818181819,1.7272727272727273,2
23,24,21.0,1.0,11.0,11.0,1.0,5.0,2.0,40.0,11.0,14.0,3.0,11.0,0.7636363636363637,1.309090909090909,2
24,25,17.0,5.0,11.0,5.0,2.0,9.0,2.0,44.0,7.0,13.0,1.0,16.0,0.4727272727272727,1.4363636363636363,2
