,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,19.0,5.0,8.0,7.0,6.0,4.0,12.0,38.0,9.0,5.0,4.0,9.0,0.2727272727272727,0.36363636363636365,1
1,2,23.0,3.0,9.0,2.0,3.0,11.0,12.0,38.0,8.0,4.0,4.0,8.0,0.9454545454545454,1.4363636363636363,1
2,3,20.0,5.0,6.0,7.0,2.0,7.0,14.0,40.0,10.0,8.0,4.0,5.0,0.4909090909090909,1.3454545454545455,1
3,4,18.0,3.0,15.0,8.0,8.0,9.0,10.0,41.0,2.0,9.0,1.0,7.0,0.7454545454545455,1.4727272727272727,1
4,5,22.0,2.0,13.0,8.0,5.0,6.0,7.0,36.0,6.0,8.0,2.0,2.0,0.8909090909090909,1.418181818181818,1
5,6,25.0,3.0,7.0,9.0,2.0,15.0,10.0,37.0,9.0,5.0,3.0,9.0,0.9818181818181818,1.2363636363636363,1
6,7,14.0,5.0,9.0,10.0,9.0,8.0,15.0,38.0,10.0,2.0,5.0,8.0,0.2545454545454545,0.6363636363636364,1
7,8,18.0,4.0,9.0,8.0,9.0,9.0,9.0,42.0,10.0,3.0,2.0,3.0,0.21818181818181817,0.6181818181818182,1
8,9,21.0,6.0,5.0,10.0,4.0,15.0,10.0,39.0,4.0,5.0,6.0,9.0,0.8363636363636363,1.7999999999999998,1
9,10,21.0,2.0,5.0,6.0,6.0,7.0,11.0,40.0,8.0,6.0,1.0,6.0,0.5818181818181818,1.5818181818181818,1
10,11,20.0,2.0,9.0,8.0,8.0,12.0,12.0,37.0,7.0,2.0,2.0,12.0,0.8727272727272727,1.5636363636363635,1
11,12,18.0,2.0,15.0,9.0,2.0,9.0,6.0,42.0,9.0,11.0,4.0,6.0,0.509090909090909,1.0909090909090908,1
12,13,12.0,4.0,9.0,12.0,10.0,9.0,7.0,39.0,1.0,10.0,8.0,6.0,0.2909090909090909,0.43636363636363634,2
13,14,22.0,2.0,6.0,5.0,5.0,10.0,10.0,41.0,10.0,4.0,3.0,10.0,0.7090909090909091,0.7636363636363637,1
14,15,19.0,2.0,10.0,10.0,9.0,11.0,9.0,46.0,8.0,9.0,4.0,2.0,0.2,1.0181818181818183,1
15,16,21.0,4.0,5.0,11.0,9.0,13.0,7.0,42.0,4.0,7.0,4.0,6.0,0.6,1.3454545454545455,1
