,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,3.0,1.0,5.0,14.0,5.0,7.0,3.0,30.0,8.0,4.0,21.0,18.0,0.8545454545454545,0.9454545454545454,1
1,2,4.0,4.0,5.0,15.0,8.0,7.0,6.0,43.0,12.0,6.0,14.0,12.0,0.45454545454545453,0.5272727272727272,3
2,3,1.0,6.0,10.0,8.0,7.0,6.0,2.0,37.0,5.0,7.0,19.0,22.0,0.6727272727272727,0.8545454545454545,1
3,4,2.0,3.0,9.0,11.0,5.0,6.0,8.0,33.0,2.0,6.0,19.0,17.0,0.7272727272727273,0.9636363636363636,1
4,5,6.0,3.0,11.0,8.0,7.0,5.0,2.0,29.0,2.0,6.0,17.0,26.0,0.9818181818181818,1.6181818181818182,1
5,6,2.0,3.0,6.0,16.0,7.0,5.0,7.0,31.0,6.0,3.0,14.0,17.0,0.7090909090909091,1.4545454545454546,1
6,7,4.0,4.0,13.0,10.0,4.0,4.0,4.0,30.0,5.0,4.0,15.0,24.0,0.8909090909090909,1.709090909090909,1
7,8,6.0,0.0,11.0,15.0,4.0,1.0,3.0,33.0,12.0,7.0,11.0,20.0,0.7454545454545455,1.018181818181818,1
8,9,4.0,2.0,13.0,13.0,5.0,4.0,6.0,30.0,8.0,7.0,10.0,22.0,0.8363636363636363,1.2181818181818183,1
9,10,2.0,3.0,11.0,15.0,4.0,7.0,2.0,36.0,7.0,9.0,14.0,14.0,0.6,0.7090909090909091,3
10,11,2.0,6.0,12.0,11.0,4.0,3.0,1.0,37.0,7.0,7.0,21.0,16.0,0.6363636363636364,0.8363636363636364,3
11,12,4.0,1.0,10.0,16.0,5.0,4.0,6.0,27.0,5.0,6.0,18.0,19.0,0.9454545454545454,1.7272727272727273,1
12,13,4.0,4.0,6.0,13.0,4.0,7.0,3.0,35.0,7.0,6.0,22.0,16.0,0.6545454545454545,1.5818181818181818,3
13,14,3.0,3.0,9.0,16.0,4.0,4.0,5.0,25.0,3.0,2.0,20.0,14.0,0.9636363636363636,1.6545454545454545,1
14,15,3.0,4.0,8.0,22.0,7.0,4.0,1.0,28.0,4.0,3.0,13.0,24.0,1.0,1.4181818181818182,1
15,16,7.0,1.0,10.0,13.0,3.0,4.0,5.0,27.0,3.0,4.0,12.0,21.0,0.9272727272727272,1.2727272727272727,1
16,17,6.0,5.0,13.0,12.0,2.0,9.0,7.0,35.0,10.0,4.0,14.0,12.0,0.509090909090909,1.0545454545454545,3
17,18,1.0,4.0,5.0,11.0,6.0,2.0,6.0,36.0,8.0,9.0,17.0,22.0,0.6909090909090909,0.7090909090909091,1
18,19,2.0,2.0,7.0,18.0,4.0,10.0,2.0,37.0,7.0,10.0,22.0,12.0,0.8,1.3272727272727272,3
19,20,3.0,4.0,5.0,19.0,8.0,5.0,3.0,36.0,9.0,4.0,14.0,15.0,0.6181818181818182,1.290909090909091,3
20,21,2.0,4.0,12.0,15.0,3.0,5.0,9.0,36.0,8.0,5.0,16.0,9.0,0.5454545454545454,1.509090909090909,3
21,22,2.0,2.0,10.0,14.0,8.0,6.0,3.0,38.0,8.0,6.0,19.0,14.0,0.5818181818181818,1.018181818181818,3
22,23,1.0,3.0,8.0,15.0,4.0,5.0,2.0,31.0,7.0,4.0,18.0,23.0,0.9090909090909091,1.7999999999999998,1
23,24,3.0,4.0,13.0,13.0,3.0,2.0,3.0,31.0,9.0,3.0,16.0,19.0,0.7818181818181819,0.9272727272727272,1
24,25,2.0,6.0,10.0,13.0,8.0,2.0,4.0,33.0,4.0,7.0,18.0,16.0,0.7636363636363637,1.2363636363636363,1
25,26,5.0,4.0,10.0,11.0,5.0,10.0,1.0,39.0,7.0,9.0,20.0,13.0,0.5636363636363636,0.6,3
26,27,1.0,4.0,9.0,15.0,4.0,7.0,1.0,35.0,6.0,10.0,22.0,16.0,0.8181818181818182,1.0363636363636364,1
27,28,2.0,1.0,3.0,6.0,0.0,5.0,4.0,15.0,4.0,2.0,6.0,11.0,0.8727272727272727,1.709090909090909,1
28,29,6.0,7.0,11.0,11.0,9.0,14.0,6.0,52.0,6.0,10.0,7.0,1.0,0.38181818181818183,1.3272727272727272,2
29,30,5.0,8.0,9.0,9.0,12.0,13.0,6.0,61.0,15.0,7.0,5.0,5.0,0.05454545454545454,0.36363636363636365,2
30,31,1.0,8.0,10.0,12.0,10.0,17.0,4.0,56.0,10.0,9.0,7.0,2.0,0.5272727272727272,0.8909090909090909,2
31,32,7.0,8.0,16.0,4.0,4.0,16.0,3.0,58.0,14.0,8.0,6.0,4.0,0.34545454545454546,0.509090909090909,2
32,33,10.0,9.0,5.0,4.0,6.0,23.0,3.0,66.0,14.0,7.0,9.0,3.0,0.41818181818181815,0.9818181818181817,2
33,34,7.0,5.0,7.0,13.0,11.0,21.0,2.0,58.0,13.0,3.0,10.0,3.0,0.4727272727272727,1.0727272727272728,2
34,35,12.0,9.0,6.0,5.0,8.0,11.0,4.0,58.0,14.0,7.0,1.0,7.0,0.12727272727272726,0.5272727272727273,2
35,36,7.0,6.0,6.0,8.0,6.0,23.0,2.0,68.0,16.0,7.0,7.0,2.0,0.2545454545454545,0.3090909090909091,2
36,37,10.0,7.0,10.0,9.0,9.0,13.0,3.0,53.0,9.0,4.0,6.0,6.0,0.01818181818181818,0.3090909090909091,2
37,38,6.0,8.0,7.0,8.0,9.0,24.0,4.0,66.0,11.0,5.0,6.0,3.0,0.2727272727272727,0.8545454545454545,2
38,39,11.0,6.0,5.0,6.0,13.0,17.0,2.0,60.0,14.0,9.0,5.0,4.0,0.3090909090909091,1.0727272727272728,2
39,40,9.0,2.0,5.0,9.0,7.0,19.0,3.0,62.0,18.0,6.0,10.0,2.0,0.18181818181818182,0.8,2
40,41,13.0,4.0,5.0,17.0,9.0,11.0,2.0,50.0,8.0,5.0,10.0,3.0,0.4,0.5272727272727273,2
41,42,7.0,5.0,12.0,5.0,15.0,17.0,2.0,64.0,15.0,6.0,6.0,1.0,0.23636363636363636,0.49090909090909085,2
42,43,5.0,5.0,8.0,7.0,14.0,18.0,2.0,65.0,15.0,6.0,5.0,2.0,0.32727272727272727,0.9818181818181818,2
43,44,10.0,8.0,8.0,4.0,11.0,21.0,2.0,62.0,11.0,4.0,6.0,8.0,0.4909090909090909,1.3636363636363635,2
44,45,5.0,8.0,7.0,13.0,5.0,18.0,3.0,64.0,14.0,8.0,5.0,3.0,0.21818181818181817,0.7090909090909091,2
45,46,7.0,8.0,6.0,9.0,8.0,26.0,1.0,67.0,14.0,3.0,8.0,1.0,0.43636363636363634,0.7636363636363637,2
46,47,6.0,4.0,4.0,9.0,5.0,19.0,6.0,58.0,16.0,4.0,6.0,4.0,0.14545454545454545,1.1272727272727272,2
47,48,8.0,6.0,7.0,8.0,12.0,18.0,3.0,63.0,14.0,4.0,7.0,2.0,0.07272727272727272,1.0727272727272728,2
48,49,4.0,11.0,7.0,8.0,12.0,16.0,5.0,67.0,19.0,6.0,7.0,2.0,0.09090909090909091,0.8181818181818182,2
49,50,9.0,3.0,9.0,8.0,4.0,18.0,1.0,62.0,17.0,10.0,8.0,3.0,0.2909090909090909,1.0,2
50,51,5.0,7.0,8.0,8.0,5.0,12.0,7.0,49.0,14.0,4.0,11.0,5.0,0.03636363636363636,0.8363636363636364,2
51,52,5.0,5.0,8.0,11.0,9.0,17.0,2.0,59.0,11.0,6.0,8.0,6.0,0.2,1.1090909090909091,2
52,53,6.0,7.0,8.0,8.0,13.0,13.0,2.0,63.0,14.0,5.0,11.0,2.0,0.10909090909090909,0.6181818181818182,2
53,54,14.0,1.0,7.0,13.0,7.0,16.0,2.0,49.0,16.0,3.0,10.0,4.0,0.36363636363636365,0.8181818181818181,2
54,55,6.0,4.0,8.0,13.0,9.0,16.0,5.0,57.0,17.0,5.0,5.0,5.0,0.16363636363636364,1.018181818181818,2
