,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,7.0,1.0,12.0,6.0,0.0,2.0,11.0,28.0,12.0,10.0,15.0,16.0,0.43636363636363634,0.5636363636363636,3
1,2,9.0,4.0,11.0,7.0,2.0,5.0,5.0,33.0,12.0,9.0,18.0,14.0,0.09090909090909091,0.2909090909090909,3
2,3,5.0,3.0,13.0,9.0,5.0,0.0,11.0,31.0,8.0,7.0,10.0,19.0,0.32727272727272727,0.43636363636363634,3
3,4,9.0,3.0,9.0,9.0,2.0,3.0,10.0,27.0,10.0,6.0,14.0,18.0,0.36363636363636365,0.6545454545454545,3
4,5,7.0,2.0,20.0,7.0,2.0,2.0,6.0,24.0,8.0,9.0,21.0,13.0,0.8363636363636363,1.1818181818181817,1
5,6,3.0,1.0,13.0,9.0,1.0,4.0,15.0,24.0,8.0,8.0,22.0,11.0,0.8545454545454545,1.5454545454545454,1
6,7,10.0,5.0,8.0,12.0,3.0,1.0,12.0,30.0,10.0,7.0,13.0,14.0,0.21818181818181817,0.8181818181818181,3
7,8,4.0,2.0,12.0,14.0,1.0,1.0,13.0,21.0,10.0,6.0,17.0,19.0,0.9636363636363636,1.6181818181818182,2
8,9,10.0,1.0,12.0,8.0,2.0,1.0,10.0,17.0,8.0,4.0,20.0,19.0,0.9818181818181818,1.5636363636363635,2
9,10,7.0,3.0,11.0,10.0,6.0,0.0,10.0,27.0,9.0,8.0,16.0,14.0,0.41818181818181815,1.2909090909090908,3
10,11,3.0,6.0,13.0,8.0,3.0,2.0,13.0,32.0,9.0,8.0,11.0,20.0,0.2909090909090909,0.6909090909090909,3
11,12,6.0,3.0,11.0,6.0,2.0,1.0,17.0,25.0,12.0,6.0,16.0,18.0,0.7636363636363637,1.2363636363636363,3
12,13,8.0,1.0,12.0,9.0,2.0,5.0,13.0,27.0,9.0,8.0,10.0,21.0,0.5454545454545454,1.4,3
13,14,5.0,7.0,9.0,9.0,1.0,1.0,11.0,36.0,16.0,7.0,12.0,18.0,0.07272727272727272,0.3090909090909091,3
14,15,6.0,4.0,5.0,5.0,5.0,2.0,11.0,31.0,12.0,8.0,16.0,16.0,0.2,0.7636363636363637,3
15,16,7.0,2.0,10.0,5.0,2.0,3.0,8.0,28.0,9.0,11.0,17.0,25.0,0.7272727272727273,0.8181818181818182,3
16,17,12.0,0.0,15.0,9.0,3.0,3.0,11.0,23.0,7.0,6.0,10.0,20.0,0.8727272727272727,1.2909090909090908,2
17,18,12.0,4.0,11.0,6.0,2.0,6.0,9.0,29.0,11.0,6.0,22.0,11.0,0.34545454545454546,0.5636363636363636,1
18,19,8.0,3.0,9.0,6.0,2.0,2.0,10.0,29.0,11.0,7.0,20.0,11.0,0.2727272727272727,0.32727272727272727,3
19,20,4.0,3.0,12.0,12.0,3.0,4.0,10.0,31.0,9.0,11.0,16.0,12.0,0.10909090909090909,0.7818181818181819,3
20,21,5.0,5.0,9.0,10.0,3.0,1.0,11.0,37.0,10.0,12.0,11.0,17.0,0.05454545454545454,0.19999999999999998,3
21,22,7.0,4.0,10.0,10.0,4.0,4.0,9.0,31.0,5.0,10.0,12.0,18.0,0.16363636363636364,0.8727272727272728,3
