,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,3.0,8.0,2.0,4.0,4.0,8.0,11.0,60.0,23.0,13.0,13.0,7.0,0.509090909090909,0.5636363636363636,3
1,2,4.0,5.0,5.0,2.0,7.0,10.0,11.0,60.0,16.0,11.0,7.0,6.0,0.509090909090909,0.5272727272727272,3
2,3,2.0,18.0,7.0,5.0,4.0,6.0,7.0,56.0,14.0,5.0,6.0,12.0,0.509090909090909,0.8363636363636363,2
3,4,3.0,10.0,4.0,7.0,4.0,14.0,10.0,60.0,15.0,6.0,7.0,9.0,0.509090909090909,0.6909090909090909,3
4,5,5.0,10.0,3.0,3.0,10.0,6.0,12.0,56.0,13.0,9.0,13.0,8.0,0.509090909090909,1.0727272727272728,3
5,6,2.0,5.0,6.0,9.0,5.0,11.0,12.0,47.0,12.0,8.0,8.0,7.0,0.509090909090909,0.5454545454545454,3
6,7,4.0,11.0,4.0,7.0,6.0,12.0,14.0,56.0,11.0,9.0,5.0,9.0,0.509090909090909,1.2363636363636363,2
7,8,4.0,13.0,4.0,6.0,4.0,10.0,12.0,49.0,8.0,4.0,16.0,9.0,0.509090909090909,1.1272727272727272,2
8,9,3.0,9.0,8.0,6.0,5.0,7.0,13.0,53.0,18.0,5.0,12.0,5.0,0.509090909090909,1.1454545454545455,3
9,10,3.0,8.0,4.0,5.0,5.0,5.0,12.0,61.0,24.0,6.0,9.0,6.0,0.509090909090909,1.4545454545454546,3
10,11,1.0,7.0,4.0,6.0,1.0,8.0,11.0,60.0,24.0,5.0,9.0,5.0,0.509090909090909,1.3272727272727272,3
11,12,2.0,8.0,5.0,4.0,6.0,12.0,6.0,54.0,13.0,8.0,12.0,12.0,0.509090909090909,1.4727272727272727,3
12,13,1.0,8.0,7.0,7.0,7.0,10.0,14.0,54.0,14.0,7.0,7.0,10.0,0.509090909090909,1.3818181818181818,3
13,14,4.0,13.0,8.0,3.0,3.0,7.0,8.0,59.0,14.0,20.0,11.0,6.0,0.509090909090909,0.6727272727272726,2
14,15,1.0,3.0,5.0,5.0,5.0,9.0,16.0,55.0,23.0,6.0,12.0,6.0,0.509090909090909,1.509090909090909,3
15,16,1.0,12.0,5.0,2.0,2.0,10.0,18.0,55.0,16.0,9.0,14.0,5.0,0.509090909090909,1.309090909090909,2
16,17,3.0,13.0,0.0,10.0,6.0,11.0,14.0,57.0,13.0,6.0,5.0,4.0,0.509090909090909,0.7454545454545454,2
17,18,2.0,9.0,11.0,4.0,3.0,4.0,12.0,54.0,16.0,9.0,9.0,7.0,0.509090909090909,0.9818181818181817,3
18,19,0.0,14.0,3.0,2.0,3.0,13.0,8.0,71.0,21.0,13.0,8.0,7.0,0.509090909090909,0.7818181818181817,3
19,20,3.0,8.0,3.0,9.0,4.0,14.0,9.0,58.0,15.0,9.0,14.0,3.0,0.509090909090909,1.0545454545454545,3
20,21,5.0,7.0,8.0,6.0,8.0,13.0,8.0,59.0,20.0,5.0,6.0,8.0,0.509090909090909,1.4909090909090907,3
