,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,4.0,9.0,5.0,10.0,4.0,12.0,4.0,53.0,18.0,6.0,11.0,8.0,0.509090909090909,1.018181818181818,3
1,2,4.0,9.0,2.0,11.0,5.0,14.0,1.0,62.0,21.0,5.0,12.0,7.0,0.509090909090909,1.018181818181818,3
2,3,5.0,8.0,6.0,9.0,3.0,12.0,1.0,57.0,16.0,7.0,11.0,7.0,0.509090909090909,1.018181818181818,3
3,4,3.0,7.0,6.0,11.0,9.0,12.0,1.0,54.0,17.0,6.0,13.0,12.0,0.509090909090909,1.018181818181818,3
4,5,11.0,8.0,7.0,6.0,5.0,7.0,1.0,53.0,27.0,2.0,9.0,7.0,0.509090909090909,1.018181818181818,3
5,6,6.0,7.0,1.0,11.0,3.0,14.0,2.0,61.0,23.0,9.0,11.0,8.0,0.509090909090909,1.018181818181818,3
6,7,5.0,5.0,2.0,9.0,6.0,14.0,3.0,53.0,18.0,5.0,11.0,7.0,0.509090909090909,1.018181818181818,3
7,8,3.0,9.0,8.0,11.0,10.0,14.0,1.0,63.0,21.0,2.0,8.0,6.0,0.509090909090909,1.018181818181818,3
8,9,4.0,8.0,3.0,15.0,2.0,12.0,2.0,52.0,15.0,5.0,9.0,15.0,0.509090909090909,1.018181818181818,1
9,10,6.0,10.0,3.0,10.0,3.0,15.0,2.0,56.0,18.0,6.0,4.0,12.0,0.509090909090909,1.018181818181818,3
10,11,2.0,12.0,7.0,16.0,3.0,16.0,2.0,54.0,14.0,4.0,10.0,7.0,0.509090909090909,1.018181818181818,1
11,12,6.0,7.0,5.0,12.0,4.0,7.0,3.0,44.0,18.0,6.0,12.0,17.0,0.509090909090909,1.018181818181818,3
12,13,7.0,8.0,3.0,14.0,4.0,7.0,5.0,54.0,20.0,7.0,8.0,9.0,0.509090909090909,1.018181818181818,3
13,14,2.0,10.0,4.0,22.0,6.0,9.0,1.0,51.0,16.0,8.0,17.0,3.0,0.509090909090909,1.018181818181818,1
14,15,5.0,7.0,9.0,10.0,6.0,15.0,2.0,53.0,12.0,6.0,11.0,10.0,0.509090909090909,1.018181818181818,1
15,16,5.0,10.0,1.0,14.0,4.0,10.0,0.0,49.0,20.0,1.0,5.0,16.0,0.509090909090909,1.018181818181818,3
16,17,6.0,13.0,3.0,6.0,6.0,9.0,1.0,65.0,23.0,9.0,8.0,11.0,0.509090909090909,1.018181818181818,3
17,18,2.0,8.0,6.0,16.0,2.0,10.0,3.0,56.0,23.0,9.0,10.0,7.0,0.509090909090909,1.018181818181818,3
18,19,4.0,5.0,2.0,15.0,5.0,9.0,3.0,51.0,23.0,4.0,11.0,14.0,0.509090909090909,1.018181818181818,3
19,20,3.0,10.0,4.0,9.0,11.0,8.0,2.0,60.0,17.0,7.0,4.0,8.0,0.509090909090909,1.018181818181818,3
