,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,2.0,12.0,9.0,17.0,4.0,5.0,4.0,50.0,13.0,10.0,11.0,3.0,0.509090909090909,1.018181818181818,1
1,2,1.0,11.0,9.0,16.0,3.0,10.0,7.0,58.0,17.0,13.0,7.0,2.0,0.509090909090909,1.018181818181818,2
2,3,0.0,7.0,9.0,19.0,7.0,4.0,8.0,43.0,12.0,10.0,10.0,4.0,0.509090909090909,1.018181818181818,1
3,4,4.0,8.0,6.0,14.0,8.0,11.0,11.0,54.0,14.0,7.0,5.0,3.0,0.509090909090909,1.018181818181818,2
4,5,3.0,13.0,11.0,11.0,4.0,5.0,10.0,47.0,10.0,7.0,17.0,1.0,0.509090909090909,1.018181818181818,1
5,6,2.0,6.0,9.0,11.0,9.0,8.0,10.0,49.0,14.0,9.0,9.0,3.0,0.509090909090909,1.018181818181818,2
6,7,4.0,9.0,8.0,17.0,9.0,5.0,11.0,51.0,14.0,7.0,6.0,3.0,0.509090909090909,1.018181818181818,2
7,8,2.0,7.0,10.0,10.0,8.0,13.0,7.0,56.0,14.0,9.0,11.0,2.0,0.509090909090909,1.018181818181818,2
8,9,2.0,6.0,13.0,24.0,4.0,10.0,8.0,39.0,11.0,4.0,9.0,4.0,0.509090909090909,1.018181818181818,3
9,10,4.0,5.0,11.0,18.0,7.0,6.0,5.0,41.0,12.0,5.0,12.0,3.0,0.509090909090909,1.018181818181818,1
10,11,3.0,8.0,7.0,13.0,12.0,12.0,9.0,60.0,17.0,6.0,5.0,2.0,0.509090909090909,1.018181818181818,2
11,12,1.0,14.0,8.0,11.0,7.0,13.0,3.0,64.0,13.0,10.0,10.0,3.0,0.509090909090909,1.018181818181818,2
12,13,1.0,9.0,7.0,11.0,5.0,11.0,11.0,58.0,15.0,12.0,5.0,2.0,0.509090909090909,1.018181818181818,2
13,14,2.0,9.0,9.0,13.0,13.0,9.0,4.0,60.0,18.0,4.0,9.0,2.0,0.509090909090909,1.018181818181818,2
14,15,2.0,9.0,15.0,11.0,4.0,4.0,8.0,47.0,15.0,7.0,11.0,2.0,0.509090909090909,1.018181818181818,2
15,16,0.0,14.0,9.0,9.0,7.0,5.0,8.0,61.0,21.0,10.0,10.0,3.0,0.509090909090909,1.018181818181818,2
16,17,3.0,7.0,12.0,14.0,6.0,6.0,11.0,47.0,16.0,10.0,8.0,5.0,0.509090909090909,1.018181818181818,2
17,18,1.0,7.0,13.0,10.0,13.0,6.0,5.0,53.0,17.0,8.0,10.0,3.0,0.509090909090909,1.018181818181818,2
18,19,1.0,7.0,13.0,9.0,5.0,12.0,6.0,58.0,19.0,6.0,10.0,2.0,0.509090909090909,1.018181818181818,2
19,20,2.0,13.0,9.0,10.0,7.0,11.0,6.0,62.0,16.0,8.0,5.0,2.0,0.509090909090909,1.018181818181818,2
20,21,3.0,10.0,10.0,16.0,2.0,5.0,7.0,54.0,20.0,10.0,8.0,2.0,0.509090909090909,1.018181818181818,2
21,22,9.0,4.0,12.0,14.0,8.0,9.0,5.0,44.0,11.0,5.0,12.0,1.0,0.509090909090909,1.018181818181818,2
22,23,1.0,4.0,10.0,11.0,8.0,10.0,5.0,56.0,16.0,12.0,14.0,1.0,0.509090909090909,1.018181818181818,2
23,24,2.0,8.0,11.0,14.0,4.0,7.0,8.0,44.0,11.0,7.0,12.0,6.0,0.509090909090909,1.018181818181818,1
24,25,4.0,11.0,8.0,14.0,6.0,10.0,5.0,54.0,15.0,6.0,12.0,2.0,0.509090909090909,1.018181818181818,2
25,26,4.0,8.0,12.0,13.0,7.0,8.0,10.0,48.0,15.0,6.0,10.0,2.0,0.509090909090909,1.018181818181818,2
26,27,3.0,12.0,9.0,10.0,5.0,10.0,8.0,58.0,13.0,15.0,8.0,2.0,0.509090909090909,1.018181818181818,2
27,28,4.0,3.0,3.0,2.0,5.0,1.0,5.0,28.0,10.0,2.0,2.0,0.0,0.509090909090909,1.018181818181818,2
28,29,9.0,1.0,9.0,6.0,5.0,8.0,5.0,59.0,25.0,12.0,3.0,3.0,0.509090909090909,1.018181818181818,2
29,30,9.0,2.0,10.0,5.0,4.0,8.0,11.0,56.0,24.0,10.0,7.0,2.0,0.509090909090909,1.018181818181818,2
30,31,10.0,1.0,10.0,6.0,3.0,6.0,3.0,49.0,21.0,10.0,8.0,4.0,0.509090909090909,1.018181818181818,2
31,32,12.0,3.0,12.0,5.0,3.0,7.0,6.0,52.0,21.0,9.0,7.0,6.0,0.509090909090909,1.018181818181818,2
32,33,11.0,3.0,6.0,5.0,8.0,9.0,14.0,53.0,18.0,10.0,8.0,3.0,0.509090909090909,1.018181818181818,2
33,34,8.0,4.0,14.0,4.0,4.0,8.0,13.0,45.0,11.0,11.0,11.0,5.0,0.509090909090909,1.018181818181818,2
34,35,7.0,1.0,10.0,5.0,10.0,8.0,15.0,48.0,9.0,12.0,4.0,3.0,0.509090909090909,1.018181818181818,2
35,36,6.0,4.0,9.0,6.0,8.0,4.0,10.0,59.0,27.0,7.0,8.0,1.0,0.509090909090909,1.018181818181818,2
36,37,7.0,2.0,5.0,8.0,9.0,7.0,6.0,58.0,19.0,16.0,10.0,5.0,0.509090909090909,1.018181818181818,2
37,38,3.0,4.0,10.0,5.0,3.0,7.0,9.0,53.0,22.0,8.0,7.0,6.0,0.509090909090909,1.018181818181818,2
38,39,7.0,2.0,12.0,6.0,7.0,6.0,13.0,48.0,17.0,10.0,6.0,7.0,0.509090909090909,1.018181818181818,2
