,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,2.0,2.0,4.0,5.0,14.0,3.0,14.0,67.0,28.0,6.0,6.0,2.0,0.509090909090909,0.6363636363636362,1
1,2,2.0,10.0,3.0,6.0,9.0,8.0,5.0,74.0,26.0,7.0,4.0,2.0,0.509090909090909,0.6909090909090909,1
2,3,7.0,5.0,0.0,11.0,16.0,7.0,6.0,60.0,16.0,10.0,7.0,3.0,0.509090909090909,0.709090909090909,1
3,4,5.0,3.0,4.0,6.0,5.0,10.0,4.0,65.0,25.0,8.0,9.0,7.0,0.509090909090909,0.7272727272727272,1
4,5,6.0,3.0,5.0,5.0,7.0,7.0,11.0,62.0,28.0,6.0,7.0,1.0,0.509090909090909,0.8181818181818181,1
5,6,2.0,1.0,3.0,6.0,9.0,9.0,11.0,68.0,26.0,7.0,8.0,2.0,0.509090909090909,1.2363636363636363,1
6,7,5.0,1.0,1.0,7.0,9.0,3.0,13.0,57.0,26.0,7.0,6.0,4.0,0.509090909090909,1.0727272727272728,1
7,8,7.0,4.0,1.0,4.0,12.0,9.0,9.0,64.0,26.0,3.0,7.0,8.0,0.509090909090909,1.1272727272727272,1
8,9,6.0,1.0,1.0,8.0,11.0,5.0,16.0,58.0,15.0,11.0,7.0,3.0,0.509090909090909,1.418181818181818,1
9,10,5.0,1.0,3.0,7.0,14.0,9.0,12.0,59.0,17.0,5.0,6.0,0.0,0.509090909090909,1.3454545454545452,1
10,11,4.0,6.0,2.0,6.0,10.0,6.0,9.0,75.0,29.0,6.0,1.0,2.0,0.509090909090909,1.018181818181818,1
11,12,7.0,6.0,4.0,6.0,7.0,7.0,10.0,68.0,21.0,14.0,3.0,2.0,0.509090909090909,1.2181818181818183,1
12,13,5.0,4.0,3.0,9.0,13.0,3.0,9.0,62.0,24.0,7.0,8.0,3.0,0.509090909090909,1.4545454545454546,1
13,14,5.0,3.0,2.0,2.0,15.0,9.0,14.0,68.0,24.0,5.0,2.0,1.0,0.509090909090909,0.8727272727272727,1
14,15,5.0,3.0,1.0,6.0,14.0,3.0,9.0,62.0,28.0,6.0,8.0,8.0,0.509090909090909,1.4363636363636363,1
15,16,4.0,5.0,4.0,7.0,9.0,4.0,11.0,59.0,28.0,5.0,12.0,1.0,0.509090909090909,0.9272727272727272,1
