,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,5.0,8.0,5.0,7.0,9.0,12.0,10.0,56.0,14.0,10.0,6.0,11.0,0.509090909090909,0.6,2
1,2,4.0,13.0,8.0,4.0,7.0,11.0,8.0,51.0,10.0,6.0,5.0,10.0,0.509090909090909,0.6363636363636362,2
2,3,5.0,5.0,11.0,1.0,13.0,7.0,8.0,50.0,14.0,7.0,12.0,13.0,0.509090909090909,0.7272727272727272,1
3,4,10.0,5.0,10.0,1.0,11.0,11.0,3.0,49.0,12.0,6.0,11.0,6.0,0.509090909090909,0.709090909090909,1
4,5,3.0,9.0,8.0,5.0,9.0,6.0,2.0,59.0,16.0,14.0,10.0,13.0,0.509090909090909,0.6727272727272726,2
5,6,4.0,6.0,15.0,3.0,17.0,8.0,4.0,55.0,8.0,11.0,10.0,9.0,0.509090909090909,0.7636363636363636,2
6,7,6.0,5.0,5.0,6.0,10.0,14.0,6.0,55.0,14.0,12.0,7.0,9.0,0.509090909090909,1.2727272727272727,2
7,8,6.0,7.0,6.0,4.0,9.0,11.0,10.0,45.0,5.0,12.0,15.0,10.0,0.509090909090909,1.0545454545454545,1
8,9,4.0,12.0,3.0,9.0,7.0,5.0,11.0,51.0,15.0,9.0,10.0,12.0,0.509090909090909,0.9636363636363636,2
9,10,2.0,9.0,10.0,8.0,8.0,11.0,9.0,47.0,4.0,8.0,12.0,12.0,0.509090909090909,1.509090909090909,1
10,11,6.0,4.0,9.0,1.0,10.0,10.0,8.0,52.0,19.0,8.0,9.0,13.0,0.509090909090909,1.4909090909090907,1
11,12,9.0,10.0,6.0,6.0,8.0,10.0,3.0,49.0,10.0,10.0,9.0,10.0,0.509090909090909,1.290909090909091,2
12,13,3.0,11.0,13.0,4.0,7.0,11.0,3.0,54.0,17.0,6.0,12.0,11.0,0.509090909090909,1.3818181818181818,1
13,14,9.0,7.0,1.0,7.0,8.0,11.0,7.0,51.0,14.0,10.0,12.0,13.0,0.509090909090909,0.5636363636363636,1
14,15,5.0,8.0,9.0,7.0,12.0,10.0,10.0,52.0,8.0,11.0,10.0,3.0,0.509090909090909,1.2,2
15,16,4.0,10.0,9.0,4.0,8.0,9.0,12.0,45.0,13.0,2.0,5.0,15.0,0.509090909090909,0.9818181818181817,1
