,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,3.0,4.0,6.0,9.0,6.0,6.0,8.0,47.0,12.0,12.0,13.0,10.0,0.509090909090909,1.018181818181818,1
1,2,5.0,3.0,10.0,6.0,4.0,5.0,6.0,53.0,23.0,11.0,12.0,8.0,0.509090909090909,1.018181818181818,1
2,3,3.0,6.0,8.0,15.0,14.0,12.0,6.0,55.0,14.0,5.0,4.0,9.0,0.509090909090909,1.018181818181818,1
3,4,4.0,2.0,4.0,7.0,4.0,11.0,11.0,40.0,10.0,7.0,8.0,16.0,0.509090909090909,1.018181818181818,1
4,5,8.0,7.0,9.0,5.0,4.0,8.0,10.0,44.0,9.0,11.0,12.0,12.0,0.509090909090909,1.018181818181818,1
5,6,8.0,7.0,4.0,10.0,10.0,5.0,7.0,56.0,13.0,12.0,4.0,11.0,0.509090909090909,1.018181818181818,1
6,7,5.0,6.0,7.0,6.0,9.0,5.0,8.0,50.0,10.0,11.0,9.0,5.0,0.509090909090909,1.018181818181818,1
7,8,10.0,5.0,5.0,7.0,7.0,7.0,11.0,40.0,10.0,7.0,12.0,15.0,0.509090909090909,1.018181818181818,1
8,9,4.0,11.0,2.0,12.0,3.0,7.0,8.0,47.0,13.0,5.0,7.0,20.0,0.509090909090909,1.018181818181818,2
9,10,6.0,3.0,1.0,3.0,10.0,10.0,6.0,50.0,13.0,9.0,16.0,18.0,0.509090909090909,1.018181818181818,1
10,11,7.0,5.0,5.0,8.0,7.0,10.0,9.0,37.0,5.0,7.0,12.0,12.0,0.509090909090909,1.018181818181818,1
11,12,10.0,8.0,5.0,8.0,11.0,3.0,10.0,55.0,19.0,7.0,9.0,3.0,0.509090909090909,1.018181818181818,1
12,13,7.0,7.0,9.0,4.0,5.0,6.0,12.0,43.0,13.0,5.0,9.0,16.0,0.509090909090909,1.018181818181818,1
13,14,7.0,5.0,3.0,5.0,7.0,10.0,10.0,44.0,14.0,4.0,10.0,13.0,0.509090909090909,1.018181818181818,1
14,15,5.0,5.0,2.0,7.0,7.0,3.0,18.0,44.0,17.0,6.0,8.0,15.0,0.509090909090909,1.018181818181818,1
15,16,8.0,6.0,3.0,9.0,10.0,8.0,9.0,45.0,8.0,9.0,9.0,16.0,0.509090909090909,1.018181818181818,1
16,17,6.0,4.0,7.0,8.0,9.0,16.0,7.0,56.0,12.0,10.0,6.0,7.0,0.509090909090909,1.018181818181818,1
17,18,8.0,5.0,2.0,6.0,5.0,7.0,12.0,48.0,13.0,6.0,10.0,11.0,0.509090909090909,1.018181818181818,1
18,19,7.0,6.0,4.0,4.0,10.0,8.0,5.0,55.0,13.0,8.0,9.0,14.0,0.509090909090909,1.018181818181818,1
19,20,7.0,4.0,3.0,2.0,8.0,14.0,8.0,54.0,17.0,6.0,13.0,13.0,0.509090909090909,1.018181818181818,1
20,21,5.0,9.0,4.0,4.0,3.0,8.0,6.0,44.0,12.0,8.0,17.0,17.0,0.509090909090909,1.018181818181818,2
