,time_period,x1,x2,x3,x4,x5,x6,x7,x8,x9,x9b,x9c,x9d,diversity,measurement,cluster
0,1,6.0,1.0,8.0,8.0,8.0,3.0,8.0,45.0,30.0,1.0,10.0,5.0,0.509090909090909,1.018181818181818,2
1,2,4.0,2.0,15.0,8.0,12.0,5.0,15.0,43.0,18.0,3.0,8.0,7.0,0.509090909090909,1.018181818181818,2
2,3,4.0,0.0,9.0,5.0,5.0,8.0,19.0,46.0,20.0,12.0,8.0,6.0,0.509090909090909,1.018181818181818,2
3,4,4.0,1.0,17.0,11.0,8.0,6.0,14.0,35.0,15.0,2.0,9.0,9.0,0.509090909090909,1.018181818181818,1
4,5,4.0,2.0,17.0,6.0,10.0,3.0,17.0,44.0,21.0,5.0,3.0,6.0,0.509090909090909,1.018181818181818,2
5,6,5.0,5.0,16.0,7.0,9.0,9.0,6.0,48.0,18.0,3.0,7.0,9.0,0.509090909090909,1.018181818181818,2
6,7,3.0,1.0,16.0,11.0,12.0,9.0,7.0,52.0,23.0,5.0,7.0,3.0,0.509090909090909,1.018181818181818,2
7,8,4.0,3.0,10.0,13.0,10.0,7.0,13.0,44.0,16.0,4.0,7.0,8.0,0.509090909090909,1.018181818181818,2
8,9,9.0,6.0,13.0,6.0,7.0,4.0,13.0,43.0,19.0,0.0,7.0,8.0,0.509090909090909,1.018181818181818,2
9,10,4.0,4.0,8.0,5.0,11.0,3.0,16.0,48.0,25.0,4.0,6.0,7.0,0.509090909090909,1.018181818181818,2
10,11,4.0,5.0,12.0,9.0,13.0,5.0,11.0,52.0,20.0,7.0,8.0,4.0,0.509090909090909,1.018181818181818,2
11,12,3.0,5.0,15.0,6.0,8.0,7.0,9.0,48.0,20.0,6.0,11.0,7.0,0.509090909090909,1.018181818181818,2
12,13,5.0,1.0,14.0,11.0,6.0,6.0,17.0,35.0,11.0,7.0,14.0,2.0,0.509090909090909,1.018181818181818,1
13,14,6.0,4.0,15.0,4.0,9.0,9.0,10.0,47.0,19.0,3.0,12.0,6.0,0.509090909090909,1.018181818181818,2
14,15,2.0,3.0,14.0,5.0,10.0,5.0,11.0,53.0,27.0,6.0,4.0,5.0,0.509090909090909,1.018181818181818,2
15,16,5.0,4.0,12.0,9.0,10.0,8.0,13.0,46.0,19.0,1.0,8.0,6.0,0.509090909090909,1.018181818181818,2
16,17,5.0,6.0,23.0,4.0,9.0,5.0,8.0,46.0,20.0,2.0,9.0,5.0,0.509090909090909,1.018181818181818,1
17,18,4.0,1.0,16.0,10.0,10.0,9.0,11.0,43.0,16.0,5.0,9.0,4.0,0.509090909090909,1.018181818181818,2
18,19,6.0,3.0,6.0,13.0,5.0,8.0,16.0,46.0,25.0,3.0,6.0,7.0,0.509090909090909,1.018181818181818,2
19,20,7.0,3.0,11.0,9.0,10.0,10.0,12.0,44.0,12.0,3.0,8.0,6.0,0.509090909090909,1.018181818181818,2
20,21,4.0,2.0,18.0,11.0,13.0,9.0,11.0,44.0,17.0,2.0,2.0,7.0,0.509090909090909,1.018181818181818,2
21,22,5.0,2.0,8.0,8.0,12.0,8.0,12.0,49.0,25.0,1.0,9.0,9.0,0.509090909090909,1.018181818181818,2
22,23,3.0,4.0,19.0,7.0,6.0,10.0,13.0,43.0,17.0,2.0,9.0,5.0,0.509090909090909,1.018181818181818,1
23,24,3.0,4.0,14.0,8.0,8.0,7.0,11.0,42.0,16.0,1.0,11.0,7.0,0.509090909090909,1.018181818181818,2
24,25,7.0,1.0,10.0,8.0,9.0,9.0,7.0,54.0,25.0,5.0,3.0,7.0,0.509090909090909,1.018181818181818,3
