,time_period,cpu,rss,memory
0,1,21.57,824020.0,10.14
1,2,20.75,832284.0,10.24
2,3,14.07,835696.0,10.28
3,4,13.39,840168.0,10.34
4,5,13.58,844388.0,10.39
5,6,11.12,846544.0,10.42
6,7,10.74,847332.0,10.43
7,8,8.19,851512.0,10.48
8,9,10.79,855220.0,10.52
9,10,10.25,855280.0,10.53
10,11,8.9,859340.0,10.58
11,12,7.36,861960.0,10.61
12,13,8.5,862636.0,10.62
13,14,8.81,865180.0,10.65
14,15,7.58,868716.0,10.69
15,16,11.08,866412.0,10.66
16,17,8.87,866588.0,10.66
17,18,9.32,868412.0,10.69
18,19,6.66,868544.0,10.69
19,20,9.0,868540.0,10.69
20,21,8.76,869792.0,10.7
21,22,5.73,870888.0,10.72
22,23,6.94,870968.0,10.72
23,24,5.75,871664.0,10.73
24,25,7.0,873516.0,10.75
25,26,7.34,874520.0,10.76
26,27,6.71,875568.0,10.77
27,28,7.55,877548.0,10.8
28,29,3.33,877860.0,10.8
29,30,6.7,879548.0,10.82
30,31,7.79,878720.0,10.81
31,32,10.13,882124.0,10.86
32,33,7.5,881856.0,10.85
33,34,5.66,881908.0,10.85
34,35,7.55,883464.0,10.87
35,36,8.19,882624.0,10.86
36,37,6.78,881868.0,10.85
37,38,6.29,884624.0,10.89
38,39,5.66,884564.0,10.89
39,40,5.61,885016.0,10.89
40,41,6.8,886640.0,10.91
41,42,6.49,886388.0,10.91
42,43,5.75,884856.0,10.89
43,44,7.32,884872.0,10.89
44,45,6.25,884496.0,10.88
45,46,6.76,886796.0,10.91
46,47,8.33,885708.0,10.9
47,48,9.01,887768.0,10.93
48,49,6.36,886700.0,10.91
49,50,6.02,887728.0,10.92
50,51,7.62,887204.0,10.92
51,52,8.02,887700.0,10.92
52,53,6.86,888780.0,10.94
53,54,5.75,889936.0,10.95
54,55,5.58,887984.0,10.93
55,56,6.51,890392.0,10.96
56,57,5.6,889976.0,10.95
57,58,6.23,890744.0,10.96
