,time_period,cpu,rss,memory
0,1,22.7,865728.0,10.65
1,2,13.13,869508.0,10.7
2,3,18.86,902036.0,11.1
3,4,10.2,900228.0,11.08
4,5,16.69,891184.0,10.97
5,6,10.55,891648.0,10.97
6,7,10.15,895176.0,11.02
7,8,9.59,898028.0,11.05
8,9,9.91,898800.0,11.06
9,10,9.23,900784.0,11.09
10,11,7.66,901248.0,11.09
11,12,6.58,901796.0,11.1
12,13,10.04,903780.0,11.12
13,14,6.3,906424.0,11.15
14,15,6.4,904300.0,11.13
15,16,10.66,908320.0,11.18
16,17,7.42,907780.0,11.17
17,18,5.43,907056.0,11.16
18,19,9.71,909812.0,11.2
19,20,7.13,909156.0,11.19
20,21,6.32,909284.0,11.19
21,22,5.64,913580.0,11.24
22,23,6.04,911020.0,11.21
23,24,9.51,910240.0,11.2
24,25,5.54,911048.0,11.21
25,26,5.7,911804.0,11.22
26,27,5.64,914124.0,11.25
27,28,5.6,915076.0,11.26
28,29,3.71,913976.0,11.25
29,30,5.44,915340.0,11.26
30,31,4.94,917448.0,11.29
31,32,5.77,917228.0,11.29
32,33,4.56,916384.0,11.28
33,34,4.46,920584.0,11.33
34,35,5.78,919904.0,11.32
35,36,5.53,916028.0,11.27
36,37,5.59,917012.0,11.28
37,38,5.04,918856.0,11.31
38,39,4.68,919488.0,11.32
39,40,6.35,919720.0,11.32
40,41,4.74,920264.0,11.32
41,42,5.41,922476.0,11.35
42,43,4.79,922852.0,11.36
43,44,4.71,924824.0,11.38
44,45,5.09,925340.0,11.39
45,46,5.96,926904.0,11.41
46,47,5.08,926948.0,11.41
47,48,5.34,926740.0,11.4
48,49,6.64,923868.0,11.37
49,50,10.95,925384.0,11.39
50,51,5.21,926308.0,11.4
51,52,4.73,928076.0,11.42
52,53,5.01,925348.0,11.39
53,54,7.59,929044.0,11.43
54,55,5.48,926804.0,11.41
55,56,4.46,927864.0,11.42
56,57,5.26,925960.0,11.4
57,58,4.46,929596.0,11.44
