,time_period,cpu,rss,memory
0,1,17.22,1402976.0,17.27
1,2,18.17,1419304.0,17.47
2,3,12.64,1423548.0,17.52
3,4,16.08,1459104.0,17.96
4,5,12.19,1460432.0,17.97
5,6,10.51,1462720.0,18.0
6,7,11.65,1467000.0,18.05
7,8,11.55,1469444.0,18.08
8,9,9.47,1470676.0,18.1
9,10,8.86,1477708.0,18.18
10,11,8.93,1475016.0,18.15
11,12,8.81,1478808.0,18.2
12,13,8.75,1479336.0,18.21
13,14,7.93,1481060.0,18.23
14,15,7.83,1480624.0,18.22
15,16,7.9,1484672.0,18.27
16,17,8.04,1480064.0,18.21
17,18,8.94,1483348.0,18.25
18,19,6.23,1482020.0,18.24
19,20,7.63,1479480.0,18.21
20,21,6.23,1479816.0,18.21
21,22,6.21,1477556.0,18.18
22,23,5.64,1477908.0,18.19
23,24,5.73,1481560.0,18.23
24,25,5.75,1477904.0,18.19
25,26,6.38,1478536.0,18.2
26,27,6.75,1484732.0,18.27
27,28,5.18,1486908.0,18.3
28,29,6.32,1485124.0,18.28
29,30,5.8,1488348.0,18.32
30,31,7.25,1487416.0,18.3
31,32,4.65,1488120.0,18.31
32,33,5.89,1488852.0,18.32
33,34,6.02,1491376.0,18.35
34,35,5.06,1497992.0,18.43
35,36,5.32,1498748.0,18.44
36,37,7.07,1497604.0,18.43
37,38,4.96,1499224.0,18.45
38,39,6.8,1504864.0,18.52
39,40,4.3,1503272.0,18.5
40,41,5.22,1508712.0,18.57
41,42,5.5,1506752.0,18.54
42,43,4.19,1510992.0,18.59
43,44,5.57,1510672.0,18.59
44,45,5.69,1510136.0,18.58
45,46,6.82,1513840.0,18.63
46,47,4.92,1515496.0,18.65
47,48,4.57,1513052.0,18.62
48,49,5.57,1515348.0,18.65
49,50,4.91,1513036.0,18.62
50,51,5.13,1515240.0,18.65
51,52,6.29,1514580.0,18.64
52,53,7.34,1517040.0,18.67
53,54,5.21,1515784.0,18.65
54,55,4.64,1517736.0,18.68
55,56,5.22,1518352.0,18.69
56,57,5.49,1520772.0,18.71
57,58,4.54,1518864.0,18.69
