,time_period,cpu,rss,memory
0,1,25.05,1360864.0,16.75
1,2,16.15,1382364.0,17.01
2,3,19.02,1421612.0,17.49
3,4,11.21,1432688.0,17.63
4,5,13.67,1434660.0,17.66
5,6,11.22,1434320.0,17.65
6,7,10.66,1439504.0,17.71
7,8,9.16,1439484.0,17.71
8,9,12.91,1439364.0,17.71
9,10,8.46,1439536.0,17.72
10,11,9.96,1440104.0,17.72
11,12,8.48,1442364.0,17.75
12,13,7.44,1443920.0,17.77
13,14,6.54,1441520.0,17.74
14,15,7.99,1440644.0,17.73
15,16,8.79,1444128.0,17.77
16,17,6.52,1443244.0,17.76
17,18,5.12,1442468.0,17.75
18,19,7.81,1442860.0,17.76
19,20,9.97,1441004.0,17.73
20,21,4.7,1443284.0,17.76
21,22,7.84,1440552.0,17.73
22,23,5.66,1440160.0,17.72
23,24,5.95,1443200.0,17.76
24,25,6.16,1444996.0,17.78
25,26,5.49,1444048.0,17.77
26,27,6.72,1444220.0,17.77
27,28,6.12,1444328.0,17.77
28,29,3.65,1444944.0,17.78
29,30,6.47,1446156.0,17.8
30,31,6.13,1447900.0,17.82
31,32,5.54,1452168.0,17.87
32,33,6.79,1452728.0,17.88
33,34,7.84,1452104.0,17.87
34,35,7.73,1453204.0,17.88
35,36,7.42,1453248.0,17.88
36,37,6.24,1452324.0,17.87
37,38,7.04,1454212.0,17.9
38,39,8.1,1454988.0,17.91
39,40,8.39,1460332.0,17.97
40,41,6.97,1459716.0,17.96
41,42,7.07,1461472.0,17.99
42,43,6.65,1461444.0,17.98
43,44,6.72,1464708.0,18.03
44,45,6.77,1464556.0,18.02
45,46,6.81,1463944.0,18.02
46,47,8.05,1462016.0,17.99
47,48,7.3,1461632.0,17.99
48,49,8.76,1463936.0,18.02
49,50,7.84,1462740.0,18.0
50,51,5.75,1467708.0,18.06
51,52,6.09,1467712.0,18.06
52,53,5.63,1467556.0,18.06
53,54,8.27,1467500.0,18.06
54,55,6.61,1471200.0,18.1
55,56,5.36,1468604.0,18.07
56,57,5.34,1471204.0,18.1
57,58,5.23,1468480.0,18.07
