,time_period,cpu,rss,memory
0,1,21.9,820784.0,10.1
1,2,17.88,825268.0,10.16
2,3,18.51,826872.0,10.18
3,4,17.21,829604.0,10.21
4,5,16.23,832548.0,10.25
5,6,11.02,836832.0,10.3
6,7,13.42,837708.0,10.31
7,8,10.64,839396.0,10.33
8,9,11.18,839300.0,10.33
9,10,9.89,840920.0,10.35
10,11,10.47,842044.0,10.36
11,12,10.64,849708.0,10.46
12,13,11.75,856884.0,10.55
13,14,9.3,851828.0,10.48
14,15,9.33,853432.0,10.5
15,16,9.69,856412.0,10.54
16,17,8.08,856404.0,10.54
17,18,8.5,857336.0,10.55
18,19,9.75,857964.0,10.56
19,20,8.62,860052.0,10.58
20,21,9.93,860468.0,10.59
21,22,9.04,862424.0,10.61
22,23,7.58,862116.0,10.61
23,24,8.94,859380.0,10.58
24,25,8.33,860752.0,10.59
25,26,6.51,859196.0,10.57
26,27,6.28,860944.0,10.59
27,28,7.54,862792.0,10.62
28,29,5.09,861900.0,10.61
29,30,7.21,864828.0,10.64
30,31,5.49,863248.0,10.62
31,32,7.41,864208.0,10.64
32,33,5.89,864296.0,10.64
33,34,6.34,865968.0,10.66
34,35,5.85,867520.0,10.68
35,36,5.91,869812.0,10.7
36,37,6.01,868376.0,10.69
37,38,5.8,869116.0,10.7
38,39,5.99,868404.0,10.69
39,40,8.42,868124.0,10.68
40,41,6.02,867728.0,10.68
41,42,7.64,871768.0,10.73
42,43,6.31,869700.0,10.7
43,44,6.36,870432.0,10.71
44,45,7.95,870760.0,10.72
45,46,6.64,871392.0,10.72
46,47,4.71,868808.0,10.69
47,48,6.02,872476.0,10.74
48,49,5.21,871440.0,10.72
49,50,6.03,873040.0,10.74
50,51,6.76,873676.0,10.75
51,52,5.8,874392.0,10.76
52,53,5.21,875020.0,10.77
53,54,5.71,874304.0,10.76
54,55,5.31,875744.0,10.78
55,56,5.6,873660.0,10.75
56,57,10.27,877384.0,10.8
57,58,4.3,878968.0,10.82
