,time_period,cpu,rss,memory
0,1,22.63,1429980.0,17.6
1,2,19.19,1447616.0,17.81
2,3,16.35,1485924.0,18.29
3,4,13.87,1475352.0,18.16
4,5,12.26,1476936.0,18.18
5,6,13.34,1482392.0,18.24
6,7,11.63,1482476.0,18.24
7,8,12.55,1489312.0,18.33
8,9,9.5,1496240.0,18.41
9,10,12.63,1498444.0,18.44
10,11,10.86,1500052.0,18.46
11,12,9.14,1501688.0,18.48
12,13,10.97,1510520.0,18.59
13,14,8.33,1494444.0,18.39
14,15,7.27,1496832.0,18.42
15,16,8.54,1500604.0,18.47
16,17,7.9,1491856.0,18.36
17,18,7.62,1492892.0,18.37
18,19,7.46,1494640.0,18.39
19,20,6.38,1492820.0,18.37
20,21,7.18,1493592.0,18.38
21,22,8.45,1494588.0,18.39
22,23,6.85,1493960.0,18.39
23,24,7.25,1493568.0,18.38
24,25,6.16,1497244.0,18.43
25,26,6.3,1494632.0,18.39
26,27,5.95,1495912.0,18.41
27,28,8.81,1498456.0,18.44
28,29,4.78,1504696.0,18.52
29,30,7.83,1504196.0,18.51
30,31,5.64,1503444.0,18.5
31,32,5.68,1506408.0,18.54
32,33,6.22,1508916.0,18.57
33,34,5.78,1508628.0,18.57
34,35,7.25,1506792.0,18.54
35,36,5.41,1509348.0,18.57
36,37,5.58,1508604.0,18.57
37,38,6.59,1507760.0,18.55
38,39,6.67,1511968.0,18.61
39,40,6.19,1512616.0,18.61
40,41,7.9,1520184.0,18.71
41,42,6.5,1523080.0,18.74
42,43,6.31,1522924.0,18.74
43,44,8.22,1524284.0,18.76
44,45,7.94,1524636.0,18.76
45,46,7.78,1528932.0,18.82
46,47,5.76,1525604.0,18.77
47,48,6.76,1526744.0,18.79
48,49,6.37,1528456.0,18.81
49,50,5.96,1528676.0,18.81
50,51,6.03,1530184.0,18.83
51,52,6.65,1529368.0,18.82
52,53,5.19,1530668.0,18.84
53,54,6.85,1531064.0,18.84
54,55,5.45,1531012.0,18.84
55,56,6.32,1532164.0,18.86
56,57,6.28,1532760.0,18.86
57,58,6.13,1533524.0,18.87
