,time_period,cpu,rss,memory
0,1,18.28,968760.0,11.92
1,2,19.2,1001196.0,12.32
2,3,13.27,1005548.0,12.37
3,4,14.17,1009712.0,12.43
4,5,13.53,1016264.0,12.51
5,6,10.5,1018840.0,12.54
6,7,11.96,1019036.0,12.54
7,8,10.09,1020108.0,12.55
8,9,11.76,1038636.0,12.78
9,10,8.79,1038076.0,12.77
10,11,7.91,1039936.0,12.8
11,12,10.79,1039836.0,12.8
12,13,7.57,1040272.0,12.8
13,14,8.6,1041184.0,12.81
14,15,8.34,1042852.0,12.83
15,16,9.05,1041956.0,12.82
16,17,5.46,1042420.0,12.83
17,18,7.19,1041584.0,12.82
18,19,6.54,1046028.0,12.87
19,20,6.74,1043248.0,12.84
20,21,8.58,1051052.0,12.93
21,22,4.56,1049692.0,12.92
22,23,6.92,1051188.0,12.94
23,24,5.86,1051072.0,12.93
24,25,6.08,1053204.0,12.96
25,26,6.65,1054780.0,12.98
26,27,6.36,1056100.0,13.0
27,28,7.21,1055992.0,13.0
28,29,3.88,1061732.0,13.07
29,30,5.23,1060756.0,13.05
30,31,6.23,1061744.0,13.07
31,32,5.7,1059460.0,13.04
32,33,4.61,1061032.0,13.06
33,34,5.08,1063228.0,13.08
34,35,5.86,1062956.0,13.08
35,36,5.34,1061892.0,13.07
36,37,5.83,1062384.0,13.07
37,38,5.08,1063524.0,13.09
38,39,4.9,1065684.0,13.11
39,40,4.32,1066732.0,13.13
40,41,6.76,1064724.0,13.1
41,42,4.5,1067252.0,13.13
42,43,3.94,1065736.0,13.12
43,44,4.53,1069360.0,13.16
44,45,5.92,1068324.0,13.15
45,46,5.41,1067576.0,13.14
46,47,5.73,1067512.0,13.14
47,48,5.36,1067176.0,13.13
48,49,6.34,1068472.0,13.15
49,50,5.46,1071260.0,13.18
50,51,4.81,1068944.0,13.15
51,52,4.48,1071252.0,13.18
52,53,4.53,1072420.0,13.2
53,54,4.73,1073060.0,13.21
54,55,5.47,1072308.0,13.2
55,56,4.56,1073100.0,13.21
56,57,5.58,1073504.0,13.21
57,58,4.95,1074928.0,13.23
