,time_period,cpu,rss,memory
0,1,20.65,1148628.0,14.14
1,2,17.73,1160988.0,14.29
2,3,12.69,1175780.0,14.47
3,4,14.44,1181520.0,14.54
4,5,14.57,1186292.0,14.6
5,6,11.33,1189112.0,14.63
6,7,12.8,1194776.0,14.7
7,8,11.34,1195372.0,14.71
8,9,9.1,1198916.0,14.75
9,10,8.77,1196612.0,14.73
10,11,7.59,1199620.0,14.76
11,12,12.09,1198220.0,14.75
12,13,6.89,1202808.0,14.8
13,14,6.42,1200708.0,14.78
14,15,6.71,1203992.0,14.82
15,16,6.87,1205184.0,14.83
16,17,9.26,1207576.0,14.86
17,18,6.79,1200016.0,14.77
18,19,6.69,1203808.0,14.81
19,20,6.5,1202784.0,14.8
20,21,7.45,1204412.0,14.82
21,22,7.84,1211344.0,14.91
22,23,6.24,1210668.0,14.9
23,24,6.17,1211720.0,14.91
24,25,7.55,1212536.0,14.92
25,26,9.05,1223280.0,15.05
26,27,5.31,1212900.0,14.93
27,28,6.03,1215900.0,14.96
28,29,5.53,1214780.0,14.95
29,30,5.21,1217892.0,14.99
30,31,4.86,1218128.0,14.99
31,32,5.38,1219308.0,15.01
32,33,4.15,1216668.0,14.97
33,34,4.38,1219076.0,15.0
34,35,4.83,1218904.0,15.0
35,36,5.16,1218892.0,15.0
36,37,5.43,1220488.0,15.02
37,38,5.01,1221388.0,15.03
38,39,4.25,1221964.0,15.04
39,40,6.8,1223076.0,15.05
40,41,4.8,1221088.0,15.03
41,42,4.51,1222260.0,15.04
42,43,5.48,1222020.0,15.04
43,44,5.23,1226720.0,15.1
44,45,3.36,1225668.0,15.08
45,46,4.05,1226412.0,15.09
46,47,6.63,1225672.0,15.08
47,48,4.55,1226908.0,15.1
48,49,4.44,1226052.0,15.09
49,50,4.3,1230184.0,15.14
50,51,4.71,1228776.0,15.12
51,52,5.01,1229820.0,15.13
52,53,3.83,1228960.0,15.12
53,54,5.56,1229392.0,15.13
54,55,4.83,1232480.0,15.17
55,56,4.52,1231080.0,15.15
56,57,5.59,1230096.0,15.14
57,58,4.73,1230784.0,15.15
