,time_period,cpu,rss,memory
0,1,19.48,991172.0,12.2
1,2,19.68,1015324.0,12.49
2,3,12.99,1011960.0,12.45
3,4,10.04,1018048.0,12.53
4,5,12.94,1020128.0,12.55
5,6,11.48,1026512.0,12.63
6,7,10.63,1027580.0,12.65
7,8,10.73,1041220.0,12.81
8,9,8.81,1039528.0,12.79
9,10,9.29,1042276.0,12.83
10,11,8.28,1041432.0,12.82
11,12,8.41,1041256.0,12.81
12,13,7.8,1039712.0,12.79
13,14,7.77,1042572.0,12.83
14,15,7.22,1043172.0,12.84
15,16,11.65,1044676.0,12.86
16,17,8.14,1050972.0,12.93
17,18,5.54,1051596.0,12.94
18,19,7.71,1051308.0,12.94
19,20,10.08,1056808.0,13.01
20,21,6.85,1055024.0,12.98
21,22,6.31,1054200.0,12.97
22,23,6.8,1057092.0,13.01
23,24,6.09,1058816.0,13.03
24,25,6.11,1062688.0,13.08
25,26,7.33,1062032.0,13.07
26,27,6.89,1063660.0,13.09
27,28,5.78,1064076.0,13.09
28,29,3.28,1066020.0,13.12
29,30,5.23,1064912.0,13.11
30,31,6.0,1067304.0,13.13
31,32,5.26,1066112.0,13.12
32,33,4.94,1066128.0,13.12
33,34,4.61,1065348.0,13.11
34,35,4.56,1064864.0,13.1
35,36,5.29,1066916.0,13.13
36,37,5.72,1068384.0,13.15
37,38,4.65,1070260.0,13.17
38,39,5.43,1068756.0,13.15
39,40,4.7,1071584.0,13.19
40,41,5.73,1068704.0,13.15
41,42,4.61,1070688.0,13.18
42,43,4.39,1070512.0,13.17
43,44,5.2,1074076.0,13.22
44,45,4.67,1071764.0,13.19
45,46,4.59,1074736.0,13.23
46,47,4.7,1076044.0,13.24
47,48,7.09,1077384.0,13.26
48,49,4.53,1078980.0,13.28
49,50,3.86,1079308.0,13.28
50,51,6.52,1078780.0,13.28
51,52,5.58,1079968.0,13.29
52,53,5.74,1080720.0,13.3
53,54,5.27,1077800.0,13.26
54,55,6.2,1081020.0,13.3
55,56,5.53,1078508.0,13.27
56,57,3.96,1083724.0,13.34
57,58,5.48,1083756.0,13.34
