,time_period,cpu,rss,memory
0,1,21.5,1578268.0,19.42
1,2,18.72,1586636.0,19.53
2,3,16.47,1595092.0,19.63
3,4,11.33,1612940.0,19.85
4,5,14.56,1622168.0,19.96
5,6,12.57,1624152.0,19.99
6,7,12.14,1627272.0,20.03
7,8,12.07,1629416.0,20.05
8,9,11.84,1634408.0,20.11
9,10,11.71,1639240.0,20.17
10,11,8.61,1642268.0,20.21
11,12,8.66,1636684.0,20.14
12,13,8.37,1638768.0,20.17
13,14,9.38,1636800.0,20.14
14,15,7.45,1639512.0,20.18
15,16,11.69,1635592.0,20.13
16,17,8.02,1638016.0,20.16
17,18,8.4,1638872.0,20.17
18,19,9.03,1640584.0,20.19
19,20,5.46,1640308.0,20.19
20,21,6.14,1645800.0,20.25
21,22,6.88,1646452.0,20.26
22,23,5.47,1646140.0,20.26
23,24,7.21,1648332.0,20.28
24,25,6.56,1648804.0,20.29
25,26,5.95,1650440.0,20.31
26,27,5.14,1649332.0,20.3
27,28,6.64,1650684.0,20.31
28,29,4.99,1650344.0,20.31
29,30,4.79,1651652.0,20.33
30,31,6.18,1651796.0,20.33
31,32,5.2,1651080.0,20.32
32,33,6.32,1650352.0,20.31
33,34,6.04,1651676.0,20.33
34,35,6.03,1653760.0,20.35
35,36,5.87,1654468.0,20.36
36,37,5.43,1653760.0,20.35
37,38,6.15,1657192.0,20.39
38,39,4.8,1655096.0,20.37
39,40,4.96,1656732.0,20.39
40,41,5.72,1659440.0,20.42
41,42,4.31,1658460.0,20.41
42,43,5.57,1656404.0,20.38
43,44,7.77,1658012.0,20.4
44,45,5.54,1660440.0,20.43
45,46,7.27,1659852.0,20.43
46,47,5.84,1658628.0,20.41
47,48,4.13,1662268.0,20.46
48,49,5.82,1659896.0,20.43
49,50,6.27,1660020.0,20.43
50,51,4.39,1660532.0,20.43
51,52,6.59,1660012.0,20.43
52,53,5.78,1660264.0,20.43
53,54,5.91,1660444.0,20.43
54,55,4.94,1660888.0,20.44
55,56,6.24,1663460.0,20.47
56,57,5.84,1663272.0,20.47
57,58,4.91,1665092.0,20.49
