,time_period,cpu,rss,memory
0,1,16.99,1398472.0,17.21
1,2,19.51,1426432.0,17.55
2,3,14.96,1460232.0,17.97
3,4,15.24,1463188.0,18.01
4,5,12.52,1468284.0,18.07
5,6,10.89,1470144.0,18.09
6,7,9.45,1474296.0,18.14
7,8,10.06,1475060.0,18.15
8,9,9.87,1476100.0,18.17
9,10,8.77,1476336.0,18.17
10,11,9.42,1479652.0,18.21
11,12,9.94,1491092.0,18.35
12,13,7.72,1495432.0,18.4
13,14,7.66,1494112.0,18.39
14,15,7.49,1493584.0,18.38
15,16,6.85,1494248.0,18.39
16,17,7.87,1493704.0,18.38
17,18,8.77,1491488.0,18.35
18,19,6.47,1496872.0,18.42
19,20,7.94,1490288.0,18.34
20,21,8.16,1493520.0,18.38
21,22,8.0,1491736.0,18.36
22,23,5.29,1493804.0,18.38
23,24,6.23,1492732.0,18.37
24,25,6.16,1494072.0,18.39
25,26,6.09,1494492.0,18.39
26,27,5.62,1495300.0,18.4
27,28,6.62,1494056.0,18.39
28,29,3.78,1497016.0,18.42
29,30,5.07,1498832.0,18.44
30,31,6.59,1496672.0,18.42
31,32,4.87,1497996.0,18.43
32,33,5.83,1496880.0,18.42
33,34,5.01,1497736.0,18.43
34,35,5.38,1497648.0,18.43
35,36,4.91,1501396.0,18.48
36,37,5.49,1500268.0,18.46
37,38,5.69,1499952.0,18.46
38,39,6.73,1505804.0,18.53
39,40,5.35,1507240.0,18.55
40,41,5.68,1505600.0,18.53
41,42,5.71,1506136.0,18.53
42,43,4.86,1505416.0,18.53
43,44,4.41,1507324.0,18.55
44,45,4.42,1504764.0,18.52
45,46,5.33,1507392.0,18.55
46,47,4.23,1506140.0,18.53
47,48,6.17,1505384.0,18.53
48,49,6.03,1505644.0,18.53
49,50,4.71,1507832.0,18.56
50,51,5.05,1512984.0,18.62
51,52,4.18,1512524.0,18.61
52,53,4.97,1512632.0,18.61
53,54,5.43,1514824.0,18.64
54,55,3.84,1512548.0,18.61
55,56,5.74,1513828.0,18.63
56,57,4.17,1513408.0,18.62
57,58,4.36,1515192.0,18.65
