,time_period,cpu,rss,memory
0,1,24.07,861516.0,10.6
1,2,18.01,867756.0,10.68
2,3,12.51,868332.0,10.69
3,4,12.64,874320.0,10.76
4,5,12.15,874260.0,10.76
5,6,10.79,874564.0,10.76
6,7,9.56,870300.0,10.71
7,8,12.92,875236.0,10.77
8,9,12.4,878236.0,10.81
9,10,8.96,878636.0,10.81
10,11,9.9,879380.0,10.82
11,12,8.33,881920.0,10.85
12,13,7.14,884592.0,10.89
13,14,14.13,888056.0,10.93
14,15,7.3,882580.0,10.86
15,16,8.1,887124.0,10.92
16,17,8.2,892464.0,10.98
17,18,9.26,891772.0,10.97
18,19,9.35,894336.0,11.01
19,20,7.29,895892.0,11.03
20,21,6.22,895364.0,11.02
21,22,6.21,895480.0,11.02
22,23,6.38,897912.0,11.05
23,24,8.06,895656.0,11.02
24,25,7.48,898840.0,11.06
25,26,6.53,901208.0,11.09
26,27,5.9,901464.0,11.09
27,28,6.14,902656.0,11.11
28,29,3.55,904660.0,11.13
29,30,6.28,904240.0,11.13
30,31,5.05,905152.0,11.14
31,32,11.02,903820.0,11.12
32,33,4.76,906660.0,11.16
33,34,5.69,906388.0,11.15
34,35,5.41,907240.0,11.16
35,36,4.5,907220.0,11.16
36,37,4.83,907048.0,11.16
37,38,4.81,906120.0,11.15
38,39,5.84,910424.0,11.2
39,40,5.65,909356.0,11.19
40,41,5.03,910808.0,11.21
41,42,5.41,909724.0,11.2
42,43,9.59,912120.0,11.22
43,44,5.33,912244.0,11.23
44,45,5.29,913520.0,11.24
45,46,5.51,913420.0,11.24
46,47,5.22,915352.0,11.26
47,48,4.59,914516.0,11.25
48,49,4.68,917320.0,11.29
49,50,7.09,917860.0,11.3
50,51,4.51,917056.0,11.29
51,52,6.66,917712.0,11.29
52,53,5.24,920536.0,11.33
53,54,5.35,918344.0,11.3
54,55,6.68,918140.0,11.3
55,56,5.82,921248.0,11.34
56,57,6.0,920548.0,11.33
57,58,5.09,922264.0,11.35
