,time_period,cpu,rss,memory
0,1,21.52,1160012.0,14.28
1,2,19.52,1173280.0,14.44
2,3,18.4,1171520.0,14.42
3,4,14.77,1173932.0,14.45
4,5,13.85,1179080.0,14.51
5,6,13.61,1180764.0,14.53
6,7,11.96,1187108.0,14.61
7,8,10.92,1187556.0,14.61
8,9,10.45,1191800.0,14.67
9,10,13.21,1191764.0,14.67
10,11,10.82,1194900.0,14.7
11,12,12.68,1195256.0,14.71
12,13,10.02,1195288.0,14.71
13,14,7.65,1195708.0,14.71
14,15,8.4,1193624.0,14.69
15,16,8.51,1195496.0,14.71
16,17,8.98,1197492.0,14.74
17,18,9.3,1200252.0,14.77
18,19,8.7,1200400.0,14.77
19,20,8.44,1200612.0,14.77
20,21,7.68,1201628.0,14.79
21,22,7.78,1204112.0,14.82
22,23,9.89,1203024.0,14.8
23,24,7.72,1204960.0,14.83
24,25,7.62,1205364.0,14.83
25,26,6.31,1207968.0,14.87
26,27,8.16,1207132.0,14.86
27,28,7.69,1210752.0,14.9
28,29,3.58,1210436.0,14.9
29,30,6.0,1213848.0,14.94
30,31,5.5,1213272.0,14.93
31,32,6.03,1213480.0,14.93
32,33,5.75,1214216.0,14.94
33,34,5.56,1217536.0,14.98
34,35,4.74,1216176.0,14.97
35,36,5.31,1218360.0,14.99
36,37,7.1,1220628.0,15.02
37,38,4.9,1219916.0,15.01
38,39,4.78,1221528.0,15.03
39,40,8.36,1223844.0,15.06
40,41,6.06,1221740.0,15.04
41,42,5.03,1222784.0,15.05
42,43,5.0,1223192.0,15.05
43,44,6.23,1224304.0,15.07
44,45,5.79,1225304.0,15.08
45,46,6.67,1226164.0,15.09
46,47,6.93,1226748.0,15.1
47,48,5.16,1225320.0,15.08
48,49,7.53,1226556.0,15.09
49,50,7.47,1224524.0,15.07
50,51,4.35,1227264.0,15.1
51,52,5.09,1227308.0,15.1
52,53,5.52,1226812.0,15.1
53,54,7.31,1228524.0,15.12
54,55,5.56,1228380.0,15.12
55,56,5.77,1228564.0,15.12
56,57,7.35,1231444.0,15.15
57,58,5.48,1229296.0,15.13
