,time_period,cpu,rss,memory
0,1,25.46,1437572.0,17.69
1,2,17.13,1461792.0,17.99
2,3,13.84,1461316.0,17.98
3,4,12.71,1501772.0,18.48
4,5,14.47,1504520.0,18.51
5,6,13.94,1510192.0,18.58
6,7,14.18,1513524.0,18.63
7,8,9.89,1513572.0,18.63
8,9,12.7,1520504.0,18.71
9,10,9.03,1513868.0,18.63
10,11,10.36,1512816.0,18.62
11,12,7.92,1515048.0,18.64
12,13,12.41,1517400.0,18.67
13,14,8.21,1521776.0,18.73
14,15,7.6,1521888.0,18.73
15,16,7.87,1519096.0,18.69
16,17,10.33,1517832.0,18.68
17,18,9.08,1516804.0,18.67
18,19,6.71,1518740.0,18.69
19,20,7.28,1517596.0,18.68
20,21,7.35,1517416.0,18.67
21,22,6.18,1520060.0,18.71
22,23,6.88,1520268.0,18.71
23,24,7.97,1519784.0,18.7
24,25,6.29,1519548.0,18.7
25,26,5.3,1521592.0,18.73
26,27,6.74,1521224.0,18.72
27,28,5.19,1523196.0,18.74
28,29,3.78,1522764.0,18.74
29,30,6.76,1523812.0,18.75
30,31,6.48,1523520.0,18.75
31,32,6.29,1526196.0,18.78
32,33,5.75,1526444.0,18.78
33,34,5.99,1529616.0,18.82
34,35,6.03,1529764.0,18.83
35,36,8.29,1532600.0,18.86
36,37,8.29,1527408.0,18.8
37,38,7.12,1529016.0,18.82
38,39,7.05,1528100.0,18.81
39,40,7.06,1530972.0,18.84
40,41,7.42,1530088.0,18.83
41,42,6.66,1533988.0,18.88
42,43,6.64,1533392.0,18.87
43,44,6.51,1535384.0,18.89
44,45,7.81,1533640.0,18.87
45,46,7.85,1535772.0,18.9
46,47,14.21,1536828.0,18.91
47,48,7.05,1539940.0,18.95
48,49,6.22,1538072.0,18.93
49,50,6.21,1538632.0,18.93
50,51,6.46,1541812.0,18.97
51,52,5.82,1543000.0,18.99
52,53,6.56,1540376.0,18.96
53,54,5.69,1543868.0,19.0
54,55,6.58,1542420.0,18.98
55,56,6.91,1545476.0,19.02
56,57,6.29,1543304.0,18.99
57,58,4.89,1544180.0,19.0
