,time_period,cpu,rss,memory
0,1,20.71,1134580.0,13.96
1,2,18.76,1205092.0,14.83
2,3,18.12,1208516.0,14.87
3,4,16.37,1212584.0,14.92
4,5,15.48,1215624.0,14.96
5,6,10.91,1219840.0,15.01
6,7,12.87,1220996.0,15.03
7,8,11.64,1223816.0,15.06
8,9,11.12,1226640.0,15.1
9,10,8.24,1226016.0,15.09
10,11,12.57,1229748.0,15.13
11,12,8.92,1229072.0,15.13
12,13,9.43,1232796.0,15.17
13,14,6.84,1234496.0,15.19
14,15,7.23,1235316.0,15.2
15,16,8.39,1237468.0,15.23
16,17,9.55,1235960.0,15.21
17,18,6.67,1236816.0,15.22
18,19,8.04,1238644.0,15.24
19,20,8.74,1238680.0,15.24
20,21,6.13,1240240.0,15.26
21,22,6.77,1240520.0,15.27
22,23,7.38,1242136.0,15.29
23,24,8.09,1242832.0,15.29
24,25,7.19,1242668.0,15.29
25,26,6.4,1244740.0,15.32
26,27,6.48,1243040.0,15.3
27,28,8.07,1242444.0,15.29
28,29,4.96,1246392.0,15.34
29,30,6.91,1247668.0,15.35
30,31,6.74,1246180.0,15.34
31,32,4.92,1246768.0,15.34
32,33,5.94,1248364.0,15.36
33,34,6.17,1249288.0,15.37
34,35,6.3,1246024.0,15.33
35,36,5.04,1249392.0,15.38
36,37,5.36,1247904.0,15.36
37,38,5.56,1249744.0,15.38
38,39,5.91,1252812.0,15.42
39,40,5.87,1254952.0,15.44
40,41,6.15,1255508.0,15.45
41,42,5.58,1258160.0,15.48
42,43,6.44,1255196.0,15.45
43,44,5.88,1257812.0,15.48
44,45,5.22,1255156.0,15.45
45,46,8.11,1254036.0,15.43
46,47,5.28,1259420.0,15.5
47,48,6.08,1255936.0,15.46
48,49,5.83,1257788.0,15.48
49,50,6.0,1259368.0,15.5
50,51,4.93,1257480.0,15.47
51,52,8.13,1259232.0,15.5
52,53,5.5,1260236.0,15.51
53,54,5.36,1258712.0,15.49
54,55,4.93,1259456.0,15.5
55,56,5.11,1260688.0,15.51
56,57,5.96,1261820.0,15.53
57,58,5.29,1260960.0,15.52
