,time_period,cpu,rss,memory
0,1,23.53,1509992.0,18.58
1,2,17.71,1530436.0,18.83
2,3,12.42,1565548.0,19.27
3,4,12.46,1573448.0,19.36
4,5,14.45,1574952.0,19.38
5,6,13.53,1574944.0,19.38
6,7,11.21,1580128.0,19.45
7,8,12.75,1575384.0,19.39
8,9,9.05,1576108.0,19.4
9,10,9.75,1577920.0,19.42
10,11,9.24,1581444.0,19.46
11,12,9.28,1578900.0,19.43
12,13,11.36,1585976.0,19.52
13,14,7.19,1583188.0,19.48
14,15,9.71,1584428.0,19.5
15,16,9.4,1591064.0,19.58
16,17,7.85,1593132.0,19.61
17,18,7.44,1593956.0,19.62
18,19,7.77,1593824.0,19.61
19,20,7.95,1597020.0,19.65
20,21,6.97,1597156.0,19.65
21,22,6.57,1599940.0,19.69
22,23,7.22,1599900.0,19.69
23,24,7.35,1600756.0,19.7
24,25,8.5,1600164.0,19.69
25,26,5.98,1602616.0,19.72
26,27,7.04,1603620.0,19.73
27,28,7.99,1603676.0,19.74
28,29,5.74,1603972.0,19.74
29,30,6.18,1606312.0,19.77
30,31,6.18,1606248.0,19.77
31,32,5.96,1607068.0,19.78
32,33,5.08,1609220.0,19.8
33,34,6.26,1608516.0,19.79
34,35,4.87,1607412.0,19.78
35,36,6.06,1605368.0,19.76
36,37,5.6,1605388.0,19.76
37,38,6.15,1609504.0,19.81
38,39,3.98,1607504.0,19.78
39,40,5.36,1608696.0,19.8
40,41,6.82,1609936.0,19.81
41,42,4.91,1609772.0,19.81
42,43,6.95,1609748.0,19.81
43,44,5.76,1612504.0,19.84
44,45,8.52,1615504.0,19.88
45,46,6.35,1612864.0,19.85
46,47,4.33,1613184.0,19.85
47,48,5.74,1614208.0,19.86
48,49,6.14,1616260.0,19.89
49,50,5.68,1615784.0,19.88
50,51,5.46,1615936.0,19.89
51,52,6.15,1615884.0,19.89
52,53,7.87,1615744.0,19.88
53,54,6.9,1614108.0,19.86
54,55,7.92,1615156.0,19.88
55,56,4.96,1616536.0,19.89
56,57,6.78,1617972.0,19.91
57,58,5.29,1615092.0,19.88
