,time_period,cpu,rss,memory
0,1,18.3,1393040.0,17.14
1,2,16.41,1411296.0,17.37
2,3,13.4,1416736.0,17.43
3,4,14.63,1461356.0,17.98
4,5,11.2,1464456.0,18.02
5,6,11.51,1468912.0,18.08
6,7,9.05,1473292.0,18.13
7,8,8.57,1472236.0,18.12
8,9,10.12,1475772.0,18.16
9,10,8.41,1477296.0,18.18
10,11,11.65,1479196.0,18.2
11,12,9.05,1479892.0,18.21
12,13,7.8,1481960.0,18.24
13,14,6.48,1483392.0,18.25
14,15,7.99,1485392.0,18.28
15,16,5.65,1481928.0,18.24
16,17,7.97,1487936.0,18.31
17,18,6.44,1485544.0,18.28
18,19,8.93,1483260.0,18.25
19,20,9.22,1483320.0,18.25
20,21,5.31,1485572.0,18.28
21,22,5.59,1484772.0,18.27
22,23,6.66,1485432.0,18.28
23,24,6.16,1488776.0,18.32
24,25,5.65,1487004.0,18.3
25,26,7.07,1485072.0,18.28
26,27,6.88,1482880.0,18.25
27,28,4.8,1483636.0,18.26
28,29,4.33,1482132.0,18.24
29,30,6.93,1481348.0,18.23
30,31,5.53,1480844.0,18.22
31,32,5.93,1481852.0,18.24
32,33,5.72,1482652.0,18.25
33,34,5.19,1482680.0,18.25
34,35,6.35,1485568.0,18.28
35,36,8.85,1482684.0,18.25
36,37,5.87,1485200.0,18.28
37,38,5.83,1488136.0,18.31
38,39,4.94,1484416.0,18.27
39,40,6.83,1489220.0,18.33
40,41,6.24,1487180.0,18.3
41,42,5.54,1491448.0,18.35
42,43,6.77,1492028.0,18.36
43,44,6.17,1493020.0,18.37
44,45,5.86,1493824.0,18.38
45,46,7.1,1496240.0,18.41
46,47,5.11,1496584.0,18.42
47,48,5.31,1497088.0,18.42
48,49,6.36,1494296.0,18.39
49,50,7.14,1497432.0,18.43
50,51,6.18,1500924.0,18.47
51,52,8.02,1500200.0,18.46
52,53,7.1,1501268.0,18.47
53,54,7.33,1500156.0,18.46
54,55,5.63,1500528.0,18.47
55,56,5.01,1501996.0,18.48
56,57,5.11,1502980.0,18.5
57,58,4.49,1500680.0,18.47
