,time_period,cpu,rss,memory
0,1,24.41,841652.0,10.36
1,2,16.03,852224.0,10.49
2,3,14.01,855980.0,10.53
3,4,9.46,855348.0,10.53
4,5,12.27,857712.0,10.56
5,6,11.18,864556.0,10.64
6,7,9.29,863620.0,10.63
7,8,10.62,868440.0,10.69
8,9,10.97,867180.0,10.67
9,10,10.19,868104.0,10.68
10,11,8.09,868644.0,10.69
11,12,7.62,870304.0,10.71
12,13,8.74,875336.0,10.77
13,14,6.29,875708.0,10.78
14,15,7.09,877132.0,10.79
15,16,9.93,877460.0,10.8
16,17,7.05,879248.0,10.82
17,18,6.91,879076.0,10.82
18,19,12.57,882128.0,10.86
19,20,7.25,879480.0,10.82
20,21,5.74,880676.0,10.84
21,22,7.96,880876.0,10.84
22,23,8.8,894408.0,11.01
23,24,5.63,894864.0,11.01
24,25,6.25,895576.0,11.02
25,26,6.92,896144.0,11.03
26,27,6.06,897428.0,11.04
27,28,5.29,900408.0,11.08
28,29,3.69,900384.0,11.08
29,30,5.66,902360.0,11.1
30,31,6.34,901980.0,11.1
31,32,6.32,903620.0,11.12
32,33,6.53,902716.0,11.11
33,34,5.96,903668.0,11.12
34,35,5.82,901708.0,11.1
35,36,5.63,906184.0,11.15
36,37,5.4,903400.0,11.12
37,38,7.24,902916.0,11.11
38,39,5.88,907608.0,11.17
39,40,7.91,906596.0,11.16
40,41,6.05,912708.0,11.23
41,42,6.93,914896.0,11.26
42,43,8.27,917964.0,11.3
43,44,7.54,920848.0,11.33
44,45,5.59,919580.0,11.32
45,46,7.89,918808.0,11.31
46,47,5.21,920452.0,11.33
47,48,5.97,923152.0,11.36
48,49,6.97,922356.0,11.35
49,50,4.99,923004.0,11.36
50,51,6.26,922936.0,11.36
51,52,6.2,922512.0,11.35
52,53,7.35,922636.0,11.35
53,54,5.56,921984.0,11.35
54,55,9.06,923700.0,11.37
55,56,5.22,924732.0,11.38
56,57,5.97,922132.0,11.35
57,58,5.76,923800.0,11.37
