,time_period,cpu,rss,memory
0,1,18.4,850460.0,10.47
1,2,19.26,856904.0,10.55
2,3,16.2,866456.0,10.66
3,4,16.61,873340.0,10.75
4,5,13.47,875956.0,10.78
5,6,11.5,880104.0,10.83
6,7,13.55,880244.0,10.83
7,8,9.57,883348.0,10.87
8,9,10.16,881804.0,10.85
9,10,7.5,885600.0,10.9
10,11,7.94,887532.0,10.92
11,12,9.55,890404.0,10.96
12,13,7.37,892484.0,10.98
13,14,8.8,892948.0,10.99
14,15,6.41,893832.0,11.0
15,16,6.77,895340.0,11.02
16,17,7.1,896944.0,11.04
17,18,5.92,899936.0,11.07
18,19,6.96,900388.0,11.08
19,20,9.67,899720.0,11.07
20,21,7.28,901008.0,11.09
21,22,5.79,903024.0,11.11
22,23,6.55,903652.0,11.12
23,24,7.68,903992.0,11.12
24,25,5.56,907348.0,11.17
25,26,6.05,905736.0,11.15
26,27,5.19,907760.0,11.17
27,28,6.15,905864.0,11.15
28,29,3.71,909264.0,11.19
29,30,7.79,909124.0,11.19
30,31,5.71,913748.0,11.24
31,32,6.22,914380.0,11.25
32,33,5.85,913988.0,11.25
33,34,8.73,914080.0,11.25
34,35,5.9,914164.0,11.25
35,36,5.41,915252.0,11.26
36,37,4.98,915992.0,11.27
37,38,5.47,915712.0,11.27
38,39,6.35,917820.0,11.29
39,40,8.62,917196.0,11.29
40,41,5.51,916944.0,11.28
41,42,5.6,918744.0,11.31
42,43,4.71,919352.0,11.31
43,44,6.97,922564.0,11.35
44,45,5.12,923208.0,11.36
45,46,5.31,922964.0,11.36
46,47,5.16,922480.0,11.35
47,48,4.77,924036.0,11.37
48,49,5.41,923660.0,11.37
49,50,6.34,923372.0,11.36
50,51,5.6,926836.0,11.41
51,52,7.95,926080.0,11.4
52,53,7.36,924892.0,11.38
53,54,4.83,924212.0,11.37
54,55,4.33,924160.0,11.37
55,56,5.48,926324.0,11.4
56,57,7.41,926836.0,11.41
57,58,4.38,925036.0,11.38
