,time_period,cpu,rss,memory
0,1,20.61,1442876.0,17.76
1,2,16.89,1497680.0,18.43
2,3,12.25,1501628.0,18.48
3,4,13.12,1509776.0,18.58
4,5,11.02,1513804.0,18.63
5,6,10.77,1517708.0,18.68
6,7,8.39,1519644.0,18.7
7,8,10.68,1523912.0,18.75
8,9,10.32,1525396.0,18.77
9,10,11.71,1525808.0,18.78
10,11,8.41,1529048.0,18.82
11,12,7.88,1530264.0,18.83
12,13,11.53,1528048.0,18.8
13,14,6.38,1527416.0,18.8
14,15,9.02,1528996.0,18.82
15,16,7.72,1523644.0,18.75
16,17,9.31,1523036.0,18.74
17,18,7.2,1520864.0,18.72
18,19,6.99,1521472.0,18.72
19,20,8.39,1525652.0,18.78
20,21,6.93,1523960.0,18.75
21,22,7.91,1525980.0,18.78
22,23,9.49,1524644.0,18.76
23,24,6.86,1524112.0,18.76
24,25,6.49,1524780.0,18.76
25,26,6.79,1525592.0,18.77
26,27,7.69,1528084.0,18.8
27,28,5.38,1531636.0,18.85
28,29,4.15,1532388.0,18.86
29,30,5.71,1531408.0,18.85
30,31,6.72,1533368.0,18.87
31,32,5.28,1531000.0,18.84
32,33,5.09,1532628.0,18.86
33,34,5.49,1531528.0,18.85
34,35,5.62,1538728.0,18.94
35,36,5.16,1537608.0,18.92
36,37,5.77,1542588.0,18.98
37,38,6.73,1540312.0,18.96
38,39,5.87,1540996.0,18.96
39,40,4.79,1542700.0,18.98
40,41,5.71,1543120.0,18.99
41,42,6.14,1540120.0,18.95
42,43,5.32,1542732.0,18.99
43,44,4.81,1546200.0,19.03
44,45,7.08,1544896.0,19.01
45,46,6.69,1554476.0,19.13
46,47,6.44,1555500.0,19.14
47,48,8.52,1554776.0,19.13
48,49,4.83,1555368.0,19.14
49,50,4.72,1554288.0,19.13
50,51,4.93,1567852.0,19.29
51,52,10.39,1566568.0,19.28
52,53,5.85,1566680.0,19.28
53,54,5.31,1566584.0,19.28
54,55,6.18,1570868.0,19.33
55,56,5.69,1568180.0,19.3
56,57,4.5,1570596.0,19.33
57,58,6.79,1570136.0,19.32
