,time_period,cpu,rss,memory
0,1,20.52,1276728.0,15.71
1,2,12.52,1331352.0,16.38
2,3,15.78,1338944.0,16.48
3,4,9.73,1344212.0,16.54
4,5,10.64,1347264.0,16.58
5,6,9.89,1356116.0,16.69
6,7,10.41,1360900.0,16.75
7,8,8.6,1363364.0,16.78
8,9,7.53,1363188.0,16.78
9,10,11.3,1371100.0,16.87
10,11,10.36,1373380.0,16.9
11,12,8.32,1374864.0,16.92
12,13,7.26,1373656.0,16.9
13,14,6.93,1377484.0,16.95
14,15,9.49,1374572.0,16.92
15,16,6.77,1375692.0,16.93
16,17,7.49,1375604.0,16.93
17,18,5.24,1376924.0,16.94
18,19,6.46,1369180.0,16.85
19,20,6.75,1370772.0,16.87
20,21,8.69,1380816.0,16.99
21,22,4.99,1382444.0,17.01
22,23,4.81,1376852.0,16.94
23,24,5.67,1377372.0,16.95
24,25,6.04,1379792.0,16.98
25,26,6.07,1378536.0,16.96
26,27,5.11,1379660.0,16.98
27,28,4.93,1379588.0,16.98
28,29,3.75,1380388.0,16.99
29,30,6.52,1380408.0,16.99
30,31,7.98,1383368.0,17.02
31,32,6.11,1382168.0,17.01
32,33,5.98,1387244.0,17.07
33,34,7.39,1392056.0,17.13
34,35,6.22,1396040.0,17.18
35,36,6.77,1393736.0,17.15
36,37,5.29,1394624.0,17.16
37,38,7.21,1395420.0,17.17
38,39,5.54,1396456.0,17.19
39,40,7.76,1395084.0,17.17
40,41,7.46,1399792.0,17.23
41,42,7.34,1400884.0,17.24
42,43,5.87,1401508.0,17.25
43,44,5.6,1401620.0,17.25
44,45,5.97,1403944.0,17.28
45,46,6.29,1401752.0,17.25
46,47,6.88,1406504.0,17.31
47,48,7.67,1403328.0,17.27
48,49,6.81,1409564.0,17.35
49,50,6.36,1408220.0,17.33
50,51,7.02,1408124.0,17.33
51,52,6.11,1410324.0,17.36
52,53,8.16,1409540.0,17.35
53,54,6.82,1409036.0,17.34
54,55,5.98,1411460.0,17.37
55,56,6.37,1411688.0,17.37
56,57,4.82,1414860.0,17.41
57,58,7.25,1414404.0,17.41
