,time_period,cpu,rss,memory
0,1,22.53,1603712.0,19.74
1,2,18.16,1613196.0,19.85
2,3,16.76,1617172.0,19.9
3,4,13.92,1625704.0,20.01
4,5,15.13,1626636.0,20.02
5,6,15.1,1628396.0,20.04
6,7,13.43,1631040.0,20.07
7,8,11.33,1630084.0,20.06
8,9,11.52,1630000.0,20.06
9,10,8.15,1631560.0,20.08
10,11,8.81,1631932.0,20.08
11,12,10.11,1629908.0,20.06
12,13,8.99,1630640.0,20.07
13,14,9.41,1637560.0,20.15
14,15,8.68,1630032.0,20.06
15,16,9.58,1629888.0,20.06
16,17,11.74,1636236.0,20.14
17,18,7.38,1635608.0,20.13
18,19,7.38,1638560.0,20.16
19,20,10.88,1634988.0,20.12
20,21,10.81,1638516.0,20.16
21,22,7.59,1639384.0,20.17
22,23,7.24,1639272.0,20.17
23,24,8.47,1640076.0,20.18
24,25,7.07,1644652.0,20.24
25,26,8.02,1641692.0,20.2
26,27,6.51,1643600.0,20.23
27,28,10.55,1645596.0,20.25
28,29,4.79,1647228.0,20.27
29,30,7.2,1646580.0,20.26
30,31,6.4,1646572.0,20.26
31,32,7.6,1647092.0,20.27
32,33,6.33,1648836.0,20.29
33,34,7.06,1646644.0,20.26
34,35,5.96,1648156.0,20.28
35,36,4.38,1648376.0,20.29
36,37,7.33,1647488.0,20.27
37,38,7.2,1646792.0,20.27
38,39,5.73,1650552.0,20.31
39,40,4.89,1649448.0,20.3
40,41,7.24,1652180.0,20.33
41,42,5.57,1651684.0,20.33
42,43,5.08,1652844.0,20.34
43,44,5.74,1654880.0,20.37
44,45,5.76,1651904.0,20.33
45,46,6.49,1654456.0,20.36
46,47,6.74,1653736.0,20.35
47,48,5.55,1652524.0,20.34
48,49,6.37,1655444.0,20.37
49,50,7.24,1656216.0,20.38
50,51,4.51,1655192.0,20.37
51,52,6.26,1656996.0,20.39
52,53,6.64,1655788.0,20.38
53,54,8.51,1659028.0,20.42
54,55,6.55,1656496.0,20.39
55,56,3.97,1654928.0,20.37
56,57,10.86,1656728.0,20.39
57,58,6.13,1658836.0,20.41
