,time_period,cpu,rss,memory
0,1,24.99,1126436.0,13.86
1,2,12.9,1169120.0,14.39
2,3,12.85,1172500.0,14.43
3,4,11.07,1176768.0,14.48
4,5,11.89,1182976.0,14.56
5,6,10.24,1186820.0,14.61
6,7,9.26,1191568.0,14.66
7,8,12.2,1215452.0,14.96
8,9,10.69,1214568.0,14.95
9,10,9.98,1219764.0,15.01
10,11,7.96,1220856.0,15.02
11,12,7.92,1220296.0,15.02
12,13,7.4,1221688.0,15.03
13,14,6.24,1219836.0,15.01
14,15,9.28,1224704.0,15.07
15,16,8.13,1223340.0,15.05
16,17,6.85,1221376.0,15.03
17,18,10.41,1220892.0,15.02
18,19,5.16,1225204.0,15.08
19,20,5.82,1221476.0,15.03
20,21,5.95,1220816.0,15.02
21,22,6.31,1222260.0,15.04
22,23,7.17,1224812.0,15.07
23,24,6.57,1222876.0,15.05
24,25,5.27,1223844.0,15.06
25,26,5.0,1227212.0,15.1
26,27,4.47,1225156.0,15.08
27,28,5.48,1226816.0,15.1
28,29,6.75,1229748.0,15.13
29,30,7.46,1253032.0,15.42
30,31,6.59,1253464.0,15.43
31,32,7.2,1256032.0,15.46
32,33,6.36,1257140.0,15.47
33,34,7.71,1257744.0,15.48
34,35,6.72,1255228.0,15.45
35,36,6.22,1255084.0,15.45
36,37,7.11,1255320.0,15.45
37,38,8.03,1253980.0,15.43
38,39,7.39,1256960.0,15.47
39,40,5.44,1256492.0,15.46
40,41,8.14,1256412.0,15.46
41,42,7.2,1255180.0,15.45
42,43,6.48,1267116.0,15.59
43,44,8.84,1254072.0,15.43
44,45,8.79,1259800.0,15.5
45,46,7.32,1260640.0,15.51
46,47,9.2,1260924.0,15.52
47,48,4.79,1260308.0,15.51
48,49,7.41,1262832.0,15.54
49,50,5.77,1262516.0,15.54
50,51,5.99,1261208.0,15.52
51,52,8.44,1264676.0,15.56
52,53,6.12,1264756.0,15.56
53,54,9.44,1265440.0,15.57
54,55,5.72,1264928.0,15.57
55,56,5.49,1266572.0,15.59
56,57,5.66,1267128.0,15.59
57,58,6.38,1267820.0,15.6
