,time_period,cpu,rss,memory
0,1,20.12,1571780.0,19.34
1,2,17.04,1585952.0,19.52
2,3,14.72,1604364.0,19.74
3,4,14.24,1623528.0,19.98
4,5,15.33,1629444.0,20.05
5,6,13.5,1632112.0,20.09
6,7,10.53,1633524.0,20.1
7,8,10.32,1635308.0,20.12
8,9,8.78,1637616.0,20.15
9,10,7.83,1638552.0,20.16
10,11,8.36,1639404.0,20.17
11,12,6.94,1638964.0,20.17
12,13,6.92,1638388.0,20.16
13,14,8.41,1639780.0,20.18
14,15,7.34,1642340.0,20.21
15,16,7.05,1642128.0,20.21
16,17,7.09,1644216.0,20.23
17,18,8.63,1641884.0,20.21
18,19,9.27,1646108.0,20.26
19,20,6.92,1645416.0,20.25
20,21,6.69,1646604.0,20.26
21,22,6.66,1648608.0,20.29
22,23,6.74,1650396.0,20.31
23,24,6.98,1650140.0,20.31
24,25,5.01,1649732.0,20.3
25,26,7.3,1649604.0,20.3
26,27,6.89,1647868.0,20.28
27,28,5.9,1652608.0,20.34
28,29,3.85,1653172.0,20.34
29,30,5.81,1651812.0,20.33
30,31,4.95,1651876.0,20.33
31,32,4.62,1652088.0,20.33
32,33,4.93,1652928.0,20.34
33,34,4.01,1654580.0,20.36
34,35,4.94,1654532.0,20.36
35,36,4.51,1655004.0,20.37
36,37,4.49,1653580.0,20.35
37,38,4.13,1655216.0,20.37
38,39,4.64,1654976.0,20.37
39,40,5.81,1656364.0,20.38
40,41,4.91,1657856.0,20.4
41,42,4.81,1657716.0,20.4
42,43,4.81,1659068.0,20.42
43,44,4.14,1661572.0,20.45
44,45,4.46,1659004.0,20.42
45,46,4.33,1659936.0,20.43
46,47,5.79,1660228.0,20.43
47,48,3.68,1659384.0,20.42
48,49,5.67,1662088.0,20.45
49,50,4.33,1661404.0,20.45
50,51,4.36,1660428.0,20.43
51,52,5.15,1660716.0,20.44
52,53,4.28,1661188.0,20.44
53,54,4.51,1661144.0,20.44
54,55,5.46,1662028.0,20.45
55,56,6.86,1664500.0,20.48
56,57,3.89,1664396.0,20.48
57,58,5.28,1664128.0,20.48
