,time_period,cpu,rss,memory
0,1,21.39,1416692.0,17.43
1,2,17.02,1477108.0,18.18
2,3,16.11,1483024.0,18.25
3,4,10.91,1482860.0,18.25
4,5,12.99,1488688.0,18.32
5,6,11.71,1489756.0,18.33
6,7,12.69,1492552.0,18.37
7,8,9.77,1494136.0,18.39
8,9,10.53,1497668.0,18.43
9,10,10.06,1494388.0,18.39
10,11,7.47,1497260.0,18.43
11,12,9.7,1498512.0,18.44
12,13,7.09,1495420.0,18.4
13,14,7.27,1496484.0,18.42
14,15,7.98,1494996.0,18.4
15,16,9.52,1494680.0,18.39
16,17,7.22,1499216.0,18.45
17,18,8.89,1500660.0,18.47
18,19,8.56,1506296.0,18.54
19,20,7.43,1503564.0,18.5
20,21,10.1,1506464.0,18.54
21,22,8.48,1508368.0,18.56
22,23,6.81,1508576.0,18.56
23,24,6.39,1507688.0,18.55
24,25,6.04,1506596.0,18.54
25,26,6.52,1507272.0,18.55
26,27,6.73,1507992.0,18.56
27,28,5.54,1509092.0,18.57
28,29,4.65,1512900.0,18.62
29,30,5.78,1512168.0,18.61
30,31,8.6,1515200.0,18.65
31,32,8.08,1514980.0,18.64
32,33,5.95,1516016.0,18.66
33,34,6.45,1517332.0,18.67
34,35,6.66,1517524.0,18.67
35,36,6.24,1515968.0,18.66
36,37,6.48,1521196.0,18.72
37,38,6.06,1521812.0,18.73
38,39,6.16,1521356.0,18.72
39,40,5.91,1524604.0,18.76
40,41,4.91,1522240.0,18.73
41,42,6.43,1525504.0,18.77
42,43,6.85,1525392.0,18.77
43,44,5.85,1527252.0,18.79
44,45,6.41,1525456.0,18.77
45,46,8.51,1531872.0,18.85
46,47,8.85,1530652.0,18.84
47,48,5.79,1529708.0,18.82
48,49,6.76,1528240.0,18.81
49,50,5.89,1530460.0,18.83
50,51,6.21,1531988.0,18.85
51,52,6.38,1529948.0,18.83
52,53,6.34,1529664.0,18.82
53,54,6.62,1538436.0,18.93
54,55,6.21,1537500.0,18.92
55,56,5.34,1538660.0,18.94
56,57,6.34,1540492.0,18.96
57,58,6.69,1539784.0,18.95
