,time_period,cpu,rss,memory
0,1,22.29,1431948.0,17.62
1,2,14.73,1436224.0,17.67
2,3,15.25,1481312.0,18.23
3,4,11.37,1484236.0,18.27
4,5,11.43,1487324.0,18.3
5,6,9.7,1491188.0,18.35
6,7,9.87,1494780.0,18.4
7,8,11.17,1498172.0,18.44
8,9,9.56,1499228.0,18.45
9,10,10.11,1499636.0,18.45
10,11,8.79,1501444.0,18.48
11,12,8.82,1499852.0,18.46
12,13,7.08,1502740.0,18.49
13,14,8.94,1507044.0,18.55
14,15,8.43,1494760.0,18.39
15,16,7.04,1496804.0,18.42
16,17,8.13,1491016.0,18.35
17,18,7.79,1493040.0,18.37
18,19,8.99,1494424.0,18.39
19,20,7.4,1490312.0,18.34
20,21,7.21,1496708.0,18.42
21,22,6.85,1494508.0,18.39
22,23,6.02,1497180.0,18.42
23,24,6.46,1496464.0,18.42
24,25,6.13,1495776.0,18.41
25,26,6.49,1494968.0,18.4
26,27,6.04,1496000.0,18.41
27,28,6.43,1496772.0,18.42
28,29,3.65,1496456.0,18.42
29,30,6.01,1497132.0,18.42
30,31,5.92,1499556.0,18.45
31,32,6.11,1498308.0,18.44
32,33,5.6,1499528.0,18.45
33,34,5.52,1499784.0,18.46
34,35,5.01,1503068.0,18.5
35,36,4.08,1500612.0,18.47
36,37,4.43,1502536.0,18.49
37,38,6.34,1501408.0,18.48
38,39,4.64,1504860.0,18.52
39,40,5.68,1503168.0,18.5
40,41,5.01,1509200.0,18.57
41,42,4.93,1510180.0,18.58
42,43,5.94,1510448.0,18.59
43,44,6.35,1510176.0,18.58
44,45,5.37,1510984.0,18.59
45,46,7.98,1513996.0,18.63
46,47,5.86,1513084.0,18.62
47,48,4.91,1513704.0,18.63
48,49,5.37,1514344.0,18.64
49,50,5.52,1513616.0,18.63
50,51,4.93,1514860.0,18.64
51,52,5.69,1515348.0,18.65
52,53,5.66,1514708.0,18.64
53,54,6.39,1517164.0,18.67
54,55,4.39,1516464.0,18.66
55,56,6.69,1517216.0,18.67
56,57,4.63,1519692.0,18.7
57,58,5.97,1519172.0,18.7
