,time_period,cpu,rss,memory
0,1,22.24,1419788.0,17.47
1,2,16.31,1448992.0,17.83
2,3,14.39,1486928.0,18.3
3,4,11.61,1481144.0,18.23
4,5,11.94,1487956.0,18.31
5,6,9.66,1493324.0,18.38
6,7,9.37,1491248.0,18.35
7,8,10.04,1495900.0,18.41
8,9,12.08,1497292.0,18.43
9,10,9.28,1505604.0,18.53
10,11,10.0,1514820.0,18.64
11,12,8.04,1513928.0,18.63
12,13,10.27,1516832.0,18.67
13,14,5.46,1516740.0,18.67
14,15,9.96,1515932.0,18.66
15,16,7.23,1520024.0,18.71
16,17,8.63,1515460.0,18.65
17,18,7.16,1519768.0,18.7
18,19,9.84,1519248.0,18.7
19,20,8.49,1521388.0,18.72
20,21,5.46,1521536.0,18.72
21,22,6.55,1522488.0,18.74
22,23,5.74,1521196.0,18.72
23,24,5.44,1521136.0,18.72
24,25,6.49,1521480.0,18.72
25,26,5.39,1521008.0,18.72
26,27,6.04,1520068.0,18.71
27,28,7.36,1526720.0,18.79
28,29,3.43,1524636.0,18.76
29,30,6.23,1531000.0,18.84
30,31,4.44,1528736.0,18.81
31,32,4.06,1528972.0,18.82
32,33,4.16,1526508.0,18.79
33,34,4.56,1528032.0,18.8
34,35,4.36,1528020.0,18.8
35,36,4.46,1530320.0,18.83
36,37,4.41,1529112.0,18.82
37,38,5.48,1530024.0,18.83
38,39,5.14,1531792.0,18.85
39,40,5.47,1533000.0,18.87
40,41,4.56,1535300.0,18.89
41,42,5.57,1535088.0,18.89
42,43,3.38,1534616.0,18.89
43,44,6.66,1535508.0,18.9
44,45,5.11,1538456.0,18.93
45,46,4.52,1535580.0,18.9
46,47,3.91,1535868.0,18.9
47,48,3.98,1535536.0,18.9
48,49,4.26,1537184.0,18.92
49,50,3.96,1539616.0,18.95
50,51,4.73,1539384.0,18.94
51,52,5.14,1539144.0,18.94
52,53,5.53,1538304.0,18.93
53,54,7.62,1540820.0,18.96
54,55,5.79,1543112.0,18.99
55,56,4.13,1545212.0,19.02
56,57,4.92,1545408.0,19.02
57,58,4.65,1546004.0,19.03
