,time_period,cpu,rss,memory
0,1,24.39,1561300.0,19.21
1,2,19.34,1646804.0,20.27
2,3,14.56,1655484.0,20.37
3,4,12.11,1658372.0,20.41
4,5,13.66,1659996.0,20.43
5,6,10.94,1664676.0,20.49
6,7,9.73,1667264.0,20.52
7,8,16.01,1669604.0,20.55
8,9,13.9,1676184.0,20.63
9,10,12.37,1685156.0,20.74
10,11,8.9,1684904.0,20.73
11,12,11.28,1686468.0,20.75
12,13,9.86,1687812.0,20.77
13,14,8.26,1686616.0,20.76
14,15,8.35,1685004.0,20.74
15,16,7.6,1687996.0,20.77
16,17,10.88,1700940.0,20.93
17,18,8.07,1697388.0,20.89
18,19,8.49,1695512.0,20.87
19,20,9.0,1700392.0,20.93
20,21,7.67,1699852.0,20.92
21,22,7.5,1701852.0,20.94
22,23,7.37,1700984.0,20.93
23,24,7.58,1703632.0,20.97
24,25,6.48,1703020.0,20.96
25,26,9.14,1701684.0,20.94
26,27,6.14,1701472.0,20.94
27,28,8.78,1705156.0,20.98
28,29,5.38,1704684.0,20.98
29,30,4.91,1705460.0,20.99
30,31,7.07,1707640.0,21.01
31,32,5.83,1706548.0,21.0
32,33,6.11,1707464.0,21.01
33,34,6.84,1708744.0,21.03
34,35,6.84,1707788.0,21.02
35,36,7.15,1705492.0,20.99
36,37,6.84,1706640.0,21.0
37,38,7.3,1707188.0,21.01
38,39,6.45,1707936.0,21.02
39,40,7.93,1708568.0,21.03
40,41,8.54,1707432.0,21.01
41,42,6.59,1706448.0,21.0
42,43,6.82,1708480.0,21.02
43,44,8.2,1708200.0,21.02
44,45,8.12,1707808.0,21.02
45,46,11.34,1710584.0,21.05
46,47,5.09,1709960.0,21.04
47,48,6.46,1708992.0,21.03
48,49,8.74,1707556.0,21.01
49,50,6.54,1705056.0,20.98
50,51,5.58,1709816.0,21.04
51,52,7.21,1710616.0,21.05
52,53,9.3,1712620.0,21.08
53,54,7.32,1712340.0,21.07
54,55,7.66,1714232.0,21.1
55,56,5.75,1715312.0,21.11
56,57,6.29,1714032.0,21.09
57,58,5.68,1713684.0,21.09
