,time_period,cpu,rss,memory
0,1,23.7,1610780.0,19.82
1,2,19.95,1664344.0,20.48
2,3,12.79,1665156.0,20.49
3,4,12.95,1675808.0,20.62
4,5,13.51,1678252.0,20.65
5,6,10.15,1680228.0,20.68
6,7,10.88,1683720.0,20.72
7,8,9.1,1689064.0,20.79
8,9,10.74,1686556.0,20.76
9,10,11.01,1687644.0,20.77
10,11,10.97,1697420.0,20.89
11,12,9.13,1695428.0,20.86
12,13,8.02,1687260.0,20.76
13,14,9.93,1689056.0,20.79
14,15,6.87,1691976.0,20.82
15,16,7.88,1693620.0,20.84
16,17,7.37,1691640.0,20.82
17,18,9.32,1690840.0,20.81
18,19,6.34,1693360.0,20.84
19,20,6.27,1694544.0,20.85
20,21,6.75,1693772.0,20.84
21,22,6.84,1695612.0,20.87
22,23,7.11,1697232.0,20.89
23,24,6.71,1699408.0,20.91
24,25,8.18,1705164.0,20.98
25,26,6.26,1704624.0,20.98
26,27,6.45,1707416.0,21.01
27,28,6.28,1708540.0,21.03
28,29,3.53,1708604.0,21.03
29,30,5.31,1710044.0,21.04
30,31,5.33,1709668.0,21.04
31,32,5.55,1710328.0,21.05
32,33,4.71,1709712.0,21.04
33,34,5.27,1719676.0,21.16
34,35,6.48,1708844.0,21.03
35,36,4.68,1710128.0,21.05
36,37,4.38,1712196.0,21.07
37,38,6.3,1706420.0,21.0
38,39,5.69,1704572.0,20.98
39,40,4.85,1709452.0,21.04
40,41,5.41,1708944.0,21.03
41,42,4.89,1709076.0,21.03
42,43,5.69,1708944.0,21.03
43,44,5.17,1712284.0,21.07
44,45,5.89,1710124.0,21.05
45,46,3.98,1712420.0,21.07
46,47,5.88,1711296.0,21.06
47,48,4.94,1712768.0,21.08
48,49,4.77,1712616.0,21.08
49,50,6.48,1711588.0,21.06
50,51,5.14,1711532.0,21.06
51,52,5.86,1715424.0,21.11
52,53,6.62,1713264.0,21.08
53,54,4.54,1715232.0,21.11
54,55,4.36,1716700.0,21.13
55,56,5.64,1715868.0,21.12
56,57,3.63,1713656.0,21.09
57,58,5.11,1713888.0,21.09
