,time_period,cpu,rss,memory
0,1,18.76,836480.0,10.29
1,2,20.98,843928.0,10.39
2,3,15.86,848120.0,10.44
3,4,14.65,850460.0,10.47
4,5,15.36,853744.0,10.51
5,6,10.66,854808.0,10.52
6,7,10.04,856536.0,10.54
7,8,10.23,860296.0,10.59
8,9,9.21,862460.0,10.61
9,10,9.9,863280.0,10.62
10,11,7.8,864812.0,10.64
11,12,8.52,864508.0,10.64
12,13,10.1,866080.0,10.66
13,14,11.04,864932.0,10.64
14,15,7.21,869624.0,10.7
15,16,8.55,866792.0,10.67
16,17,9.65,877468.0,10.8
17,18,10.4,867160.0,10.67
18,19,6.02,865144.0,10.65
19,20,8.74,869772.0,10.7
20,21,10.12,871064.0,10.72
21,22,7.09,871060.0,10.72
22,23,7.01,873008.0,10.74
23,24,5.36,872472.0,10.74
24,25,7.1,870948.0,10.72
25,26,6.06,873216.0,10.75
26,27,9.67,874952.0,10.77
27,28,7.55,873852.0,10.75
28,29,3.71,875560.0,10.77
29,30,6.12,877136.0,10.79
30,31,4.41,876604.0,10.79
31,32,4.75,875000.0,10.77
32,33,4.66,874964.0,10.77
33,34,5.48,877152.0,10.79
34,35,5.59,877680.0,10.8
35,36,4.99,875564.0,10.77
36,37,4.14,877796.0,10.8
37,38,4.54,878080.0,10.81
38,39,4.11,877676.0,10.8
39,40,4.38,876792.0,10.79
40,41,4.91,879812.0,10.83
41,42,5.82,877696.0,10.8
42,43,4.34,881328.0,10.85
43,44,4.68,880416.0,10.83
44,45,4.73,882696.0,10.86
45,46,4.79,882076.0,10.86
46,47,4.29,882740.0,10.86
47,48,3.75,879952.0,10.83
48,49,5.89,879924.0,10.83
49,50,5.69,878180.0,10.81
50,51,4.35,879012.0,10.82
51,52,4.23,881256.0,10.84
52,53,4.51,880800.0,10.84
53,54,4.95,879444.0,10.82
54,55,6.68,879692.0,10.83
55,56,4.66,880828.0,10.84
56,57,5.86,881996.0,10.85
57,58,4.54,881900.0,10.85
