,time_period,cpu,rss,memory
0,1,22.08,1282276.0,15.78
1,2,14.64,1340492.0,16.5
2,3,13.23,1344388.0,16.54
3,4,13.04,1353340.0,16.65
4,5,11.15,1355112.0,16.68
5,6,9.27,1356912.0,16.7
6,7,10.12,1358148.0,16.71
7,8,8.58,1363048.0,16.77
8,9,7.83,1365940.0,16.81
9,10,5.57,1367612.0,16.83
10,11,7.95,1368492.0,16.84
11,12,8.36,1370760.0,16.87
12,13,8.17,1371084.0,16.87
13,14,6.52,1372704.0,16.89
14,15,6.78,1372928.0,16.9
15,16,6.84,1371392.0,16.88
16,17,5.93,1370200.0,16.86
17,18,5.27,1370684.0,16.87
18,19,5.58,1368372.0,16.84
19,20,8.1,1366456.0,16.82
20,21,4.99,1368076.0,16.84
21,22,5.53,1367348.0,16.83
22,23,7.21,1360016.0,16.74
23,24,10.81,1363128.0,16.77
24,25,5.53,1363888.0,16.78
25,26,5.16,1360992.0,16.75
26,27,4.18,1361120.0,16.75
27,28,5.36,1359756.0,16.73
28,29,3.15,1361440.0,16.75
29,30,7.0,1359780.0,16.73
30,31,5.06,1362612.0,16.77
31,32,5.48,1360320.0,16.74
32,33,4.81,1361192.0,16.75
33,34,5.15,1360712.0,16.75
34,35,5.3,1360556.0,16.74
35,36,4.36,1363696.0,16.78
36,37,5.69,1362168.0,16.76
37,38,4.46,1365064.0,16.8
38,39,4.32,1367104.0,16.82
39,40,4.43,1369416.0,16.85
40,41,7.85,1370068.0,16.86
41,42,5.73,1372880.0,16.89
42,43,4.73,1383124.0,17.02
43,44,4.74,1381968.0,17.01
44,45,4.33,1382528.0,17.01
45,46,5.04,1387116.0,17.07
46,47,5.09,1387920.0,17.08
47,48,5.21,1388536.0,17.09
48,49,4.08,1387412.0,17.07
49,50,5.24,1390668.0,17.11
50,51,4.43,1391324.0,17.12
51,52,4.52,1389688.0,17.1
52,53,5.16,1393240.0,17.15
53,54,4.21,1393660.0,17.15
54,55,6.66,1394568.0,17.16
55,56,4.2,1393000.0,17.14
56,57,3.86,1394760.0,17.16
57,58,5.48,1396648.0,17.19
