,time_period,cpu,rss,memory
0,1,21.7,1039320.0,12.79
1,2,20.74,1052116.0,12.95
2,3,14.98,1048764.0,12.91
3,4,11.17,1051992.0,12.95
4,5,12.14,1051548.0,12.94
5,6,12.92,1059476.0,13.04
6,7,11.58,1065488.0,13.11
7,8,9.43,1068280.0,13.15
8,9,12.87,1071828.0,13.19
9,10,10.28,1073724.0,13.21
10,11,9.24,1073736.0,13.21
11,12,11.23,1075488.0,13.24
12,13,9.22,1076968.0,13.25
13,14,8.55,1081760.0,13.31
14,15,9.64,1082888.0,13.33
15,16,9.76,1095428.0,13.48
16,17,7.97,1085916.0,13.36
17,18,6.58,1086624.0,13.37
18,19,7.93,1085600.0,13.36
19,20,10.1,1089016.0,13.4
20,21,6.78,1087040.0,13.38
21,22,8.86,1088788.0,13.4
22,23,6.83,1092744.0,13.45
23,24,7.86,1094688.0,13.47
24,25,6.58,1094676.0,13.47
25,26,5.6,1095504.0,13.48
26,27,5.62,1095592.0,13.48
27,28,7.92,1095972.0,13.49
28,29,4.86,1099672.0,13.53
29,30,7.44,1105048.0,13.6
30,31,7.63,1101060.0,13.55
31,32,7.88,1100664.0,13.55
32,33,9.97,1100560.0,13.54
33,34,7.2,1101888.0,13.56
34,35,7.47,1103640.0,13.58
35,36,7.72,1101856.0,13.56
36,37,6.28,1104788.0,13.6
37,38,8.64,1104548.0,13.59
38,39,6.88,1106472.0,13.62
39,40,7.56,1107540.0,13.63
40,41,6.49,1107500.0,13.63
41,42,10.66,1108984.0,13.65
42,43,7.95,1112140.0,13.69
43,44,7.98,1111420.0,13.68
44,45,6.92,1110780.0,13.67
45,46,7.62,1110628.0,13.67
46,47,6.12,1113276.0,13.7
47,48,6.4,1111236.0,13.68
48,49,6.58,1112612.0,13.69
49,50,6.63,1114104.0,13.71
50,51,7.36,1113920.0,13.71
51,52,10.62,1115072.0,13.72
52,53,6.85,1113848.0,13.71
53,54,6.71,1115468.0,13.73
54,55,10.21,1115748.0,13.73
55,56,9.61,1116124.0,13.74
56,57,5.68,1119928.0,13.78
57,58,6.45,1115260.0,13.72
