,time_period,cpu,rss,memory
0,1,26.56,1209856.0,14.89
1,2,18.75,1214676.0,14.95
2,3,12.99,1218248.0,14.99
3,4,13.01,1225084.0,15.08
4,5,16.23,1226484.0,15.09
5,6,12.81,1229352.0,15.13
6,7,12.84,1225612.0,15.08
7,8,10.78,1227148.0,15.1
8,9,9.68,1230060.0,15.14
9,10,10.55,1236432.0,15.22
10,11,8.23,1237148.0,15.22
11,12,10.84,1238036.0,15.24
12,13,8.45,1240460.0,15.27
13,14,9.8,1243220.0,15.3
14,15,12.03,1241940.0,15.28
15,16,8.17,1245592.0,15.33
16,17,9.2,1246536.0,15.34
17,18,7.15,1248312.0,15.36
18,19,7.97,1246312.0,15.34
19,20,9.08,1250432.0,15.39
20,21,8.45,1251108.0,15.4
21,22,10.91,1254164.0,15.43
22,23,9.11,1254500.0,15.44
23,24,6.22,1256224.0,15.46
24,25,7.87,1255332.0,15.45
25,26,8.43,1257028.0,15.47
26,27,8.14,1255756.0,15.45
27,28,6.29,1256924.0,15.47
28,29,5.03,1259112.0,15.49
29,30,4.49,1259356.0,15.5
30,31,5.11,1259944.0,15.51
31,32,4.96,1265584.0,15.57
32,33,4.85,1258504.0,15.49
33,34,5.01,1260632.0,15.51
34,35,5.27,1261464.0,15.52
35,36,5.99,1260844.0,15.52
36,37,5.51,1261428.0,15.52
37,38,5.11,1262064.0,15.53
38,39,5.61,1262036.0,15.53
39,40,4.8,1265160.0,15.57
40,41,5.43,1264480.0,15.56
41,42,6.52,1265476.0,15.57
42,43,4.83,1266560.0,15.59
43,44,9.0,1267380.0,15.6
44,45,6.24,1268504.0,15.61
45,46,4.46,1271756.0,15.65
46,47,4.89,1271124.0,15.64
47,48,5.07,1272468.0,15.66
48,49,4.81,1273720.0,15.67
49,50,4.58,1274368.0,15.68
50,51,4.11,1273768.0,15.68
51,52,7.58,1273520.0,15.67
52,53,5.98,1274672.0,15.69
53,54,6.11,1276016.0,15.7
54,55,4.19,1274204.0,15.68
55,56,4.96,1275304.0,15.69
56,57,4.6,1276840.0,15.71
57,58,4.71,1275644.0,15.7
