,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,13.0,2.0,7.0,4.0,12.0,13.0,4.0,52.0,7.0,9.0,15.0,5.0,1,0.03636363636363636,0.09090909090909091,0.12727272727272726
1,2,17.0,3.0,3.0,2.0,14.0,7.0,8.0,50.0,13.0,4.0,15.0,1.0,1,0.509090909090909,0.43636363636363634,0.9454545454545453
2,3,6.0,4.0,3.0,6.0,10.0,12.0,9.0,55.0,9.0,6.0,15.0,3.0,1,0.10909090909090909,0.03636363636363636,0.14545454545454545
3,4,12.0,1.0,3.0,5.0,18.0,16.0,7.0,53.0,7.0,2.0,16.0,3.0,1,0.6909090909090909,0.5818181818181818,1.2727272727272727
4,5,14.0,3.0,3.0,8.0,10.0,15.0,4.0,51.0,11.0,7.0,14.0,4.0,1,0.4,0.05454545454545454,0.4545454545454546
5,6,19.0,4.0,7.0,4.0,12.0,16.0,3.0,48.0,3.0,5.0,13.0,3.0,1,0.12727272727272726,0.6545454545454545,0.7818181818181817
6,7,6.0,3.0,0.0,6.0,7.0,21.0,7.0,52.0,10.0,4.0,22.0,2.0,1,0.6363636363636364,0.6909090909090909,1.3272727272727272
7,8,13.0,4.0,6.0,4.0,11.0,17.0,6.0,51.0,7.0,4.0,14.0,6.0,1,0.4727272727272727,0.38181818181818183,0.8545454545454545
8,9,13.0,4.0,1.0,5.0,11.0,17.0,12.0,49.0,8.0,5.0,12.0,5.0,1,0.07272727272727272,0.5454545454545454,0.6181818181818182
9,10,8.0,1.0,2.0,7.0,12.0,21.0,7.0,46.0,7.0,1.0,19.0,6.0,1,0.16363636363636364,0.7272727272727273,0.8909090909090909
10,11,7.0,4.0,7.0,3.0,11.0,23.0,5.0,61.0,11.0,8.0,13.0,2.0,1,0.9454545454545454,0.4,1.3454545454545455
11,12,14.0,1.0,2.0,4.0,16.0,15.0,7.0,55.0,9.0,8.0,14.0,3.0,1,0.23636363636363636,0.41818181818181815,0.6545454545454545
12,13,12.0,4.0,7.0,4.0,18.0,13.0,5.0,55.0,4.0,6.0,10.0,1.0,1,0.8727272727272727,0.2909090909090909,1.1636363636363636
13,14,12.0,3.0,6.0,4.0,11.0,15.0,7.0,52.0,8.0,5.0,17.0,2.0,1,0.2545454545454545,0.23636363636363636,0.49090909090909085
14,15,8.0,2.0,6.0,8.0,16.0,13.0,9.0,49.0,3.0,7.0,15.0,4.0,1,0.41818181818181815,0.34545454545454546,0.7636363636363637
15,16,13.0,3.0,3.0,4.0,10.0,15.0,3.0,52.0,10.0,4.0,15.0,9.0,1,0.9090909090909091,0.3090909090909091,1.2181818181818183
16,17,12.0,4.0,4.0,3.0,10.0,19.0,6.0,57.0,8.0,7.0,11.0,4.0,1,0.5636363636363636,0.21818181818181817,0.7818181818181817
17,18,7.0,5.0,4.0,5.0,12.0,23.0,7.0,57.0,4.0,4.0,11.0,6.0,1,0.8545454545454545,0.5272727272727272,1.3818181818181818
18,19,11.0,5.0,6.0,6.0,10.0,12.0,3.0,56.0,10.0,8.0,9.0,6.0,1,0.21818181818181817,0.01818181818181818,0.23636363636363636
