,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,6.0,9.0,12.0,10.0,7.0,1.0,3.0,42.0,18.0,6.0,17.0,9.0,2,0.12727272727272726,0.7454545454545455,0.8727272727272728
1,2,4.0,7.0,8.0,11.0,3.0,3.0,2.0,54.0,16.0,17.0,5.0,7.0,2,0.21818181818181817,0.509090909090909,0.7272727272727272
2,3,9.0,7.0,13.0,9.0,5.0,3.0,4.0,50.0,12.0,18.0,4.0,11.0,2,0.2,0.18181818181818182,0.38181818181818183
3,4,3.0,11.0,6.0,20.0,5.0,1.0,1.0,50.0,7.0,17.0,10.0,10.0,2,0.32727272727272727,1.0,1.3272727272727272
4,5,6.0,13.0,6.0,10.0,3.0,3.0,1.0,55.0,11.0,23.0,12.0,6.0,2,0.43636363636363634,0.8181818181818182,1.2545454545454546
5,6,6.0,2.0,6.0,17.0,4.0,2.0,3.0,46.0,17.0,16.0,7.0,9.0,2,0.9818181818181818,0.9272727272727272,1.9090909090909092
6,7,3.0,6.0,15.0,9.0,3.0,3.0,5.0,53.0,12.0,22.0,8.0,7.0,2,0.7818181818181819,0.8363636363636363,1.6181818181818182
7,8,10.0,12.0,8.0,7.0,8.0,1.0,3.0,50.0,7.0,14.0,5.0,7.0,2,0.16363636363636364,0.01818181818181818,0.18181818181818182
8,9,6.0,6.0,8.0,5.0,9.0,3.0,3.0,57.0,12.0,19.0,14.0,7.0,2,0.6181818181818182,0.21818181818181817,0.8363636363636363
9,10,2.0,10.0,11.0,12.0,7.0,3.0,1.0,56.0,12.0,18.0,12.0,6.0,2,0.41818181818181815,0.7818181818181819,1.2
10,11,4.0,11.0,19.0,6.0,7.0,0.0,1.0,51.0,10.0,18.0,8.0,5.0,2,0.5636363636363636,0.9090909090909091,1.4727272727272727
11,12,9.0,13.0,5.0,16.0,8.0,1.0,1.0,50.0,8.0,14.0,10.0,5.0,2,0.6545454545454545,0.6909090909090909,1.3454545454545455
12,13,4.0,16.0,8.0,21.0,6.0,0.0,2.0,52.0,10.0,15.0,8.0,5.0,2,0.5454545454545454,0.9636363636363636,1.509090909090909
13,14,7.0,15.0,11.0,9.0,9.0,2.0,1.0,55.0,14.0,10.0,14.0,3.0,2,0.03636363636363636,0.16363636363636364,0.2
14,15,7.0,9.0,6.0,14.0,8.0,1.0,2.0,43.0,7.0,10.0,10.0,8.0,2,0.4909090909090909,0.5454545454545454,1.0363636363636364
15,16,8.0,10.0,3.0,9.0,9.0,5.0,2.0,59.0,14.0,16.0,10.0,9.0,2,0.45454545454545453,0.05454545454545454,0.509090909090909
16,17,4.0,8.0,7.0,18.0,5.0,1.0,1.0,47.0,10.0,14.0,13.0,10.0,2,0.05454545454545454,0.9454545454545454,1.0
17,18,5.0,8.0,10.0,18.0,7.0,2.0,6.0,43.0,9.0,13.0,8.0,10.0,2,0.2545454545454545,0.8727272727272727,1.1272727272727272
18,19,10.0,6.0,7.0,13.0,3.0,4.0,6.0,41.0,8.0,13.0,9.0,4.0,2,0.18181818181818182,0.12727272727272726,0.3090909090909091
19,20,9.0,10.0,12.0,13.0,3.0,1.0,3.0,47.0,10.0,16.0,8.0,8.0,2,0.5272727272727272,0.5272727272727272,1.0545454545454545
20,21,5.0,14.0,7.0,15.0,6.0,1.0,2.0,52.0,12.0,11.0,9.0,10.0,2,0.6727272727272727,0.34545454545454546,1.018181818181818
