,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,16.0,4.0,7.0,4.0,9.0,0.0,22.0,47.0,18.0,12.0,2.0,1.0,1,0.10909090909090909,0.2727272727272727,0.3818181818181818
1,2,8.0,4.0,8.0,2.0,3.0,3.0,23.0,44.0,21.0,7.0,5.0,4.0,1,0.12727272727272726,0.43636363636363634,0.5636363636363636
2,3,10.0,5.0,6.0,7.0,7.0,2.0,12.0,59.0,28.0,9.0,2.0,4.0,1,0.8181818181818182,0.03636363636363636,0.8545454545454546
3,4,17.0,3.0,14.0,2.0,4.0,2.0,19.0,34.0,17.0,5.0,3.0,2.0,1,0.32727272727272727,0.6181818181818182,0.9454545454545454
4,5,14.0,5.0,11.0,1.0,3.0,3.0,14.0,50.0,20.0,9.0,5.0,4.0,1,0.2909090909090909,0.09090909090909091,0.38181818181818183
5,6,15.0,7.0,12.0,2.0,6.0,2.0,15.0,48.0,17.0,11.0,3.0,5.0,1,0.6909090909090909,0.05454545454545454,0.7454545454545455
6,7,16.0,7.0,7.0,4.0,5.0,5.0,22.0,44.0,13.0,8.0,3.0,3.0,1,0.2,0.23636363636363636,0.4363636363636364
7,8,13.0,4.0,9.0,3.0,5.0,7.0,14.0,51.0,19.0,8.0,2.0,2.0,1,0.21818181818181817,0.07272727272727272,0.2909090909090909
8,9,15.0,3.0,5.0,1.0,4.0,2.0,20.0,44.0,20.0,8.0,7.0,5.0,1,0.2545454545454545,0.38181818181818183,0.6363636363636364
9,10,14.0,4.0,5.0,4.0,6.0,4.0,27.0,43.0,16.0,6.0,5.0,2.0,1,0.5272727272727272,0.5272727272727272,1.0545454545454545
10,11,19.0,5.0,8.0,1.0,3.0,4.0,20.0,40.0,17.0,3.0,0.0,3.0,1,0.3090909090909091,0.5636363636363636,0.8727272727272727
11,12,15.0,8.0,7.0,4.0,2.0,2.0,18.0,46.0,17.0,6.0,7.0,2.0,1,0.36363636363636365,0.12727272727272726,0.4909090909090909
12,13,15.0,7.0,7.0,3.0,5.0,2.0,22.0,46.0,18.0,6.0,5.0,2.0,1,0.09090909090909091,0.2545454545454545,0.34545454545454546
13,14,13.0,2.0,7.0,6.0,2.0,8.0,17.0,41.0,24.0,3.0,2.0,4.0,1,0.34545454545454546,0.4727272727272727,0.8181818181818181
14,15,12.0,3.0,9.0,4.0,6.0,4.0,19.0,47.0,21.0,7.0,6.0,3.0,1,0.14545454545454545,0.18181818181818182,0.32727272727272727
15,16,19.0,3.0,6.0,2.0,7.0,4.0,21.0,46.0,18.0,7.0,3.0,3.0,1,0.07272727272727272,0.41818181818181815,0.49090909090909085
16,17,18.0,5.0,8.0,1.0,0.0,2.0,18.0,37.0,14.0,11.0,5.0,4.0,1,0.9636363636363636,0.45454545454545453,1.4181818181818182
17,18,13.0,6.0,7.0,3.0,1.0,4.0,30.0,40.0,16.0,4.0,3.0,3.0,1,0.5636363636363636,0.6727272727272727,1.2363636363636363
18,19,11.0,2.0,7.0,6.0,3.0,5.0,30.0,42.0,18.0,10.0,1.0,3.0,1,0.05454545454545454,0.6545454545454545,0.7090909090909091
19,20,11.0,6.0,6.0,1.0,7.0,7.0,18.0,53.0,21.0,6.0,4.0,7.0,1,0.9272727272727272,0.14545454545454545,1.0727272727272728
20,21,17.0,7.0,7.0,3.0,4.0,2.0,12.0,42.0,15.0,7.0,3.0,6.0,1,0.7090909090909091,0.10909090909090909,0.8181818181818182
21,22,14.0,4.0,6.0,4.0,7.0,2.0,12.0,56.0,19.0,15.0,2.0,6.0,1,0.01818181818181818,0.01818181818181818,0.03636363636363636
22,23,19.0,5.0,8.0,2.0,3.0,6.0,16.0,46.0,13.0,7.0,1.0,8.0,1,0.43636363636363634,0.2,0.6363636363636364
23,24,20.0,4.0,6.0,1.0,4.0,5.0,21.0,41.0,15.0,5.0,3.0,3.0,1,0.4909090909090909,0.509090909090909,1.0
24,25,16.0,5.0,8.0,0.0,5.0,6.0,16.0,48.0,20.0,6.0,4.0,4.0,1,0.6545454545454545,0.21818181818181817,0.8727272727272727
25,26,16.0,5.0,3.0,5.0,4.0,3.0,27.0,45.0,19.0,7.0,2.0,1.0,1,0.509090909090909,0.5454545454545454,1.0545454545454545
26,27,17.0,8.0,5.0,4.0,5.0,4.0,20.0,45.0,19.0,4.0,2.0,3.0,1,0.6,0.32727272727272727,0.9272727272727272
27,28,7.0,3.0,8.0,2.0,0.0,0.0,9.0,13.0,6.0,1.0,2.0,4.0,1,0.2727272727272727,0.8,1.0727272727272728
