,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,16.0,1.0,12.0,8.0,3.0,11.0,3.0,48.0,14.0,15.0,1.0,10.0,2,0.03636363636363636,0.18181818181818182,0.2181818181818182
1,2,17.0,4.0,9.0,5.0,2.0,5.0,2.0,43.0,14.0,10.0,4.0,10.0,2,0.05454545454545454,0.01818181818181818,0.07272727272727272
2,3,16.0,4.0,14.0,11.0,2.0,10.0,1.0,46.0,11.0,15.0,3.0,9.0,2,0.3090909090909091,0.21818181818181817,0.5272727272727272
3,4,18.0,0.0,12.0,7.0,0.0,13.0,4.0,44.0,14.0,11.0,1.0,11.0,2,0.6909090909090909,0.38181818181818183,1.0727272727272728
4,5,11.0,3.0,17.0,12.0,1.0,7.0,2.0,37.0,7.0,15.0,2.0,16.0,2,0.07272727272727272,0.9090909090909091,0.9818181818181818
5,6,17.0,1.0,9.0,13.0,1.0,8.0,2.0,45.0,16.0,14.0,1.0,9.0,2,0.7272727272727273,0.2545454545454545,0.9818181818181818
6,7,14.0,3.0,16.0,5.0,2.0,6.0,4.0,38.0,12.0,11.0,4.0,18.0,2,0.12727272727272726,0.6363636363636364,0.7636363636363637
7,8,11.0,3.0,12.0,8.0,4.0,7.0,1.0,49.0,15.0,14.0,1.0,17.0,2,0.6363636363636364,0.07272727272727272,0.7090909090909091
8,9,20.0,3.0,20.0,8.0,1.0,8.0,1.0,30.0,8.0,7.0,2.0,15.0,2,0.9818181818181818,1.0,1.981818181818182
9,10,16.0,3.0,17.0,11.0,1.0,7.0,3.0,38.0,7.0,14.0,1.0,11.0,2,0.8545454545454545,0.8727272727272727,1.727272727272727
10,11,21.0,2.0,10.0,8.0,2.0,8.0,3.0,45.0,10.0,15.0,1.0,10.0,2,0.6181818181818182,0.509090909090909,1.1272727272727272
11,12,8.0,3.0,12.0,10.0,0.0,15.0,1.0,45.0,16.0,9.0,3.0,16.0,2,0.8181818181818182,0.23636363636363636,1.0545454545454547
12,13,12.0,3.0,13.0,8.0,1.0,9.0,1.0,46.0,13.0,15.0,5.0,14.0,2,0.01818181818181818,0.12727272727272726,0.14545454545454545
13,14,14.0,3.0,14.0,13.0,3.0,9.0,4.0,38.0,10.0,8.0,2.0,12.0,2,0.4909090909090909,0.4,0.8909090909090909
