,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,7.0,6.0,5.0,13.0,5.0,2.0,2.0,34.0,11.0,2.0,22.0,12.0,2,0.2,0.2909090909090909,0.4909090909090909
1,2,15.0,5.0,9.0,15.0,5.0,5.0,7.0,25.0,8.0,0.0,8.0,21.0,2,0.3090909090909091,0.8545454545454545,1.1636363636363636
2,3,10.0,5.0,9.0,7.0,9.0,1.0,10.0,27.0,10.0,0.0,20.0,15.0,2,0.14545454545454545,0.7090909090909091,0.8545454545454545
3,4,11.0,10.0,11.0,6.0,11.0,1.0,5.0,31.0,5.0,1.0,14.0,14.0,2,0.23636363636363636,0.36363636363636365,0.6
4,5,10.0,4.0,6.0,13.0,7.0,1.0,9.0,30.0,13.0,1.0,16.0,16.0,2,0.4,0.5272727272727272,0.9272727272727272
5,6,6.0,9.0,16.0,6.0,11.0,6.0,8.0,40.0,7.0,3.0,10.0,14.0,1,0.21818181818181817,0.09090909090909091,0.3090909090909091
6,7,9.0,8.0,9.0,6.0,8.0,3.0,12.0,36.0,6.0,7.0,18.0,10.0,2,0.07272727272727272,0.10909090909090909,0.18181818181818182
7,8,12.0,6.0,12.0,2.0,5.0,3.0,7.0,28.0,9.0,1.0,18.0,11.0,2,0.38181818181818183,0.38181818181818183,0.7636363636363637
8,9,19.0,2.0,10.0,11.0,12.0,1.0,10.0,32.0,9.0,2.0,12.0,6.0,2,0.36363636363636365,0.3090909090909091,0.6727272727272727
9,10,12.0,9.0,7.0,8.0,6.0,2.0,6.0,30.0,5.0,2.0,17.0,20.0,2,0.7454545454545455,0.6363636363636364,1.3818181818181818
10,11,16.0,8.0,7.0,8.0,8.0,4.0,9.0,32.0,8.0,2.0,12.0,14.0,2,0.41818181818181815,0.16363636363636364,0.5818181818181818
11,12,10.0,9.0,5.0,10.0,9.0,5.0,4.0,43.0,12.0,4.0,10.0,11.0,2,0.5454545454545454,0.01818181818181818,0.5636363636363636
12,13,12.0,8.0,8.0,11.0,8.0,2.0,6.0,37.0,9.0,5.0,12.0,13.0,2,0.509090909090909,0.07272727272727272,0.5818181818181818
13,14,12.0,4.0,12.0,7.0,9.0,3.0,8.0,31.0,7.0,3.0,14.0,16.0,2,1.0,0.2545454545454545,1.2545454545454544
14,15,14.0,11.0,8.0,10.0,6.0,3.0,9.0,29.0,6.0,1.0,15.0,14.0,2,0.6181818181818182,0.4727272727272727,1.0909090909090908
15,16,13.0,7.0,14.0,12.0,6.0,4.0,2.0,30.0,9.0,1.0,16.0,11.0,2,0.9636363636363636,0.32727272727272727,1.290909090909091
16,17,16.0,3.0,7.0,10.0,10.0,5.0,6.0,33.0,6.0,2.0,7.0,14.0,2,0.7636363636363637,0.14545454545454545,0.9090909090909092
17,18,10.0,10.0,10.0,5.0,6.0,7.0,9.0,41.0,12.0,3.0,18.0,7.0,2,0.6363636363636364,0.05454545454545454,0.6909090909090909
18,19,14.0,3.0,6.0,9.0,7.0,6.0,10.0,30.0,10.0,1.0,14.0,17.0,2,0.12727272727272726,0.23636363636363636,0.36363636363636365
19,20,9.0,10.0,8.0,11.0,7.0,2.0,9.0,35.0,8.0,3.0,19.0,9.0,2,0.03636363636363636,0.18181818181818182,0.2181818181818182
20,21,15.0,3.0,12.0,4.0,6.0,4.0,8.0,27.0,7.0,2.0,14.0,15.0,2,0.9454545454545454,0.509090909090909,1.4545454545454546
21,22,15.0,4.0,6.0,7.0,1.0,2.0,4.0,23.0,8.0,6.0,24.0,18.0,2,0.6,1.0,1.6
