,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,8.0,4.0,6.0,2.0,3.0,8.0,8.0,38.0,11.0,9.0,28.0,9.0,2,0.18181818181818182,0.43636363636363634,0.6181818181818182
1,2,5.0,4.0,7.0,4.0,9.0,4.0,7.0,41.0,13.0,7.0,21.0,8.0,2,0.2727272727272727,0.05454545454545454,0.32727272727272727
2,3,4.0,5.0,9.0,7.0,4.0,7.0,11.0,35.0,8.0,4.0,17.0,17.0,2,0.23636363636363636,0.2,0.4363636363636364
3,4,6.0,5.0,9.0,4.0,3.0,5.0,14.0,39.0,14.0,9.0,15.0,10.0,2,0.8181818181818182,0.01818181818181818,0.8363636363636364
4,5,5.0,2.0,6.0,10.0,4.0,4.0,9.0,27.0,8.0,9.0,26.0,10.0,2,0.36363636363636365,0.7636363636363637,1.1272727272727274
5,6,6.0,6.0,7.0,3.0,6.0,2.0,5.0,35.0,11.0,8.0,28.0,16.0,2,0.4727272727272727,0.5818181818181818,1.0545454545454545
6,7,8.0,5.0,7.0,3.0,6.0,6.0,4.0,45.0,14.0,8.0,21.0,12.0,2,0.6,0.03636363636363636,0.6363636363636364
7,8,8.0,3.0,8.0,3.0,3.0,6.0,7.0,37.0,12.0,9.0,28.0,9.0,2,0.05454545454545454,0.45454545454545453,0.509090909090909
8,9,9.0,8.0,11.0,2.0,4.0,1.0,6.0,37.0,15.0,6.0,9.0,17.0,1,0.32727272727272727,0.10909090909090909,0.43636363636363634
9,10,2.0,0.0,11.0,2.0,2.0,6.0,4.0,31.0,9.0,10.0,30.0,19.0,2,0.7636363636363637,0.9090909090909091,1.6727272727272728
10,11,8.0,3.0,4.0,5.0,4.0,3.0,7.0,32.0,8.0,10.0,31.0,13.0,2,0.2,0.8181818181818182,1.0181818181818183
11,12,9.0,7.0,10.0,1.0,3.0,2.0,9.0,37.0,9.0,12.0,23.0,11.0,2,0.43636363636363634,0.3090909090909091,0.7454545454545454
12,13,8.0,1.0,6.0,4.0,2.0,2.0,4.0,31.0,14.0,10.0,27.0,14.0,2,0.8727272727272727,0.7272727272727273,1.6
13,14,10.0,5.0,5.0,6.0,7.0,1.0,12.0,27.0,8.0,7.0,21.0,16.0,2,0.4909090909090909,0.6909090909090909,1.1818181818181819
