,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,8.0,5.0,19.0,8.0,7.0,7.0,12.0,33.0,7.0,1.0,4.0,16.0,1,0.18181818181818182,0.18181818181818182,0.36363636363636365
1,2,8.0,7.0,9.0,12.0,4.0,2.0,17.0,30.0,5.0,5.0,9.0,10.0,1,0.07272727272727272,0.34545454545454546,0.4181818181818182
2,3,7.0,9.0,16.0,14.0,5.0,5.0,11.0,38.0,9.0,0.0,1.0,12.0,1,0.9090909090909091,0.07272727272727272,0.9818181818181818
3,4,5.0,9.0,8.0,16.0,4.0,3.0,15.0,32.0,7.0,4.0,7.0,13.0,1,0.2,0.2909090909090909,0.4909090909090909
4,5,10.0,8.0,17.0,10.0,3.0,3.0,15.0,32.0,12.0,1.0,5.0,11.0,1,0.32727272727272727,0.21818181818181817,0.5454545454545454
5,6,10.0,6.0,11.0,14.0,6.0,2.0,9.0,35.0,7.0,7.0,5.0,15.0,1,0.23636363636363636,0.09090909090909091,0.32727272727272727
6,7,3.0,10.0,8.0,16.0,5.0,2.0,13.0,33.0,4.0,3.0,7.0,16.0,1,0.4727272727272727,0.4909090909090909,0.9636363636363636
7,8,6.0,3.0,16.0,11.0,4.0,6.0,13.0,30.0,6.0,2.0,4.0,17.0,1,0.34545454545454546,0.509090909090909,0.8545454545454545
8,9,7.0,0.0,9.0,12.0,8.0,4.0,14.0,36.0,14.0,1.0,14.0,6.0,1,0.509090909090909,0.03636363636363636,0.5454545454545454
9,10,5.0,7.0,13.0,14.0,7.0,1.0,11.0,31.0,13.0,0.0,3.0,23.0,1,0.5454545454545454,0.6909090909090909,1.2363636363636363
10,11,7.0,4.0,17.0,13.0,4.0,4.0,16.0,34.0,14.0,2.0,2.0,10.0,1,0.5636363636363636,0.2,0.7636363636363637
11,12,7.0,8.0,9.0,14.0,2.0,3.0,10.0,36.0,6.0,10.0,6.0,15.0,1,0.9818181818181818,0.05454545454545454,1.0363636363636364
12,13,4.0,8.0,9.0,10.0,3.0,5.0,19.0,34.0,3.0,3.0,5.0,15.0,1,0.09090909090909091,0.38181818181818183,0.4727272727272728
13,14,5.0,6.0,15.0,10.0,3.0,3.0,19.0,28.0,9.0,3.0,5.0,17.0,1,0.6909090909090909,0.7636363636363637,1.4545454545454546
14,15,8.0,4.0,11.0,10.0,8.0,4.0,21.0,34.0,6.0,5.0,3.0,12.0,1,0.43636363636363634,0.32727272727272727,0.7636363636363637
15,16,8.0,4.0,19.0,5.0,8.0,1.0,17.0,32.0,11.0,1.0,3.0,16.0,1,0.2545454545454545,0.6363636363636364,0.8909090909090909
16,17,1.0,3.0,10.0,15.0,5.0,4.0,16.0,32.0,8.0,3.0,9.0,9.0,1,0.8,0.23636363636363636,1.0363636363636364
17,18,5.0,3.0,20.0,10.0,6.0,3.0,12.0,29.0,11.0,2.0,8.0,16.0,1,0.16363636363636364,0.5818181818181818,0.7454545454545454
18,19,9.0,7.0,11.0,9.0,7.0,6.0,18.0,34.0,5.0,3.0,8.0,11.0,1,0.14545454545454545,0.14545454545454545,0.2909090909090909
19,20,5.0,5.0,11.0,12.0,4.0,1.0,8.0,33.0,9.0,5.0,12.0,19.0,1,0.2727272727272727,0.2545454545454545,0.5272727272727272
20,21,10.0,6.0,16.0,10.0,6.0,1.0,12.0,27.0,8.0,3.0,2.0,14.0,1,0.01818181818181818,0.5454545454545454,0.5636363636363636
21,22,7.0,11.0,12.0,14.0,3.0,0.0,14.0,32.0,14.0,2.0,9.0,11.0,1,0.6,0.3090909090909091,0.9090909090909091
22,23,5.0,6.0,19.0,18.0,5.0,2.0,11.0,26.0,7.0,0.0,5.0,16.0,1,0.6363636363636364,0.8727272727272727,1.509090909090909
23,24,7.0,5.0,15.0,16.0,3.0,3.0,15.0,37.0,12.0,3.0,3.0,7.0,1,0.21818181818181817,0.10909090909090909,0.32727272727272727
24,25,6.0,8.0,7.0,14.0,4.0,4.0,11.0,39.0,9.0,3.0,10.0,13.0,1,0.05454545454545454,0.01818181818181818,0.07272727272727272
25,26,7.0,6.0,10.0,17.0,5.0,0.0,7.0,36.0,11.0,1.0,8.0,13.0,1,0.10909090909090909,0.12727272727272726,0.23636363636363633
26,27,12.0,6.0,12.0,13.0,1.0,6.0,11.0,27.0,6.0,1.0,8.0,12.0,1,0.12727272727272726,0.4,0.5272727272727273
27,28,3.0,0.0,6.0,10.0,3.0,1.0,3.0,13.0,7.0,1.0,8.0,3.0,2,0.38181818181818183,0.8,1.1818181818181819
28,29,12.0,1.0,11.0,9.0,10.0,2.0,11.0,26.0,5.0,8.0,18.0,8.0,2,0.03636363636363636,0.6545454545454545,0.6909090909090909
29,30,13.0,3.0,11.0,11.0,4.0,6.0,9.0,25.0,6.0,3.0,21.0,3.0,2,0.4,0.7090909090909091,1.1090909090909091
30,31,10.0,3.0,12.0,10.0,8.0,2.0,16.0,29.0,6.0,8.0,14.0,8.0,1,0.8181818181818182,0.41818181818181815,1.2363636363636363
31,32,24.0,6.0,13.0,16.0,1.0,4.0,8.0,22.0,2.0,5.0,12.0,5.0,2,0.2909090909090909,0.9636363636363636,1.2545454545454544
32,33,22.0,1.0,14.0,11.0,3.0,2.0,12.0,20.0,6.0,4.0,13.0,6.0,2,0.5818181818181818,0.9454545454545454,1.5272727272727273
33,34,23.0,4.0,17.0,13.0,2.0,2.0,5.0,19.0,3.0,6.0,16.0,3.0,2,0.45454545454545453,1.0,1.4545454545454546
34,35,18.0,3.0,6.0,9.0,7.0,0.0,13.0,29.0,8.0,7.0,18.0,5.0,2,0.5272727272727272,0.6181818181818182,1.1454545454545455
35,36,17.0,2.0,7.0,14.0,6.0,0.0,9.0,23.0,6.0,5.0,21.0,6.0,2,0.9636363636363636,0.8909090909090909,1.8545454545454545
36,37,22.0,1.0,10.0,11.0,6.0,0.0,9.0,26.0,12.0,3.0,14.0,6.0,2,0.6727272727272727,0.7454545454545455,1.4181818181818182
37,38,23.0,1.0,11.0,9.0,9.0,2.0,9.0,29.0,3.0,10.0,14.0,5.0,2,0.4909090909090909,0.7272727272727273,1.2181818181818183
38,39,17.0,4.0,9.0,12.0,4.0,1.0,18.0,23.0,8.0,2.0,9.0,8.0,2,0.36363636363636365,0.8363636363636363,1.2
39,40,19.0,2.0,6.0,18.0,8.0,2.0,14.0,23.0,4.0,4.0,10.0,7.0,2,0.3090909090909091,0.9090909090909091,1.2181818181818183
40,41,16.0,3.0,10.0,11.0,8.0,2.0,11.0,26.0,6.0,5.0,14.0,11.0,2,0.7454545454545455,0.5272727272727272,1.2727272727272727
41,42,22.0,4.0,14.0,10.0,4.0,3.0,9.0,28.0,12.0,3.0,12.0,3.0,2,0.7272727272727273,0.6,1.3272727272727272
42,43,16.0,2.0,6.0,15.0,7.0,5.0,12.0,29.0,7.0,8.0,13.0,5.0,2,0.9454545454545454,0.16363636363636364,1.1090909090909091
43,44,19.0,2.0,10.0,14.0,5.0,2.0,7.0,28.0,9.0,6.0,14.0,7.0,2,0.7090909090909091,0.43636363636363634,1.1454545454545455
44,45,22.0,3.0,13.0,13.0,8.0,2.0,4.0,27.0,8.0,5.0,8.0,11.0,2,0.9272727272727272,0.6727272727272727,1.6
45,46,17.0,3.0,13.0,14.0,8.0,1.0,7.0,22.0,6.0,2.0,14.0,10.0,2,0.8363636363636363,0.8545454545454545,1.690909090909091
46,47,21.0,0.0,13.0,12.0,3.0,3.0,7.0,18.0,4.0,4.0,19.0,7.0,2,0.8909090909090909,0.9818181818181818,1.8727272727272726
47,48,20.0,1.0,10.0,10.0,10.0,1.0,7.0,30.0,10.0,4.0,15.0,6.0,2,0.8545454545454545,0.4727272727272727,1.3272727272727272
48,49,13.0,2.0,9.0,10.0,3.0,3.0,7.0,28.0,8.0,10.0,22.0,9.0,2,0.41818181818181815,0.5636363636363636,0.9818181818181817
49,50,19.0,3.0,12.0,9.0,5.0,7.0,8.0,30.0,8.0,5.0,16.0,5.0,2,0.6181818181818182,0.2727272727272727,0.8909090909090909
50,51,18.0,1.0,10.0,14.0,8.0,2.0,8.0,28.0,8.0,6.0,12.0,7.0,2,0.6545454545454545,0.36363636363636365,1.018181818181818
51,52,17.0,1.0,12.0,12.0,7.0,2.0,10.0,29.0,10.0,7.0,17.0,2.0,2,0.7818181818181819,0.45454545454545453,1.2363636363636363
52,53,16.0,0.0,14.0,14.0,5.0,2.0,11.0,23.0,8.0,5.0,12.0,6.0,2,1.0,0.7818181818181819,1.7818181818181817
53,54,17.0,1.0,15.0,10.0,4.0,3.0,6.0,21.0,6.0,6.0,23.0,7.0,2,0.7636363636363637,0.9272727272727272,1.690909090909091
54,55,15.0,6.0,13.0,10.0,5.0,1.0,17.0,24.0,6.0,5.0,16.0,4.0,2,0.8727272727272727,0.8181818181818182,1.690909090909091
