,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,11.0,2.0,9.0,5.0,3.0,2.0,24.0,27.0,3.0,8.0,17.0,7.0,2,0.2545454545454545,0.8181818181818182,1.0727272727272728
1,2,7.0,0.0,8.0,6.0,2.0,2.0,17.0,34.0,9.0,13.0,15.0,5.0,2,0.14545454545454545,0.2,0.34545454545454546
2,3,4.0,3.0,7.0,10.0,2.0,5.0,31.0,27.0,7.0,6.0,14.0,7.0,2,0.34545454545454546,0.9090909090909091,1.2545454545454544
3,4,1.0,5.0,4.0,5.0,5.0,6.0,20.0,44.0,12.0,9.0,23.0,1.0,2,0.45454545454545453,0.21818181818181817,0.6727272727272727
4,5,5.0,2.0,8.0,9.0,1.0,2.0,26.0,24.0,5.0,10.0,15.0,5.0,2,0.7090909090909091,0.9636363636363636,1.6727272727272728
5,6,8.0,4.0,12.0,7.0,4.0,4.0,24.0,32.0,8.0,4.0,14.0,3.0,1,0.3090909090909091,0.509090909090909,0.8181818181818181
6,7,11.0,4.0,5.0,11.0,2.0,2.0,21.0,33.0,9.0,8.0,14.0,5.0,1,0.7272727272727273,0.41818181818181815,1.1454545454545455
7,8,7.0,3.0,10.0,10.0,6.0,3.0,18.0,23.0,2.0,3.0,18.0,4.0,2,0.2,0.8909090909090909,1.0909090909090908
8,9,5.0,1.0,7.0,9.0,4.0,4.0,26.0,31.0,7.0,6.0,14.0,8.0,2,0.2909090909090909,0.7454545454545455,1.0363636363636364
9,10,7.0,4.0,7.0,5.0,5.0,4.0,25.0,32.0,7.0,10.0,19.0,5.0,2,0.5272727272727272,0.6909090909090909,1.2181818181818183
10,11,8.0,1.0,8.0,5.0,3.0,1.0,26.0,26.0,6.0,6.0,22.0,5.0,2,0.03636363636363636,0.9454545454545454,0.9818181818181818
11,12,2.0,4.0,6.0,7.0,4.0,4.0,18.0,39.0,9.0,12.0,11.0,7.0,1,0.4909090909090909,0.03636363636363636,0.5272727272727272
12,13,6.0,2.0,9.0,8.0,3.0,6.0,25.0,39.0,5.0,9.0,8.0,5.0,1,0.9636363636363636,0.23636363636363636,1.2
13,14,8.0,5.0,10.0,12.0,2.0,6.0,14.0,34.0,5.0,10.0,17.0,5.0,2,0.32727272727272727,0.14545454545454545,0.4727272727272727
14,15,6.0,3.0,6.0,5.0,2.0,5.0,15.0,28.0,10.0,6.0,19.0,11.0,2,0.8909090909090909,0.4909090909090909,1.3818181818181818
15,16,4.0,4.0,9.0,6.0,2.0,3.0,27.0,28.0,4.0,9.0,17.0,9.0,2,0.6363636363636364,0.8727272727272727,1.509090909090909
16,17,10.0,4.0,8.0,12.0,5.0,4.0,15.0,31.0,4.0,7.0,22.0,2.0,2,0.07272727272727272,0.5272727272727272,0.6
17,18,3.0,4.0,7.0,4.0,5.0,2.0,18.0,33.0,8.0,6.0,17.0,8.0,1,0.7636363636363637,0.36363636363636365,1.1272727272727274
18,19,3.0,1.0,12.0,10.0,4.0,3.0,18.0,24.0,2.0,10.0,25.0,8.0,3,0.5636363636363636,1.0,1.5636363636363635
19,20,8.0,5.0,14.0,7.0,2.0,4.0,22.0,27.0,9.0,6.0,16.0,6.0,2,0.6727272727272727,0.7818181818181819,1.4545454545454546
20,21,1.0,2.0,11.0,9.0,3.0,2.0,20.0,36.0,8.0,13.0,20.0,3.0,2,0.43636363636363634,0.45454545454545453,0.8909090909090909
