,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,7.0,1.0,12.0,6.0,0.0,2.0,11.0,28.0,12.0,10.0,15.0,16.0,3,0.12727272727272726,0.43636363636363634,0.5636363636363636
1,2,9.0,4.0,11.0,7.0,2.0,5.0,5.0,33.0,12.0,9.0,18.0,14.0,3,0.2,0.09090909090909091,0.2909090909090909
2,3,5.0,3.0,13.0,9.0,5.0,0.0,11.0,31.0,8.0,7.0,10.0,19.0,3,0.10909090909090909,0.32727272727272727,0.43636363636363634
3,4,9.0,3.0,9.0,9.0,2.0,3.0,10.0,27.0,10.0,6.0,14.0,18.0,3,0.2909090909090909,0.36363636363636365,0.6545454545454545
4,5,7.0,2.0,20.0,7.0,2.0,2.0,6.0,24.0,8.0,9.0,21.0,13.0,1,0.34545454545454546,0.8363636363636363,1.1818181818181817
5,6,3.0,1.0,13.0,9.0,1.0,4.0,15.0,24.0,8.0,8.0,22.0,11.0,1,0.6909090909090909,0.8545454545454545,1.5454545454545454
6,7,10.0,5.0,8.0,12.0,3.0,1.0,12.0,30.0,10.0,7.0,13.0,14.0,3,0.6,0.21818181818181817,0.8181818181818181
7,8,4.0,2.0,12.0,14.0,1.0,1.0,13.0,21.0,10.0,6.0,17.0,19.0,2,0.6545454545454545,0.9636363636363636,1.6181818181818182
8,9,10.0,1.0,12.0,8.0,2.0,1.0,10.0,17.0,8.0,4.0,20.0,19.0,2,0.5818181818181818,0.9818181818181818,1.5636363636363635
9,10,7.0,3.0,11.0,10.0,6.0,0.0,10.0,27.0,9.0,8.0,16.0,14.0,3,0.8727272727272727,0.41818181818181815,1.2909090909090908
10,11,3.0,6.0,13.0,8.0,3.0,2.0,13.0,32.0,9.0,8.0,11.0,20.0,3,0.4,0.2909090909090909,0.6909090909090909
11,12,6.0,3.0,11.0,6.0,2.0,1.0,17.0,25.0,12.0,6.0,16.0,18.0,3,0.4727272727272727,0.7636363636363637,1.2363636363636363
12,13,8.0,1.0,12.0,9.0,2.0,5.0,13.0,27.0,9.0,8.0,10.0,21.0,3,0.8545454545454545,0.5454545454545454,1.4
13,14,5.0,7.0,9.0,9.0,1.0,1.0,11.0,36.0,16.0,7.0,12.0,18.0,3,0.23636363636363636,0.07272727272727272,0.3090909090909091
14,15,6.0,4.0,5.0,5.0,5.0,2.0,11.0,31.0,12.0,8.0,16.0,16.0,3,0.5636363636363636,0.2,0.7636363636363637
15,16,7.0,2.0,10.0,5.0,2.0,3.0,8.0,28.0,9.0,11.0,17.0,25.0,3,0.09090909090909091,0.7272727272727273,0.8181818181818182
16,17,12.0,0.0,15.0,9.0,3.0,3.0,11.0,23.0,7.0,6.0,10.0,20.0,2,0.41818181818181815,0.8727272727272727,1.2909090909090908
17,18,12.0,4.0,11.0,6.0,2.0,6.0,9.0,29.0,11.0,6.0,22.0,11.0,1,0.21818181818181817,0.34545454545454546,0.5636363636363636
18,19,8.0,3.0,9.0,6.0,2.0,2.0,10.0,29.0,11.0,7.0,20.0,11.0,3,0.05454545454545454,0.2727272727272727,0.32727272727272727
19,20,4.0,3.0,12.0,12.0,3.0,4.0,10.0,31.0,9.0,11.0,16.0,12.0,3,0.6727272727272727,0.10909090909090909,0.7818181818181819
20,21,5.0,5.0,9.0,10.0,3.0,1.0,11.0,37.0,10.0,12.0,11.0,17.0,3,0.14545454545454545,0.05454545454545454,0.19999999999999998
21,22,7.0,4.0,10.0,10.0,4.0,4.0,9.0,31.0,5.0,10.0,12.0,18.0,3,0.7090909090909091,0.16363636363636364,0.8727272727272728
22,23,10.0,5.0,10.0,11.0,2.0,3.0,8.0,26.0,8.0,6.0,11.0,23.0,3,0.16363636363636364,0.5818181818181818,0.7454545454545454
23,24,8.0,1.0,9.0,7.0,2.0,3.0,13.0,24.0,7.0,9.0,15.0,18.0,3,0.38181818181818183,0.6363636363636364,1.018181818181818
24,25,2.0,0.0,14.0,14.0,5.0,4.0,13.0,27.0,7.0,11.0,13.0,17.0,3,0.5454545454545454,0.6,1.1454545454545455
25,26,5.0,3.0,14.0,7.0,2.0,2.0,10.0,34.0,9.0,14.0,15.0,15.0,3,0.03636363636363636,0.12727272727272726,0.16363636363636364
26,27,8.0,0.0,14.0,9.0,3.0,3.0,14.0,23.0,11.0,6.0,17.0,15.0,2,0.01818181818181818,0.7454545454545455,0.7636363636363637
27,28,1.0,0.0,1.0,4.0,1.0,1.0,8.0,15.0,9.0,2.0,4.0,8.0,3,0.3090909090909091,0.5636363636363636,0.8727272727272727
28,29,7.0,5.0,9.0,5.0,5.0,2.0,13.0,28.0,10.0,2.0,16.0,16.0,3,0.07272727272727272,0.38181818181818183,0.4545454545454546
29,30,7.0,2.0,6.0,7.0,3.0,5.0,18.0,23.0,8.0,3.0,21.0,18.0,2,0.9090909090909091,0.9272727272727272,1.8363636363636364
30,31,3.0,4.0,9.0,4.0,4.0,3.0,12.0,29.0,9.0,8.0,13.0,30.0,3,0.8,0.8181818181818182,1.6181818181818182
