,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,20.0,2.0,5.0,7.0,14.0,1.0,1.0,36.0,9.0,5.0,13.0,12.0,1,0.23636363636363636,0.36363636363636365,0.6
1,2,18.0,6.0,7.0,4.0,13.0,2.0,4.0,42.0,8.0,6.0,12.0,13.0,1,0.05454545454545454,0.16363636363636364,0.21818181818181817
2,3,13.0,4.0,3.0,3.0,7.0,3.0,2.0,36.0,9.0,8.0,25.0,14.0,1,0.2727272727272727,0.5454545454545454,0.8181818181818181
3,4,17.0,3.0,5.0,5.0,6.0,1.0,1.0,26.0,8.0,8.0,21.0,19.0,1,0.8545454545454545,0.9454545454545454,1.7999999999999998
4,5,14.0,8.0,4.0,6.0,10.0,2.0,1.0,44.0,10.0,4.0,20.0,11.0,1,0.32727272727272727,0.07272727272727272,0.4
5,6,15.0,2.0,9.0,9.0,10.0,1.0,4.0,33.0,11.0,5.0,21.0,9.0,1,0.38181818181818183,0.43636363636363634,0.8181818181818181
6,7,10.0,3.0,3.0,2.0,13.0,5.0,7.0,41.0,9.0,7.0,25.0,10.0,1,0.21818181818181817,0.32727272727272727,0.5454545454545454
7,8,12.0,3.0,4.0,2.0,19.0,3.0,4.0,34.0,2.0,3.0,17.0,19.0,1,1.0,0.7818181818181819,1.7818181818181817
8,9,9.0,9.0,4.0,5.0,14.0,5.0,2.0,46.0,9.0,1.0,16.0,18.0,1,0.6181818181818182,0.18181818181818182,0.8
9,10,11.0,7.0,12.0,2.0,12.0,3.0,4.0,39.0,6.0,8.0,22.0,10.0,1,0.45454545454545453,0.2909090909090909,0.7454545454545454
10,11,14.0,3.0,8.0,10.0,8.0,7.0,4.0,36.0,9.0,4.0,19.0,9.0,1,0.34545454545454546,0.09090909090909091,0.4363636363636364
11,12,18.0,3.0,3.0,4.0,16.0,1.0,3.0,35.0,6.0,4.0,20.0,7.0,1,0.41818181818181815,0.6181818181818182,1.0363636363636364
12,13,16.0,8.0,4.0,6.0,14.0,3.0,5.0,44.0,8.0,5.0,17.0,8.0,1,0.8909090909090909,0.05454545454545454,0.9454545454545454
13,14,16.0,5.0,6.0,3.0,11.0,1.0,5.0,44.0,12.0,7.0,20.0,6.0,1,0.36363636363636365,0.12727272727272726,0.4909090909090909
14,15,13.0,5.0,4.0,5.0,7.0,2.0,3.0,38.0,8.0,9.0,20.0,8.0,1,0.16363636363636364,0.21818181818181817,0.38181818181818183
15,16,16.0,9.0,10.0,3.0,10.0,1.0,8.0,35.0,9.0,3.0,18.0,9.0,1,0.5454545454545454,0.34545454545454546,0.8909090909090909
16,17,19.0,5.0,9.0,8.0,9.0,1.0,5.0,38.0,8.0,10.0,12.0,9.0,1,0.9818181818181818,0.14545454545454545,1.1272727272727272
17,18,6.0,4.0,6.0,4.0,6.0,0.0,6.0,35.0,12.0,8.0,21.0,13.0,1,0.43636363636363634,0.3090909090909091,0.7454545454545454
18,19,19.0,3.0,2.0,7.0,12.0,1.0,7.0,40.0,8.0,6.0,15.0,10.0,1,0.01818181818181818,0.2,0.2181818181818182
19,20,19.0,1.0,7.0,1.0,11.0,2.0,4.0,33.0,11.0,4.0,25.0,11.0,1,0.7818181818181819,0.7272727272727273,1.5090909090909093
20,21,18.0,7.0,7.0,7.0,11.0,1.0,5.0,37.0,7.0,9.0,21.0,4.0,1,0.4,0.45454545454545453,0.8545454545454545
21,22,13.0,1.0,7.0,9.0,6.0,2.0,7.0,28.0,10.0,4.0,18.0,10.0,1,0.6545454545454545,0.41818181818181815,1.0727272727272728
