,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,11.0,16.0,5.0,18.0,11.0,2.0,2.0,47.0,7.0,7.0,6.0,7.0,2,0.2,0.21818181818181817,0.4181818181818182
1,2,10.0,9.0,7.0,19.0,15.0,3.0,3.0,40.0,2.0,8.0,6.0,9.0,2,0.07272727272727272,0.5636363636363636,0.6363636363636364
2,3,16.0,5.0,10.0,12.0,14.0,3.0,3.0,37.0,7.0,5.0,12.0,10.0,2,0.43636363636363634,0.38181818181818183,0.8181818181818181
3,4,7.0,11.0,5.0,19.0,12.0,0.0,5.0,40.0,5.0,8.0,12.0,12.0,2,0.12727272727272726,0.7090909090909091,0.8363636363636364
4,5,8.0,14.0,6.0,13.0,12.0,1.0,2.0,50.0,7.0,7.0,12.0,9.0,2,0.45454545454545453,0.07272727272727272,0.5272727272727272
5,6,10.0,11.0,0.0,19.0,11.0,0.0,3.0,35.0,3.0,5.0,12.0,14.0,2,0.6545454545454545,0.9636363636363636,1.6181818181818182
6,7,9.0,10.0,6.0,10.0,12.0,3.0,4.0,45.0,6.0,8.0,10.0,13.0,2,0.09090909090909091,0.05454545454545454,0.14545454545454545
7,8,13.0,13.0,5.0,20.0,9.0,2.0,4.0,41.0,7.0,6.0,9.0,8.0,2,0.4909090909090909,0.34545454545454546,0.8363636363636364
8,9,12.0,7.0,4.0,18.0,13.0,2.0,2.0,43.0,5.0,9.0,12.0,8.0,2,0.3090909090909091,0.36363636363636365,0.6727272727272727
9,10,11.0,11.0,6.0,9.0,17.0,3.0,3.0,46.0,5.0,10.0,11.0,7.0,2,0.5454545454545454,0.09090909090909091,0.6363636363636364
10,11,10.0,5.0,8.0,18.0,18.0,2.0,3.0,44.0,3.0,11.0,9.0,7.0,2,0.6363636363636364,0.5818181818181818,1.2181818181818183
11,12,11.0,9.0,1.0,20.0,9.0,1.0,5.0,38.0,3.0,11.0,15.0,9.0,2,0.6,0.8181818181818182,1.4181818181818182
12,13,8.0,8.0,5.0,19.0,7.0,2.0,2.0,35.0,3.0,10.0,11.0,17.0,2,0.7272727272727273,0.8727272727272727,1.6
13,14,7.0,9.0,3.0,18.0,17.0,2.0,0.0,47.0,8.0,9.0,8.0,13.0,2,0.14545454545454545,0.4727272727272727,0.6181818181818182
14,15,10.0,6.0,4.0,24.0,11.0,1.0,2.0,42.0,9.0,9.0,7.0,9.0,2,0.8181818181818182,0.7454545454545455,1.5636363636363637
15,16,9.0,13.0,4.0,17.0,10.0,4.0,2.0,54.0,8.0,14.0,5.0,9.0,2,0.2545454545454545,0.14545454545454545,0.39999999999999997
16,17,7.0,13.0,6.0,15.0,12.0,3.0,3.0,47.0,4.0,12.0,10.0,11.0,2,0.10909090909090909,0.2727272727272727,0.3818181818181818
17,18,7.0,8.0,6.0,13.0,14.0,2.0,2.0,43.0,7.0,4.0,11.0,11.0,2,0.36363636363636365,0.16363636363636364,0.5272727272727273
18,19,10.0,10.0,7.0,15.0,18.0,3.0,5.0,46.0,6.0,6.0,9.0,7.0,2,0.05454545454545454,0.2,0.2545454545454546
19,20,10.0,7.0,4.0,20.0,7.0,3.0,5.0,38.0,7.0,12.0,11.0,11.0,2,0.509090909090909,0.41818181818181815,0.9272727272727272
20,21,7.0,11.0,4.0,17.0,17.0,1.0,1.0,45.0,6.0,5.0,8.0,18.0,2,0.9636363636363636,0.6363636363636364,1.6
21,22,8.0,7.0,9.0,11.0,21.0,4.0,3.0,53.0,8.0,9.0,8.0,6.0,2,0.6181818181818182,0.18181818181818182,0.8
22,23,8.0,6.0,10.0,18.0,12.0,1.0,1.0,39.0,5.0,9.0,7.0,14.0,2,0.18181818181818182,0.6909090909090909,0.8727272727272728
23,24,8.0,10.0,7.0,16.0,11.0,2.0,2.0,42.0,2.0,13.0,11.0,10.0,2,0.23636363636363636,0.43636363636363634,0.6727272727272727
24,25,12.0,8.0,6.0,16.0,14.0,1.0,5.0,40.0,5.0,10.0,7.0,14.0,2,0.2727272727272727,0.45454545454545453,0.7272727272727273
25,26,7.0,7.0,2.0,23.0,12.0,0.0,8.0,40.0,5.0,10.0,9.0,10.0,2,0.41818181818181815,0.8363636363636363,1.2545454545454544
26,27,12.0,9.0,5.0,16.0,13.0,0.0,4.0,35.0,2.0,7.0,11.0,14.0,2,0.03636363636363636,0.8909090909090909,0.9272727272727272
27,28,5.0,7.0,3.0,12.0,3.0,2.0,0.0,18.0,1.0,4.0,2.0,7.0,2,0.7090909090909091,0.9818181818181818,1.690909090909091
28,29,9.0,14.0,6.0,15.0,5.0,4.0,5.0,39.0,6.0,4.0,6.0,8.0,2,0.01818181818181818,0.10909090909090909,0.12727272727272726
29,30,9.0,14.0,7.0,19.0,2.0,4.0,11.0,40.0,4.0,7.0,0.0,13.0,1,0.8363636363636363,0.6,1.4363636363636363
30,31,10.0,16.0,9.0,19.0,3.0,6.0,5.0,43.0,4.0,6.0,4.0,10.0,2,0.9272727272727272,0.3090909090909091,1.2363636363636363
31,32,6.0,18.0,13.0,21.0,8.0,1.0,11.0,41.0,2.0,5.0,0.0,8.0,1,0.21818181818181817,0.9272727272727272,1.1454545454545455
32,33,9.0,14.0,11.0,21.0,5.0,6.0,10.0,35.0,6.0,3.0,2.0,7.0,1,0.7636363636363637,0.8,1.5636363636363637
33,34,9.0,18.0,8.0,23.0,2.0,6.0,7.0,43.0,5.0,7.0,1.0,9.0,1,0.8545454545454545,0.5454545454545454,1.4
34,35,3.0,11.0,5.0,19.0,5.0,3.0,18.0,36.0,12.0,4.0,2.0,13.0,1,0.8727272727272727,0.9090909090909091,1.7818181818181817
35,36,12.0,16.0,5.0,22.0,3.0,5.0,10.0,40.0,6.0,7.0,1.0,9.0,1,0.38181818181818183,0.6545454545454545,1.0363636363636364
36,37,5.0,14.0,6.0,17.0,5.0,5.0,15.0,40.0,5.0,7.0,2.0,14.0,1,0.9454545454545454,0.6181818181818182,1.5636363636363635
37,38,10.0,12.0,11.0,14.0,8.0,7.0,7.0,44.0,6.0,7.0,3.0,8.0,2,0.5272727272727272,0.01818181818181818,0.5454545454545454
38,39,11.0,15.0,9.0,19.0,4.0,3.0,12.0,40.0,5.0,6.0,1.0,5.0,1,0.6909090909090909,0.509090909090909,1.2
39,40,6.0,15.0,7.0,21.0,3.0,8.0,8.0,41.0,8.0,4.0,5.0,8.0,1,0.7818181818181819,0.32727272727272727,1.1090909090909091
40,41,12.0,19.0,7.0,15.0,3.0,3.0,9.0,45.0,8.0,2.0,2.0,10.0,1,1.0,0.2909090909090909,1.290909090909091
41,42,8.0,18.0,4.0,20.0,5.0,6.0,5.0,53.0,10.0,7.0,0.0,10.0,2,0.32727272727272727,0.12727272727272726,0.45454545454545453
42,43,6.0,14.0,4.0,20.0,3.0,7.0,11.0,39.0,5.0,6.0,3.0,12.0,1,0.16363636363636364,0.4909090909090909,0.6545454545454545
43,44,10.0,17.0,4.0,19.0,3.0,5.0,12.0,40.0,5.0,4.0,1.0,13.0,1,0.4727272727272727,0.7272727272727273,1.2
44,45,10.0,13.0,11.0,15.0,3.0,5.0,14.0,34.0,6.0,4.0,4.0,9.0,1,0.8,0.5272727272727272,1.3272727272727272
45,46,7.0,12.0,5.0,22.0,4.0,4.0,10.0,38.0,10.0,3.0,2.0,15.0,1,0.34545454545454546,0.7636363636363637,1.1090909090909091
46,47,11.0,10.0,8.0,15.0,6.0,5.0,14.0,38.0,7.0,4.0,4.0,6.0,1,0.5818181818181818,0.23636363636363636,0.8181818181818181
47,48,13.0,13.0,9.0,18.0,5.0,2.0,12.0,36.0,6.0,8.0,2.0,7.0,1,0.6727272727272727,0.6727272727272727,1.3454545454545455
48,49,11.0,12.0,11.0,20.0,5.0,8.0,14.0,38.0,5.0,5.0,1.0,4.0,1,0.5636363636363636,0.7818181818181819,1.3454545454545455
49,50,4.0,17.0,11.0,24.0,2.0,3.0,6.0,39.0,5.0,7.0,0.0,14.0,1,0.7454545454545455,0.9454545454545454,1.690909090909091
50,51,7.0,16.0,5.0,17.0,10.0,2.0,13.0,45.0,5.0,8.0,3.0,10.0,2,0.2909090909090909,0.4,0.6909090909090909
51,52,9.0,12.0,6.0,15.0,8.0,1.0,8.0,43.0,7.0,5.0,4.0,12.0,2,0.8909090909090909,0.2545454545454545,1.1454545454545455
52,53,7.0,14.0,10.0,15.0,6.0,5.0,6.0,48.0,7.0,7.0,1.0,12.0,2,0.9818181818181818,0.03636363636363636,1.018181818181818
53,54,16.0,12.0,4.0,26.0,2.0,4.0,8.0,32.0,4.0,4.0,2.0,7.0,1,0.9090909090909091,1.0,1.9090909090909092
54,55,10.0,9.0,8.0,26.0,8.0,8.0,4.0,39.0,5.0,4.0,2.0,10.0,2,0.4,0.8545454545454545,1.2545454545454544
