,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,3.0,3.0,5.0,5.0,8.0,2.0,25.0,48.0,17.0,6.0,8.0,5.0,2,0.12727272727272726,0.6909090909090909,0.8181818181818181
1,2,1.0,6.0,15.0,2.0,9.0,5.0,18.0,52.0,13.0,12.0,3.0,9.0,2,0.4909090909090909,0.10909090909090909,0.6
2,3,6.0,2.0,13.0,7.0,14.0,2.0,14.0,44.0,13.0,5.0,1.0,6.0,2,0.5272727272727272,0.2,0.7272727272727273
3,4,4.0,5.0,8.0,7.0,4.0,8.0,22.0,50.0,18.0,8.0,4.0,5.0,2,0.9272727272727272,0.2545454545454545,1.1818181818181817
4,5,5.0,8.0,7.0,7.0,16.0,1.0,16.0,47.0,13.0,4.0,4.0,13.0,2,0.34545454545454546,0.3090909090909091,0.6545454545454545
5,6,5.0,1.0,15.0,4.0,10.0,5.0,16.0,41.0,17.0,3.0,9.0,10.0,2,0.3090909090909091,0.4727272727272727,0.7818181818181817
6,7,1.0,6.0,10.0,3.0,11.0,5.0,25.0,43.0,5.0,5.0,4.0,13.0,2,0.8909090909090909,0.9454545454545454,1.8363636363636364
7,8,2.0,3.0,9.0,3.0,12.0,2.0,11.0,56.0,19.0,7.0,3.0,8.0,2,0.9818181818181818,0.01818181818181818,1.0
8,9,5.0,4.0,6.0,5.0,9.0,2.0,25.0,50.0,15.0,8.0,1.0,8.0,2,0.21818181818181817,0.5818181818181818,0.7999999999999999
9,10,4.0,4.0,13.0,2.0,14.0,1.0,27.0,47.0,10.0,10.0,3.0,3.0,2,1.0,0.8727272727272727,1.8727272727272726
10,11,2.0,2.0,9.0,5.0,10.0,3.0,21.0,43.0,15.0,7.0,1.0,12.0,2,0.6181818181818182,0.7636363636363637,1.3818181818181818
11,12,5.0,1.0,4.0,2.0,10.0,6.0,23.0,49.0,15.0,8.0,6.0,9.0,2,0.9636363636363636,0.7090909090909091,1.6727272727272728
12,13,1.0,6.0,9.0,1.0,10.0,4.0,26.0,53.0,13.0,8.0,3.0,7.0,2,0.38181818181818183,0.509090909090909,0.8909090909090909
13,14,4.0,4.0,6.0,3.0,16.0,4.0,25.0,50.0,10.0,7.0,7.0,4.0,2,0.16363636363636364,0.5272727272727272,0.6909090909090909
14,15,4.0,3.0,6.0,2.0,14.0,7.0,13.0,55.0,16.0,7.0,8.0,8.0,2,0.7454545454545455,0.03636363636363636,0.7818181818181819
15,16,4.0,3.0,7.0,1.0,13.0,6.0,24.0,48.0,6.0,8.0,5.0,7.0,2,0.2727272727272727,0.6727272727272727,0.9454545454545454
16,17,3.0,4.0,8.0,5.0,13.0,0.0,28.0,49.0,15.0,6.0,0.0,6.0,2,0.5636363636363636,0.8545454545454545,1.418181818181818
17,18,2.0,6.0,9.0,4.0,11.0,1.0,25.0,46.0,11.0,6.0,5.0,9.0,2,0.2,0.7454545454545455,0.9454545454545455
18,19,2.0,6.0,5.0,4.0,9.0,5.0,22.0,55.0,15.0,10.0,4.0,6.0,2,0.10909090909090909,0.18181818181818182,0.2909090909090909
