,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,2.0,5.0,10.0,10.0,3.0,3.0,15.0,34.0,13.0,9.0,17.0,8.0,2,0.18181818181818182,0.16363636363636364,0.34545454545454546
1,2,5.0,5.0,6.0,6.0,7.0,3.0,20.0,35.0,7.0,6.0,15.0,7.0,2,0.09090909090909091,0.2,0.2909090909090909
2,3,6.0,2.0,7.0,11.0,11.0,4.0,24.0,33.0,6.0,4.0,17.0,2.0,2,0.38181818181818183,0.5818181818181818,0.9636363636363636
3,4,9.0,3.0,6.0,16.0,7.0,7.0,16.0,34.0,8.0,6.0,14.0,2.0,2,0.4,0.12727272727272726,0.5272727272727273
4,5,5.0,7.0,7.0,12.0,5.0,2.0,11.0,36.0,13.0,6.0,17.0,7.0,2,0.8727272727272727,0.05454545454545454,0.9272727272727272
5,6,5.0,6.0,9.0,3.0,7.0,6.0,20.0,43.0,5.0,13.0,17.0,1.0,2,0.9636363636363636,0.14545454545454545,1.1090909090909091
6,7,8.0,3.0,11.0,12.0,2.0,2.0,19.0,24.0,6.0,6.0,21.0,5.0,2,0.6363636363636364,0.9818181818181818,1.6181818181818182
7,8,12.0,5.0,11.0,13.0,3.0,3.0,17.0,27.0,7.0,8.0,13.0,4.0,2,0.4727272727272727,0.41818181818181815,0.8909090909090909
8,9,7.0,0.0,6.0,10.0,4.0,1.0,23.0,35.0,5.0,18.0,17.0,0.0,2,0.9090909090909091,0.6,1.509090909090909
9,10,2.0,2.0,8.0,18.0,5.0,3.0,17.0,26.0,4.0,6.0,22.0,6.0,2,0.32727272727272727,0.9636363636363636,1.290909090909091
10,11,19.0,8.0,3.0,6.0,3.0,2.0,22.0,30.0,11.0,4.0,15.0,1.0,2,0.41818181818181815,0.6727272727272727,1.0909090909090908
11,12,6.0,5.0,14.0,13.0,6.0,0.0,7.0,40.0,9.0,15.0,16.0,4.0,2,0.43636363636363634,0.09090909090909091,0.5272727272727272
12,13,6.0,1.0,15.0,7.0,4.0,3.0,22.0,32.0,9.0,9.0,13.0,4.0,2,0.45454545454545453,0.36363636363636365,0.8181818181818181
13,14,8.0,3.0,8.0,8.0,10.0,4.0,11.0,38.0,9.0,8.0,12.0,6.0,2,0.2909090909090909,0.01818181818181818,0.3090909090909091
14,15,6.0,0.0,8.0,8.0,4.0,6.0,19.0,31.0,10.0,7.0,20.0,8.0,2,0.12727272727272726,0.32727272727272727,0.45454545454545453
15,16,15.0,6.0,5.0,9.0,9.0,3.0,21.0,34.0,6.0,6.0,15.0,1.0,2,0.3090909090909091,0.3090909090909091,0.6181818181818182
16,17,10.0,1.0,8.0,16.0,7.0,3.0,22.0,25.0,8.0,2.0,14.0,3.0,2,0.5818181818181818,0.9272727272727272,1.509090909090909
17,18,7.0,3.0,6.0,16.0,5.0,4.0,15.0,29.0,7.0,6.0,18.0,3.0,2,0.7090909090909091,0.38181818181818183,1.0909090909090908
18,19,6.0,4.0,11.0,13.0,5.0,1.0,18.0,30.0,9.0,6.0,13.0,7.0,2,0.8,0.34545454545454546,1.1454545454545455
19,20,13.0,1.0,10.0,8.0,6.0,6.0,21.0,30.0,12.0,3.0,16.0,2.0,2,0.6545454545454545,0.45454545454545453,1.1090909090909091
20,21,12.0,5.0,6.0,10.0,9.0,1.0,22.0,32.0,5.0,8.0,16.0,2.0,2,0.2545454545454545,0.5454545454545454,0.7999999999999999
21,22,14.0,5.0,7.0,6.0,3.0,4.0,15.0,26.0,4.0,8.0,20.0,7.0,2,1.0,0.7818181818181819,1.7818181818181817
22,23,8.0,5.0,5.0,10.0,1.0,4.0,29.0,27.0,6.0,6.0,12.0,4.0,2,0.8181818181818182,0.8909090909090909,1.709090909090909
23,24,11.0,3.0,7.0,11.0,8.0,3.0,23.0,30.0,3.0,2.0,16.0,2.0,2,0.14545454545454545,0.7272727272727273,0.8727272727272728
24,25,7.0,2.0,7.0,15.0,6.0,4.0,18.0,33.0,5.0,10.0,15.0,5.0,2,0.10909090909090909,0.23636363636363636,0.34545454545454546
