,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,7.0,1.0,11.0,10.0,10.0,7.0,12.0,40.0,14.0,3.0,2.0,15.0,1,0.03636363636363636,0.10909090909090909,0.14545454545454545
1,2,5.0,10.0,15.0,6.0,10.0,6.0,11.0,41.0,8.0,5.0,1.0,21.0,1,0.12727272727272726,0.2545454545454545,0.3818181818181818
2,3,1.0,6.0,17.0,6.0,6.0,6.0,11.0,42.0,13.0,7.0,2.0,14.0,1,0.41818181818181815,0.03636363636363636,0.45454545454545453
3,4,6.0,3.0,19.0,7.0,5.0,6.0,13.0,38.0,13.0,6.0,1.0,13.0,1,0.23636363636363636,0.18181818181818182,0.4181818181818182
4,5,6.0,5.0,26.0,7.0,7.0,8.0,11.0,39.0,15.0,3.0,2.0,9.0,1,0.5272727272727272,0.3090909090909091,0.8363636363636363
5,6,6.0,4.0,17.0,2.0,13.0,5.0,15.0,42.0,14.0,0.0,0.0,15.0,1,0.43636363636363634,0.34545454545454546,0.7818181818181817
6,7,5.0,3.0,13.0,10.0,6.0,10.0,15.0,38.0,11.0,3.0,2.0,10.0,1,0.05454545454545454,0.12727272727272726,0.1818181818181818
7,8,3.0,4.0,15.0,9.0,10.0,11.0,11.0,45.0,11.0,6.0,1.0,16.0,1,0.18181818181818182,0.05454545454545454,0.23636363636363636
8,9,2.0,2.0,12.0,9.0,11.0,4.0,15.0,32.0,5.0,4.0,0.0,22.0,1,0.6727272727272727,0.7090909090909091,1.3818181818181818
9,10,2.0,3.0,14.0,12.0,9.0,7.0,12.0,36.0,7.0,4.0,6.0,16.0,1,0.4727272727272727,0.2727272727272727,0.7454545454545454
10,11,6.0,6.0,18.0,7.0,10.0,2.0,13.0,35.0,12.0,3.0,2.0,19.0,1,0.7090909090909091,0.4727272727272727,1.1818181818181819
11,12,8.0,4.0,16.0,10.0,6.0,7.0,11.0,36.0,8.0,5.0,3.0,16.0,1,0.6363636363636364,0.2,0.8363636363636364
12,13,4.0,1.0,15.0,10.0,7.0,12.0,10.0,32.0,5.0,4.0,3.0,20.0,1,0.38181818181818183,0.5454545454545454,0.9272727272727272
13,14,4.0,2.0,20.0,9.0,6.0,11.0,6.0,41.0,14.0,7.0,1.0,16.0,1,0.16363636363636364,0.16363636363636364,0.32727272727272727
