,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,5.0,9.0,22.0,10.0,6.0,4.0,9.0,38.0,13.0,2.0,5.0,4.0,3,0.10909090909090909,0.21818181818181817,0.32727272727272727
1,2,8.0,4.0,18.0,14.0,2.0,4.0,10.0,31.0,5.0,10.0,9.0,10.0,3,0.07272727272727272,0.6363636363636364,0.7090909090909091
2,3,8.0,10.0,11.0,9.0,4.0,3.0,11.0,33.0,10.0,5.0,10.0,8.0,3,0.05454545454545454,0.07272727272727272,0.12727272727272726
3,4,3.0,5.0,14.0,12.0,7.0,6.0,13.0,39.0,12.0,2.0,10.0,9.0,3,0.18181818181818182,0.09090909090909091,0.2727272727272727
4,5,6.0,3.0,15.0,17.0,7.0,5.0,10.0,35.0,11.0,3.0,11.0,5.0,3,0.38181818181818183,0.2545454545454545,0.6363636363636364
5,6,3.0,5.0,13.0,12.0,3.0,9.0,14.0,39.0,13.0,2.0,9.0,10.0,3,0.5272727272727272,0.05454545454545454,0.5818181818181818
6,7,12.0,6.0,18.0,10.0,3.0,6.0,8.0,29.0,6.0,6.0,5.0,9.0,3,0.9636363636363636,0.4727272727272727,1.4363636363636363
7,8,8.0,5.0,21.0,13.0,5.0,4.0,9.0,31.0,4.0,9.0,8.0,10.0,3,0.8545454545454545,0.6909090909090909,1.5454545454545454
8,9,6.0,11.0,18.0,13.0,5.0,4.0,12.0,34.0,7.0,4.0,11.0,5.0,3,0.7636363636363637,0.34545454545454546,1.1090909090909091
9,10,5.0,8.0,19.0,11.0,3.0,8.0,13.0,37.0,9.0,3.0,8.0,6.0,3,0.12727272727272726,0.16363636363636364,0.2909090909090909
10,11,6.0,8.0,14.0,10.0,5.0,3.0,10.0,32.0,8.0,6.0,10.0,10.0,3,0.6363636363636364,0.18181818181818182,0.8181818181818181
11,12,9.0,6.0,20.0,11.0,6.0,3.0,9.0,30.0,8.0,6.0,10.0,10.0,3,0.7090909090909091,0.5454545454545454,1.2545454545454544
12,13,8.0,10.0,18.0,11.0,4.0,0.0,16.0,30.0,10.0,3.0,9.0,8.0,3,0.6909090909090909,0.7636363636363637,1.4545454545454546
13,14,4.0,4.0,20.0,12.0,6.0,2.0,13.0,34.0,12.0,7.0,13.0,4.0,3,0.7818181818181819,0.4909090909090909,1.2727272727272727
14,15,4.0,8.0,9.0,13.0,4.0,4.0,11.0,38.0,17.0,2.0,8.0,7.0,3,0.43636363636363634,0.01818181818181818,0.45454545454545453
15,16,4.0,3.0,16.0,16.0,4.0,4.0,12.0,32.0,12.0,4.0,9.0,11.0,3,0.14545454545454545,0.5636363636363636,0.709090909090909
16,17,6.0,6.0,18.0,18.0,6.0,1.0,14.0,26.0,7.0,4.0,13.0,5.0,3,0.23636363636363636,0.9454545454545454,1.1818181818181819
17,18,6.0,3.0,16.0,16.0,6.0,5.0,13.0,32.0,11.0,2.0,7.0,10.0,3,0.2727272727272727,0.509090909090909,0.7818181818181817
18,19,5.0,9.0,16.0,14.0,4.0,5.0,13.0,28.0,5.0,3.0,11.0,4.0,3,0.36363636363636365,0.6727272727272727,1.0363636363636364
19,20,5.0,7.0,14.0,19.0,1.0,2.0,13.0,30.0,12.0,3.0,13.0,5.0,3,0.7272727272727273,0.7272727272727273,1.4545454545454546
20,21,7.0,5.0,27.0,13.0,4.0,4.0,12.0,28.0,7.0,3.0,7.0,6.0,3,0.34545454545454546,0.8909090909090909,1.2363636363636363
21,22,3.0,6.0,21.0,15.0,4.0,2.0,12.0,28.0,5.0,4.0,14.0,7.0,3,0.2909090909090909,0.8727272727272727,1.1636363636363636
22,23,6.0,11.0,11.0,10.0,4.0,2.0,8.0,36.0,9.0,6.0,8.0,11.0,3,0.09090909090909091,0.03636363636363636,0.12727272727272726
23,24,3.0,7.0,14.0,16.0,5.0,3.0,17.0,36.0,8.0,9.0,6.0,8.0,3,0.2,0.43636363636363634,0.6363636363636364
24,25,8.0,5.0,21.0,12.0,6.0,5.0,13.0,33.0,7.0,6.0,8.0,5.0,3,0.01818181818181818,0.4,0.4181818181818182
