,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,9.0,4.0,10.0,19.0,5.0,10.0,14.0,34.0,6.0,3.0,7.0,2.0,2,0.01818181818181818,0.5454545454545454,0.5636363636363636
1,2,15.0,2.0,7.0,18.0,3.0,15.0,13.0,32.0,4.0,2.0,7.0,3.0,2,0.05454545454545454,0.7272727272727273,0.7818181818181819
2,3,19.0,2.0,14.0,20.0,1.0,9.0,13.0,26.0,12.0,1.0,7.0,0.0,2,0.16363636363636364,0.9818181818181818,1.1454545454545455
3,4,15.0,3.0,10.0,17.0,3.0,14.0,14.0,30.0,3.0,3.0,9.0,1.0,2,0.09090909090909091,0.7818181818181819,0.8727272727272728
4,5,13.0,3.0,8.0,10.0,5.0,13.0,15.0,37.0,12.0,2.0,10.0,3.0,2,0.2,0.38181818181818183,0.5818181818181818
5,6,15.0,1.0,16.0,13.0,2.0,10.0,18.0,27.0,9.0,2.0,8.0,2.0,2,0.6181818181818182,0.8909090909090909,1.509090909090909
6,7,13.0,3.0,19.0,14.0,4.0,10.0,17.0,26.0,3.0,1.0,6.0,1.0,2,1.0,1.0,2.0
7,8,18.0,4.0,8.0,11.0,7.0,13.0,17.0,34.0,5.0,1.0,6.0,3.0,2,0.4,0.7090909090909091,1.1090909090909091
8,9,20.0,1.0,8.0,13.0,4.0,12.0,18.0,30.0,6.0,1.0,8.0,1.0,2,0.9636363636363636,0.8181818181818182,1.7818181818181817
9,10,16.0,4.0,8.0,15.0,5.0,18.0,11.0,38.0,3.0,3.0,7.0,1.0,2,0.5272727272727272,0.6181818181818182,1.1454545454545455
10,11,18.0,3.0,9.0,16.0,4.0,17.0,13.0,31.0,3.0,0.0,11.0,1.0,2,0.7454545454545455,0.8727272727272727,1.6181818181818182
11,12,12.0,5.0,17.0,9.0,3.0,13.0,11.0,40.0,10.0,2.0,10.0,1.0,2,0.509090909090909,0.36363636363636365,0.8727272727272727
12,13,19.0,4.0,6.0,16.0,1.0,16.0,10.0,35.0,9.0,1.0,7.0,0.0,2,0.6363636363636364,0.6727272727272727,1.309090909090909
13,14,11.0,2.0,12.0,13.0,4.0,9.0,17.0,30.0,10.0,1.0,11.0,4.0,2,0.43636363636363634,0.5818181818181818,1.018181818181818
14,15,13.0,4.0,9.0,21.0,6.0,8.0,15.0,27.0,7.0,1.0,12.0,3.0,2,0.7090909090909091,0.8545454545454545,1.5636363636363635
15,16,16.0,2.0,12.0,13.0,3.0,10.0,8.0,36.0,8.0,5.0,7.0,2.0,2,0.4727272727272727,0.3090909090909091,0.7818181818181817
16,17,11.0,1.0,17.0,21.0,1.0,9.0,14.0,27.0,9.0,2.0,8.0,1.0,2,0.45454545454545453,0.9272727272727272,1.3818181818181818
17,18,11.0,2.0,12.0,19.0,1.0,14.0,12.0,34.0,9.0,4.0,9.0,1.0,2,0.18181818181818182,0.6363636363636364,0.8181818181818181
18,19,14.0,2.0,11.0,21.0,1.0,11.0,15.0,29.0,4.0,2.0,8.0,1.0,2,0.4909090909090909,0.9090909090909091,1.4
19,20,15.0,0.0,9.0,22.0,0.0,20.0,11.0,31.0,5.0,2.0,6.0,3.0,2,0.7818181818181819,0.9454545454545454,1.7272727272727273
20,21,16.0,2.0,12.0,14.0,5.0,9.0,12.0,29.0,8.0,1.0,9.0,3.0,2,0.03636363636363636,0.6545454545454545,0.6909090909090909
21,22,10.0,3.0,9.0,16.0,4.0,10.0,18.0,28.0,7.0,2.0,14.0,4.0,2,0.6909090909090909,0.7454545454545455,1.4363636363636365
22,23,11.0,2.0,14.0,17.0,4.0,9.0,13.0,27.0,4.0,2.0,11.0,3.0,2,0.2545454545454545,0.7636363636363637,1.018181818181818
23,24,13.0,4.0,14.0,28.0,1.0,11.0,6.0,29.0,8.0,1.0,5.0,1.0,2,0.6,0.9636363636363636,1.5636363636363635
24,25,17.0,3.0,8.0,21.0,4.0,16.0,13.0,34.0,3.0,1.0,6.0,1.0,2,0.12727272727272726,0.8,0.9272727272727272
25,26,17.0,1.0,10.0,16.0,3.0,9.0,14.0,30.0,8.0,4.0,10.0,2.0,2,0.14545454545454545,0.6909090909090909,0.8363636363636364
26,27,12.0,2.0,9.0,21.0,4.0,18.0,11.0,33.0,1.0,0.0,9.0,1.0,2,0.7272727272727273,0.8363636363636363,1.5636363636363635
27,28,7.0,6.0,3.0,7.0,1.0,2.0,6.0,16.0,4.0,2.0,6.0,1.0,1,0.23636363636363636,0.5636363636363636,0.7999999999999999
28,29,7.0,12.0,1.0,11.0,0.0,8.0,16.0,45.0,9.0,9.0,11.0,4.0,1,0.9818181818181818,0.05454545454545454,1.0363636363636364
29,30,6.0,13.0,7.0,14.0,3.0,8.0,14.0,42.0,7.0,7.0,9.0,2.0,1,0.36363636363636365,0.14545454545454545,0.509090909090909
30,31,6.0,6.0,2.0,12.0,0.0,11.0,25.0,46.0,11.0,13.0,6.0,3.0,1,0.8545454545454545,0.4909090909090909,1.3454545454545455
31,32,4.0,8.0,10.0,11.0,2.0,10.0,16.0,40.0,6.0,9.0,16.0,3.0,1,0.8,0.32727272727272727,1.1272727272727274
32,33,4.0,15.0,2.0,10.0,2.0,14.0,20.0,52.0,4.0,13.0,12.0,0.0,1,0.34545454545454546,0.43636363636363634,0.7818181818181817
33,34,8.0,5.0,5.0,11.0,3.0,9.0,17.0,36.0,4.0,10.0,9.0,4.0,1,0.9272727272727272,0.34545454545454546,1.2727272727272727
34,35,11.0,10.0,6.0,18.0,3.0,8.0,16.0,37.0,7.0,6.0,8.0,4.0,1,0.21818181818181817,0.45454545454545453,0.6727272727272727
35,36,5.0,21.0,4.0,5.0,2.0,13.0,16.0,56.0,9.0,6.0,12.0,2.0,1,0.9090909090909091,0.16363636363636364,1.0727272727272728
36,37,9.0,15.0,4.0,11.0,2.0,9.0,15.0,49.0,6.0,9.0,9.0,3.0,1,0.8181818181818182,0.09090909090909091,0.9090909090909092
37,38,8.0,9.0,5.0,13.0,2.0,6.0,13.0,45.0,11.0,14.0,13.0,0.0,1,0.38181818181818183,0.07272727272727272,0.4545454545454546
38,39,10.0,11.0,6.0,15.0,2.0,7.0,12.0,36.0,6.0,6.0,11.0,3.0,1,0.5818181818181818,0.2545454545454545,0.8363636363636363
39,40,6.0,11.0,2.0,10.0,1.0,8.0,22.0,43.0,8.0,12.0,14.0,3.0,1,0.2727272727272727,0.4,0.6727272727272727
40,41,7.0,14.0,3.0,10.0,2.0,10.0,17.0,49.0,4.0,12.0,12.0,2.0,1,0.9454545454545454,0.23636363636363636,1.1818181818181819
41,42,8.0,16.0,5.0,10.0,1.0,8.0,16.0,38.0,3.0,10.0,12.0,2.0,1,0.41818181818181815,0.509090909090909,0.9272727272727272
42,43,8.0,14.0,3.0,8.0,0.0,6.0,24.0,44.0,7.0,10.0,9.0,3.0,1,0.7636363636363637,0.4727272727272727,1.2363636363636363
43,44,8.0,11.0,4.0,18.0,2.0,9.0,13.0,43.0,9.0,9.0,10.0,4.0,1,0.5454545454545454,0.10909090909090909,0.6545454545454545
44,45,8.0,14.0,4.0,12.0,1.0,12.0,14.0,47.0,4.0,11.0,13.0,2.0,1,0.10909090909090909,0.2727272727272727,0.3818181818181818
45,46,12.0,9.0,5.0,17.0,5.0,6.0,14.0,34.0,4.0,8.0,11.0,1.0,1,0.5636363636363636,0.5272727272727272,1.0909090909090908
46,47,9.0,10.0,8.0,13.0,0.0,14.0,17.0,42.0,6.0,5.0,7.0,2.0,1,0.2909090909090909,0.41818181818181815,0.709090909090909
47,48,8.0,9.0,2.0,10.0,0.0,8.0,21.0,44.0,10.0,13.0,12.0,2.0,1,0.8727272727272727,0.21818181818181817,1.0909090909090908
48,49,8.0,15.0,6.0,6.0,3.0,9.0,13.0,52.0,9.0,8.0,10.0,4.0,1,0.07272727272727272,0.01818181818181818,0.09090909090909091
49,50,15.0,10.0,6.0,13.0,1.0,12.0,15.0,41.0,8.0,8.0,5.0,3.0,1,0.6545454545454545,0.2909090909090909,0.9454545454545454
50,51,6.0,14.0,7.0,10.0,4.0,8.0,19.0,36.0,4.0,3.0,14.0,3.0,1,0.6727272727272727,0.6,1.2727272727272727
51,52,8.0,12.0,8.0,6.0,2.0,13.0,18.0,49.0,4.0,12.0,7.0,4.0,1,0.8909090909090909,0.18181818181818182,1.0727272727272728
