,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,7.0,4.0,8.0,9.0,4.0,20.0,13.0,39.0,10.0,1.0,3.0,17.0,1,0.10909090909090909,0.6181818181818182,0.7272727272727273
1,2,12.0,3.0,2.0,5.0,4.0,25.0,15.0,40.0,5.0,2.0,3.0,18.0,1,0.32727272727272727,0.9454545454545454,1.2727272727272727
2,3,5.0,3.0,9.0,7.0,8.0,25.0,12.0,42.0,6.0,0.0,2.0,22.0,1,0.7818181818181819,0.8363636363636363,1.6181818181818182
3,4,13.0,3.0,11.0,4.0,2.0,24.0,17.0,41.0,9.0,2.0,0.0,9.0,1,0.16363636363636364,0.8181818181818182,0.9818181818181819
4,5,5.0,1.0,10.0,9.0,6.0,22.0,16.0,42.0,9.0,3.0,0.0,14.0,1,0.09090909090909091,0.6545454545454545,0.7454545454545455
5,6,10.0,3.0,4.0,7.0,8.0,21.0,12.0,54.0,14.0,4.0,0.0,13.0,1,0.6181818181818182,0.12727272727272726,0.7454545454545454
6,7,14.0,0.0,2.0,11.0,6.0,18.0,18.0,34.0,8.0,2.0,3.0,12.0,1,0.3090909090909091,0.9636363636363636,1.2727272727272727
7,8,9.0,4.0,8.0,12.0,6.0,20.0,12.0,41.0,10.0,1.0,7.0,10.0,1,0.509090909090909,0.16363636363636364,0.6727272727272726
8,9,8.0,4.0,8.0,4.0,5.0,25.0,15.0,47.0,5.0,7.0,2.0,13.0,1,0.43636363636363634,0.45454545454545453,0.8909090909090909
9,10,6.0,3.0,14.0,5.0,7.0,18.0,13.0,43.0,9.0,5.0,3.0,15.0,1,0.9636363636363636,0.2545454545454545,1.2181818181818183
10,11,7.0,2.0,3.0,5.0,6.0,22.0,21.0,42.0,6.0,4.0,4.0,12.0,1,0.23636363636363636,0.8,1.0363636363636364
11,12,7.0,1.0,6.0,9.0,6.0,23.0,17.0,45.0,8.0,5.0,4.0,11.0,1,0.45454545454545453,0.43636363636363634,0.8909090909090909
12,13,9.0,0.0,11.0,6.0,10.0,22.0,17.0,39.0,4.0,3.0,1.0,15.0,1,0.2909090909090909,0.8545454545454545,1.1454545454545455
13,14,5.0,4.0,9.0,11.0,3.0,16.0,14.0,42.0,10.0,6.0,3.0,10.0,1,0.38181818181818183,0.05454545454545454,0.4363636363636364
14,15,12.0,3.0,7.0,11.0,3.0,23.0,13.0,41.0,6.0,5.0,0.0,12.0,1,0.18181818181818182,0.5272727272727272,0.709090909090909
15,16,9.0,7.0,6.0,13.0,1.0,15.0,15.0,42.0,13.0,3.0,4.0,11.0,1,0.4727272727272727,0.09090909090909091,0.5636363636363636
16,17,9.0,3.0,6.0,12.0,7.0,17.0,17.0,41.0,10.0,2.0,2.0,13.0,1,0.2,0.36363636363636365,0.5636363636363637
17,18,4.0,3.0,9.0,9.0,6.0,21.0,22.0,40.0,7.0,2.0,0.0,16.0,1,0.6545454545454545,0.9090909090909091,1.5636363636363635
