,time_period,x1200,x2302,x3200,x4200,x5302,x6302,x7200,x8200,x9302,x9b302,x9c200,x9d200,cluster,stability,diversity,measurement
0,1,12.0,4.0,0.0,4.0,5.0,15.0,18.0,54.0,13.0,7.0,4.0,7.0,2,0.2909090909090909,0.2,0.4909090909090909
1,2,11.0,3.0,3.0,5.0,4.0,16.0,20.0,43.0,6.0,7.0,5.0,6.0,2,0.16363636363636364,0.5272727272727272,0.6909090909090909
2,3,12.0,4.0,4.0,7.0,3.0,7.0,21.0,40.0,13.0,10.0,7.0,9.0,2,0.03636363636363636,0.4,0.4363636363636364
3,4,13.0,5.0,5.0,5.0,7.0,11.0,16.0,50.0,10.0,13.0,3.0,3.0,2,0.3090909090909091,0.07272727272727272,0.38181818181818183
4,5,11.0,4.0,3.0,3.0,3.0,14.0,15.0,54.0,11.0,17.0,8.0,4.0,2,0.45454545454545453,0.09090909090909091,0.5454545454545454
5,6,14.0,0.0,4.0,2.0,3.0,17.0,20.0,46.0,9.0,11.0,6.0,5.0,2,0.7454545454545455,0.6,1.3454545454545455
6,7,15.0,3.0,5.0,2.0,2.0,13.0,16.0,44.0,8.0,11.0,6.0,6.0,2,0.5636363636363636,0.2909090909090909,0.8545454545454545
7,8,11.0,0.0,3.0,2.0,1.0,15.0,19.0,51.0,14.0,15.0,4.0,9.0,2,0.509090909090909,0.43636363636363634,0.9454545454545453
8,9,16.0,6.0,5.0,2.0,2.0,14.0,16.0,44.0,8.0,8.0,9.0,8.0,2,0.4909090909090909,0.3090909090909091,0.8
9,10,13.0,3.0,2.0,1.0,6.0,14.0,19.0,49.0,11.0,10.0,8.0,3.0,2,0.8363636363636363,0.32727272727272727,1.1636363636363636
10,11,19.0,4.0,3.0,3.0,2.0,10.0,13.0,46.0,7.0,21.0,5.0,9.0,2,0.5454545454545454,0.45454545454545453,1.0
11,12,8.0,3.0,4.0,5.0,9.0,8.0,14.0,55.0,15.0,17.0,8.0,3.0,2,1.0,0.01818181818181818,1.018181818181818
12,13,12.0,2.0,2.0,2.0,4.0,12.0,14.0,53.0,22.0,12.0,6.0,8.0,2,0.8727272727272727,0.23636363636363636,1.1090909090909091
13,14,9.0,4.0,2.0,3.0,1.0,11.0,17.0,48.0,13.0,12.0,8.0,11.0,2,0.7272727272727273,0.16363636363636364,0.8909090909090909
